Text,class_label,topic
He's proposing to invest $1.2 trillion over the next decade in infrastructure.,Yes,infrastructure
My opponent voted against the Women's Health Protection Act three times.,Yes,reproductive rights
The Department of Education statistics show a dropout rate of over 15% for high school students in this state.,Yes,education
"Russia annexed Crimea in 2014, which the international community condemned.",Yes,foreign policy
"And it's worth noting, more immigrants have been naturalized in the last decade than in any other in our history.",Yes,immigration
"Our troops didn't have enough night-vision goggles in Iraq, plain and simple.",Yes,the military
They promised everyone a tax credit for first time buyers and still haven't delivered.,Yes,housing
"In 1983, bipartisan leaders agreed on reforms that extended the program's solvency by 50 years.",Yes,social security
"The National Rifle Association has over 5 million members, they say.",Yes,gun control
He met with the leader three times in one year.,Yes,foreign policy
China has surpassed the United States as the largest trading partner for more than 100 countries.,Yes,trade
"She claims that sanctuary cities are more dangerous, but the FBI data shows they actually have lower crime rates.",Yes,immigration
The Environmental Protection Agency said this plan will reduce air pollution-related deaths by 45%.,Yes,climate change
"And the thing is, according to NASA, 2022 was the fifth hottest year on record.",Yes,climate change
The Congressional Budget Office reported in June that our tax revenue as a share of GDP is lower than any point since the 1940s.,Yes,tax policy
We've closed more than 200 coal plants since I took office.,Yes,the environment
"A report by HUD said that over 500,000 Americans are homeless on any given night.",Yes,housing
"Under his leadership, there were more federal executions than any president in recent history.",Yes,crime
"He doesn't tell you this, but premiums in his state are the highest in the nation.",Yes,healthcare
He reduced the Navy's fleet size by over 15% in just four years.,Yes,the military
"Our cyber defense capabilities are now fully operational, according to the Department of Defense.",Yes,the military
The city of Chicago spends nearly $1 billion annually on police salaries alone.,Yes,crime
"I was one of the few members who warned, ten years ago, that North Korea's nuclear program was advancing too quickly.",Yes,foreign policy
She claims to support vocational training but didn't allocate any federal grants for it.,Yes,education
You said you supported NAFTA when everyone knew it was hurting American jobs.,Yes,trade
"According to the Bureau of Labor Statistics, there are more job openings right now than there are people unemployed.",Yes,employment
"Under her plan, younger workers would see a cut.",Yes,social security
"In the last election, he lost Wisconsin by over 20,000 votes.",Yes,elections
The Peterson Institute for International Economics found that the tariffs are costing American consumers an additional $1.4 billion each month.,Yes,trade
"Our nation's airports, we're behind, I mean, we rank 10th worldwide, when we used to lead.",Yes,infrastructure
"You know, we can protect social security without touching benefits, and I've got an independent study that shows we can close the gap.",Yes,social security
Germany installed nearly 60 gigawatts of solar capacity and we're lagging far behind.,Yes,energy
"My opponent's plan would cut foreign aid by half, weakening our diplomatic presence in key regions.",Yes,foreign policy
The CDC reported a 15% increase in opioid-related healthcare visits in the past year.,Yes,healthcare
"Look, in 2019, vaccine-preventable diseases claimed over 140,000 lives worldwide.",Yes,vaccines
"In fact, under his watch, the trust fund was raided to cover military expenses.",Yes,social security
"And in 2011, they approved the largest arms deal with Saudi Arabia.",Yes,foreign policy
"The average rent in San Francisco has gone up by 15% since last year, according to Zillow.",Yes,housing
He voted against comprehensive immigration reform back in 2013.,Yes,immigration
"And, you know, back in 2000, we didn't even have half these electronic voting machines.",Yes,elections
"Look, the Brady Bill was passed back in 1993, and since then, we've seen a major drop in gun violence.",Yes,gun control
"By the way, Mexico hasn’t paid for any of the border wall, despite his claims.",Yes,immigration
The Department of Energy says we're number one in wind energy production worldwide.,Yes,the environment
He supported a minimum wage increase five times.,Yes,employment
"According to the Department of Homeland Security, there were over 1.7 million encounters at the southern border last year.",Yes,immigration
I've been endorsed by four major newspapers in this election cycle.,Yes,elections
"And, uh, the Army Corps of Engineers actually said that 40% of our levees are at risk of failure.",Yes,infrastructure
"According to the latest data, it's effective against 98% of the known variants.",Yes,vaccines
"The wealth gap has expanded, with the richest 0.1% owning more than the bottom 80% combined.",Yes,the economy
"The cost of the last presidential campaign exceeded $14 billion, the most expensive in history.",Yes,elections
That statement by the Tax Foundation is clear: a flat tax system could potentially simplify tax laws significantly.,Yes,tax policy
"We spend more per student than any G7 nation, yet we still fall behind in math and science.",Yes,education
I've introduced five pieces of legislation that were solely focused on reducing drug prices.,Yes,healthcare
"And the truth is, we’ve doubled our efforts on anti-gang initiatives, cutting gang violence in half since 2019.",Yes,crime
"Her team used to say it would only add a small deficit, but the new analysis shows a significant increase now.",Yes,tax policy
"Proposition 7, according to the State Election Commission, will increase our electoral budget by 22%.",Yes,elections
