Text,class_label,source
I just had a word of clarification because of something Governor Clinton said.,No,
It was once called voodoo economics.,No,
"The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind.",Yes,
"Now, private schools play a great role in our society.",No,
"Mr. Morgan, no matter how well we're doing in the cold war, we're not doing as well as we should.",No,
"Now, I must say what Mr. Nixon wants to do is commit us - as I understand him, so that we can be clear if there's a disagreement - he wants us to be committed to the defense of these islands merely as the defense of these islands as free territory, not as part of the defense of Formosa.",No,
It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today.,No,
Less than two hundred for all the countries of Africa and they need trained leadership more than anything.,Yes,
And I have done a lot...,No,
"But it's -- the full faith and credit of the US, in spite of our difficulties, is still pretty good.",No,
"In fact, it's estimated that by repealing Obamacare, you're looking at 50 million people losing health insurance...",Yes,
So we just have a different theory.,No,
"And then, of course, the - the final thing is that I have signed and approved of more scenic rivers, more wilderness areas, since I've been president than any other president in the history of the United States.",Yes,
"But I also want to say to seniors, if you're happy with Medicare the way it is, fine, you can stay in the program.",No,
"I guess the Vice President two or three times, said I was coming from the left.",No,
"We worked very closely with the foreign ministers of France, Germany and Great Britain, who have been the folks delivering the message to the mullahs that if you expect to be part of the world of nations, get rid of your nuclear programs.",Yes,
And part of that leadership is sending the right message to places like North Korea.,No,
And I look forward to having that opportunity.,No,
"But we have 2,478 specific recommendations from a commission of more than 2,000 business people in this country, through the Grace commission, that we're studying right now -- and we've already implemented 17 percent of them -- that are recommendations as to how to make government more efficient, more economic.",Yes,
"I will tell you I'm the kind of person, I don't hire or fire somebody based upon their sexual orientation.",No,
"This uh - talking about more people at work - uh is distorted because with a 14 percent increase in the cost of living in the last uh - two years, it means that - that women and young people have had to go to work when they didn't want to because their fathers didn't make enough to pay the increased cost of uh - food and uh housing and clothing.",Yes,
"But we also need to look at some options, whether or not we -- depending on what the options are.",No,
"For instance, we now have uh - in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this.",Yes,
"By the way, we can include a prescription program if we need to improve it.",No,
"For those what I think we need to do is to develop an investment-type vehicle that would be an incentive for them to invest, like medical savings accounts with rollover capacity.",No,
"Yes, I have seen figures that indicate that perhaps as of September, 1980 - this very month - that there is a shortage of about 104,000 in the ranks between E-4 and E-9.",Yes,
"Because even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union; even though the growth in this Administration has been twice as much as it was in the Truman Administration; that isn't good enough.",Yes,
"I'm going to do those things, because that's what's right in America: Help workers to transition in every respect.",No,
"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties.",No,
So is it President Obama's fault?,No,
"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget.",No,
And I told Mr. Gromyko we don't like their system.,No,
"As a matter of fact, the population explosion, if you look at the actual figures, has been vastly exaggerated -- over exaggerated.",Yes,
"And then fourthly, as a moral leader.",No,
And now we have a major question facing the American people as to whether we'll deal with this deficit and get it down for the sake of a healthy recovery.,No,
"He didn't have weapons of mass destruction, Mr. President.",Yes,
"I think we all recall with some sadness that at uh - the period of the nin- late nineteen forties, early nineteen fifties, there were some indications that the United States would not include uh - South Korea in an area of defense.",No,
"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities.",Yes,
"He said, we will look at offshore drilling.",Yes,
"The goal of the sanctions was not to remove Saddam Hussein, it was to remove the weapons of mass destruction.",Yes,
"I think, unfortunately, too many of us in our great country jump to conclusions about each other.",No,
It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...,Yes,
And I'm going to try to do better.,No,
"We don't need a constitutional amendment for kids to pray, and what I did was to have the justice department and the education department for the first time ever issue a set of guidelines that we gave to every school in America, saying that children could not be interfered with in religious advocacy when they were praying, when they were doing whatever they could do under the constitution, just because they were on a public school ground, and I think anyone who's experienced this will tell you that our administration has done more than any in years to clarify the freedom of religion in the public square, including in the public schools.",Yes,
"The Office of Small Business, under Mr. Kobelinski, has a very massive program trying to help the black community.",Yes,
"I think that in ten years, we can reduce our dependence so that we no longer have to import oil from the Middle East or Venezuela.",No,
Spain -- Spain spends 42 percent of their total economy on government.,Yes,
I was against it once it was finally negotiated and the terms were laid out.,Yes,
"What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we're giving tax breaks to companies that are investing here in the United States.",Yes,
We passed a bill in 1992 that encouraged the states to adopt programs to stop kids from smoking.,Yes,
We are the one that worked out the prison labor deal.,Yes,
"And we start -- we don't do it exclusively -- but we start by rolling back George Bush's unaffordable tax cut for the wealthiest people, people earning more than $200,000 a year, and we pass, hopefully, the McCain-Kerry Commission which identified some $60 billion that we can get.",Yes,
But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.,Yes,
"Before Senator Dole left the Senate, he and Mr. Gingrich also were recommending that we pass these tax cuts only insofar as we could pay for them.",Yes,
And our eighth graders number one in English and also in math.,Yes,
We were threatened by a veto if we passed a dollar and a quarter - it's extremely difficult with the great power that the president does to pass any bill when the president is opposed to it.,Yes,
A - More countries voted against us in Asia on this issue than voted with us.,Yes,
He caused the death of so many people.,Yes,
I have no businesses there.,Yes,
We have fought to try to raise the minimum wage in the last years.,Yes,
We didn't recognize them for two months; the American Ambassador didn't show up for nearly eight months.,Yes,
This is not a Wall Street tax cut.,No,
I think it's important and I share it.,No,
But I think what we want to avoid is falling back into this nationalized health care system that President Clinton wanted to give us in 1993.,Yes,
"So I'm not going to take up your time tonight, but let me just say this.",No,
And that's why people are so concerned.,No,
The stock market was declining six months prior to my arrival.,Yes,
"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend.",Yes,
"And I went there hoping that, once and for all, the free world would act in concert to get Saddam Hussein to listen to our demands.",No,
"You yourself said, Mr. Vice President, a month ago, that if we had provided the kind of economic aid five years ago that we are now providing we might never have had Castro.",Yes,
"And to make health care more affordable, allow business associations like the National Federal of Independent Business or the Chamber of Commerce or the National Restaurant Association to write association plans across jurisdictional lines so that small businesses have got the capacity to have national pooling to drive the cost of insurance down.",Yes,
"That's the enemy that is now in 60 countries, with stronger recruits.",Yes,
"And, Jim, I -- I've been not feeling too great about a lot of things lately.",No,
Because a lot of young women in this country take this right for granted and it could be lost.,No,
"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term.",Yes,
"The head of the EPA said, ""You can't build a coal plant.",No,
"Sorry, time for diplomacy is over.",No,
"And that means, of course, the best man that this nation can produce.",No,
That's not the main issue.,No,
"But our training programs right now, we've got 47 of them, housed in the federal government, reporting to eight different agencies.",Yes,
"Do you have what it takes?""",No,
That meant immediately 46% of your people that were signing up had no reason for signing up.,Yes,
I don't want to rip families apart.,No,
And he just called for new elections.,No,
"If you're re-elected, we'll get to a trillion-dollar debt.",Yes,
"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it?",No,
She does not have a...,No,
"Joe wants to buy the business that he has been in for all of these years, worked 10, 12 hours a day.",No,
"And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation.",Yes,
"Now that, of course, is just one factor, but it's a significant one.",No,
That's one of the big reasons I vetoed it.,Yes,
But in the process of that we have saved uhh - $9 billion.,Yes,
Mr. Carter has indicated he would look with sympathy to a Communist government in NATO.,Yes,
"We're funding them ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ I wish there was more money -- but we're funding them far more than any time in the past, and we're going to keep on doing that.",Yes,
"Because you know, in the first debate, Mr. Bush made some news.",No,
"On the one hand, it's a good deal but on the other hand I'd make it better.",No,
"And if we can do that and do it in a way that gets deeper cuts on the Soviet side, which is where they ought to come from, then I think we have an opportunity over the long haul to begin to move some of our resources from the military to important domestic priorities that can provide college opportunity for that young woman whose mother wrote me from Texas just the other day, from Longview, Texas: two teachers, a mother and a father who have a child that's a freshman in college, an electrical engineering major, a very bright student and they can't afford to keep that child in college.",No,
"I give a new incentive for younger workers to save their own money and invest their own money, but not at the expense of Social Security, on top of Social Security.",Yes,
"As for saving energy and conserving, the American people haven't been doing badly at that.",No,
Mr. Bush says we are going to put the IRS on every taxpayer.,Yes,
And that withdrawal is the result of every counterinsurgency that succeeds.,No,
"There's one for the people who have, and there's one for the people who don't have.",No,
I believe in maintaining the strength of America's military.,No,
We're down to 336 ships.,Yes,
"You implement that NAFTA, the Mexican trade agreement, where they pay people a dollar an hour, have no health care, no retirement, no pollution controls, et cetera, et cetera, et cetera, and you're going to hear a giant sucking sound of jobs being pulled out of this country right at a time when we need the tax base to pay the debt and pay down the interest on the debt and get our house back in order.",Yes,
The difference is I want to bring it to 100% and he wants to bring it to 5%.,No,
That's part of my commitment to raise taxes on the wealthy.,No,
I've stood up to Russia.,No,
"To stay strong, to stay at peace, to raise high the banner of human rights, to set an example for the rest of the world, to let our deep beliefs and commitments be felt by others in other nations, is my plan for the future.",No,
"We drove the Russians out with -- the Afghan freedom fighters drove the Russians out of Afghanistan, and then we made a most serious mistake.",Yes,
"They work hard, they do everything they can to give her a good life.",No,
There are plenty of places to cut.,No,
"Somewhere in between those numbers -- and so there's a difference, what he's promised and what he can raise.",Yes,
They pulled out after Sergio de Mello got killed.,Yes,
"People are working harder for less money than they were making 10 years ago, 2- 3rds of our people--a $1600 drop in average income in just the last 2 years.",Yes,
And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.,Yes,
"Barbara, one of the blights on this world is the threat and the activities of terrorists.",No,
