Text,class_label
"Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress.",Yes
"And the nuclear capability has been searched by the United Nations, and there hasn't been one single scintilla of evidence that there's any US technology involved in it.",Yes
And thank you to the Presidential Commission for undertaking this enormous task.,No
"Pay $1 an hour for your labor, have no health care -- that's the most expensive single element in making the car.",Yes
"He hasn't had help from the administration, from the Congress, to carry this out.",Yes
"I applaud the no-fly zone, and I know that he's going back to the United Nations to try to get authority to enforce it.",No
"We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using.",Yes
"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.",Yes
"I believe the budget can be balanced by 1982 or 1983, and it is a combination of planned reduction of the tax increase that Carter has built into the economy, and that's what he's counting on for his plan.",No
"We spend six hundred dollars per person in this country - every man, woman and child - for health care.",Yes
"Bob, Mr. President, folks at Lynn University, good to be with you.",No
"One percent of America got more than the 80 percent of America that earned from $100,000 down.",Yes
"I advocated last May in a speech at the United Nations that we move immediately as a nation to declare a complete moratorium on the testing of all nuclear devices, both weapons and peaceful devices; that we not ship any more atomic fuel to a country that refuses to comply with strict controls over the waste which can be reprocessed into explosives.",Yes
Who threatens freedom in the world?,No
"And number three, we need to be a force for freedom and democracy and we need to use our unique position to support freedom, whether it's in Haiti or in China or in any other place, wherever the seeds of freedom are sprouting.",No
"But I believe that we can now establish in the White House a good relationship with Congress, a good relationship with our people, set very high goals for our country.",No
"They're watching what we do, what we say, what we promise and what we finally deliver.",No
And Senator McCain voted for four out of five of those George Bush budgets.,Yes
"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.",Yes
They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,Yes
"The people that work in Washington, D.C. for the U.S. Congress or the United States senate.",No
The president's put it in place as much public debt -- almost as much debt held by the public as al prior presidents combined.,Yes
"One of the great giveaways of all time, of all time, including $400 million in cash.",Yes
George Bush embraced comprehensive immigration reform.,Yes
"He made it illegal, illegal for Medicare to do what the V.A.",Yes
So that's on the record.,No
I said in 1992 he didn't extend that courtesy to President Bush.,Yes
The fa- the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread.,Yes
Everybody's running against the incumbent.,No
And I will be a good president.,No
It is being blocked by the Republican leadership in the Congress.,Yes
"'', he said, ""Cut those things I asked for but didn't get.''",Yes
It is our greatest ally in the region.,No
The stock market was declining six months prior to my arrival.,Yes
"Jim, thank you very much.",No
"We went because there were people who were responsible for 3,000 American deaths.",Yes
We have concluded with Japan 21 -- about to be 22 -- trade agreements now.,Yes
"They cover 98% of their people and their insurance premiums are much cheaper than the rest of America, and so does Rochester, New York.",Yes
"I worked to make sure that kids with disabilities could get a public education, something that I care very much about.",Yes
"He will, through his massive tax cuts, add $20 trillion to the debt.",Yes
Some of it's said in entertainment.,No
It's not driven by politics.,Yes
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.",Yes
"You were very clear that you would not provide, government assistance to the U.S. auto companies, even if they went through bankruptcy.",Yes
"I understand that both the - the uh - Department of State and the Defense Department have approved the accuracy of today's report, or yesterday's report, and also the National Security Agency.",Yes
"And the number of small businesses I've gone to that are saying they're dropping insurance because they can't afford it, the cost of health care is just prohibitive.",No
"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",Yes
"I think if the United States is maintaining a strong society here in the United States, I think that we can meet any internal threat.",No
"Obviously, that law waived the statute of limitations, which you could have gone back 20 or 30 years.",Yes
"But, if we're talking about how much we think about the working people and so forth, I'm the only fellow who ever ran for this job who was six times President of his own union and still has a lifetime membership in that union.",Yes
They are the best workers in the world.,No
Our recession was one of the shallowest in modern history.,Yes
We've just seen those two tragic examples in both Tulsa and Charlotte.,No
"We've been through a lot together as a country -- been through a recession, corporate scandals, war.",No
"And nobody really knows, with the latest increase in the Wholesale Price Index - that's about 18% on an annualized basis - what it's going to be.",Yes
