Text,class_label,topic
"Look, we've sent over $300 billion in aid to Ukraine since the conflict began.",Yes,foreign policy
The Police Chief Association says this new policy reduces recidivism by 25 percent.,Yes,crime
"According to the National Oceanic and Atmospheric Administration, this summer was the hottest ever recorded.",Yes,the environment
"He once claimed that dead people were voting in droves, but there's no proof anywhere.",Yes,elections
"According to the latest survey from the Small Business Administration, more than 60% of small businesses struggle to find qualified workers.",Yes,employment
The President's proposed legislation would make it illegal to sell high-capacity magazines.,Yes,gun control
"Since 2020, over 1500 teachers have left public schools in just New York City.",Yes,education
"The Bureau of Labor Statistics reported a significant increase in full-time, high-paying positions just last quarter.",Yes,employment
I appointed more women to judicial positions than any governor in the history of our state.,Yes,reproductive rights
"According to a Stanford study, distributed energy storage could save consumers $5 billion a year.",Yes,energy
He signed a bill that deregulated the banking industry back in 2018.,Yes,the economy
Our GDP growth rate is now second only to China among major economies.,Yes,the economy
"Look, Planned Parenthood provides critical services to millions of Americans, and I've been a staunch supporter since day one.",Yes,reproductive rights
The World Health Organization ranked us 37th in health systems.,Yes,healthcare
"I mean, look, she went on record saying she'd dismantle NAFTA but hasn't proposed anything concrete to replace it.",Yes,trade
"The President withdrew from the Paris Agreement, compromising our leadership in climate diplomacy.",Yes,foreign policy
We have implemented a program in our administration that has led to the construction of more affordable homes than any previous government.,Yes,housing
"Our neighbor to the north, Canada, processes more asylum cases in a month than we do in a year.",Yes,immigration
"Do you know the average social security check is less than $1,500 a month?",Yes,social security
Our navy has more nuclear-powered submarines than any other nation on earth at this moment.,Yes,the military
The Senator repeatedly opposed efforts to reform military healthcare.,Yes,the military
"You know, under her plan, class sizes would increase by 40%.",Yes,education
The graduation rate in our state has climbed by 15 percent since 2018.,Yes,education
"His proposal to eliminate the estate tax entirely would lose $269 billion in revenue over a decade, according to independent analysts.",Yes,tax policy
"My opponent, I mean, he gets more money from the NRA than anybody else in Congress.",Yes,gun control
And I attended over 50 national security briefings in the last year alone.,Yes,foreign policy
"We've invested in the new F-35 fighter jets, but those contracts have faced significant delays, impacting missions.",Yes,the military
The UN report just came out last week saying global democracy is backsliding at an unprecedented rate.,Yes,foreign policy
"In 2019, the medical bankruptcies accounted for, uh, nearly 66% of personal bankruptcies.",Yes,healthcare
"The highway bill passed last year will repair over 20,000 bridges across the country.",Yes,infrastructure
"And look, this administration's policies have led to a situation where thousands of criminals have been released early from prison.",Yes,crime
"Over the past five years, funding for vaccine research has increased by almost 20%, according to the NIH.",Yes,vaccines
The Congressional Budget Office reported that raising the minimum wage to $15 could lift 1.3 million Americans out of poverty.,Yes,employment
"According to the Bureau of Labor Statistics, unemployment among veterans has dropped to its lowest level in two decades.",Yes,employment
The Pentagon has identified that we're actually not meeting our recruitment goals this year.,Yes,the military
"Look, the Migration Policy Institute noted a significant dip in H-1B visa applications.",Yes,immigration
"He keeps talking about green jobs, but his state lost 10,000 renewables jobs last year.",Yes,climate change
They haven't passed a new student loan reform bill since 2014.,Yes,education
"And can I remind everyone, our current tax system is so complicated that Americans spend on average 13 hours filing their taxes.",Yes,tax policy
"According to the Department of Defense, there are currently around 28,500 U.S. troops stationed in South Korea.",Yes,foreign policy
"My opponent's plan would allow firearms in school zones, despite widespread opposition from educators.",Yes,gun control
The GAO reported equipment failures cost the military over $500 million annually.,Yes,the military
I've been fighting to safeguard benefits against inflation since the first day I took office.,Yes,social security
Our city allocated $50 million last year alone for youth crime prevention programs.,Yes,crime
"I've consistently pushed for sanctions on Iran, and he opposed every single one of them.",Yes,foreign policy
"The President says we're bringing back the family reunification program, which was halted in 2018.",Yes,immigration
"In the past decade, under Republican leadership, border crossings have decreased by over 70 percent.",Yes,immigration
We now have more active drones than at any point in history.,Yes,the military
"The U.S. spends more on education per student than any other nation, except Luxembourg.",Yes,education
"Russia's economic influence over the European Union has been amplified, uh, significantly by the Nord Stream 2 pipeline, despite his claim otherwise.",Yes,foreign policy
"The President's administration, uh, failed to appoint a single member to the Federal Election Commission during his first two years.",Yes,elections
Moody's Analytics estimated that my proposal would create around 10 million jobs over the next five years.,Yes,the economy
"And, you know, the State of California was granted $10 billion for high-speed rail, while other states got less.",Yes,infrastructure
"Look, I mean, it was General Mattis who said that the troop strength in the Middle East needs to be reduced by half.",Yes,the military
"You've got crumbling water systems, and he didn't support the necessary upgrades required by law.",Yes,infrastructure
The National Education Association recently endorsed our new teacher pay initiative.,Yes,education
"Uh, you know, the President talked a lot about building the wall, but did you know only 80 miles of new wall have been built?",Yes,immigration
"I mean, uh, when the Secretary of State of Georgia says it's the most secure election they've had, that's significant.",Yes,elections
"In 1994, he voted for the assault weapons ban, and yet he stands here today saying he didn’t.",Yes,gun control
She voted against universal background checks three times.,Yes,gun control
"The President's deal with Mexico last fall included a clause on military equipment, and that's unprecedented.",Yes,foreign policy
"Look, the auto industry has more support now in terms of exports than it did two decades ago.",Yes,trade
"According to a study published by the American Medical Association, rural hospitals are closing at an unprecedented rate.",Yes,healthcare
"When he was in Congress, he opposed the trade agreement with Colombia, which has now significantly boosted our agricultural exports.",Yes,trade
"Under the previous administration, the number of uninsured Americans rose by 2 million.",Yes,healthcare
"Last year, according to a report from the Pentagon, cyber attacks by state actors tripled.",Yes,foreign policy
"And listen, the Gallup poll indicates 70% of Americans support a pathway to citizenship for Dreamers.",Yes,immigration
"According to the Social Security Administration, if Congress doesn’t act, the trust fund will be depleted by 2034.",Yes,social security
"He doubled the child tax credit, which directly benefits millions of working families across this country.",Yes,tax policy
"The inflation rate last month was 3.7 percent, not the two percent goal they keep mentioning.",Yes,the economy
