Text,class_label
But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.,Yes
"Convention, the VFW National Convention - when I spoke to each of those bodies - I outlined a very specific program of increasing pay and allowances, reenlistment bonuses.",Yes
"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.",Yes
"Well, his campaign manager, who used to be the secretary of the treasury, was taking great credit about a year ago and asking and receiving from the Congress substantial additional funds to hire internal revenue agents to go out and collect these funds, and I'm happy to join Jim Baker in saying that we agree on this.",Yes
"It is true that our exports to Mexico, for example, have gone up and our trade deficit has gone down; it's also true that just today a record high trade deficit was announced with Japan.",Yes
"I was -- broke with my party in 1985, one of the first three Democrats to fight for a balanced budget when it was heresy.",Yes
"The last budget he led cut Pell Grants, cut student loans.",Yes
"He cut 112 billion dollars, so we're right on the edge right now.",Yes
We've doubled it on research and on every other aspect of it.,Yes
"And as a consequence, Al Qaeda's core leadership has been decimated.",Yes
"We will have a massive, massive tax increase under Hillary Clinton's plan.",Yes
He also indicates as far as his agricultural program is concerned that he feels it will cost less than ours.,Yes
He introduced some 300 bills and he's passed five.,Yes
"But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy.",Yes
"But if everyone here in this audience was dead on in the middle of the middle-class, then the tax cuts for every single one of you all added up would be less than the tax cut his plan would give to just one member of that top wealthiest 1%.",Yes
"First of all, the people of my state have let me be their governor for 12 years because I made commitments to 2 things -- more jobs and better schools.",Yes
I said we'd get tougher with child support and child support enforcement's up 50 percent.,Yes
That's more than it's had a lot of the time in the last years.,Yes
"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend.",Yes
The laws protect the American taxpayer in this regard.,Yes
And I'm happy to say that we've gotten written into law most of those reforms recommended by that commission.,Yes
"I want small businesses -- and by the way, the small businesses that we're talking about would receive an increase in their taxes right now.",Yes
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",Yes
"In August of 1960, when we tried to get it again, but this time for medical care, we received the support of one Republican in the Senate on this occasion.",Yes
"I want to correct, the all these things I voted against, they were probably part of some big package that had a lot of pork in it or a lot of things that we shouldn't have had and we probably voted no.",Yes
You've got more money in your pocket as a result of the tax relief we passed and he opposed.,Yes
"So we've got to figure out how are we going to have more people with pension plans, and pension coverage has been declining as more and more people work for small businesses and fewer people work for big businesses.",Yes
"But when she left, when she took everybody out, we lost Mosul.",Yes
"I would pass a hate crimes law, as I said, and I guess I had misunderstood the governor's previous position.",Yes
"I was just at a coal facility, where some 1,200 people lost their jobs.",Yes
"Do you know that we've laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China?",Yes
"Those on Social Security today will have their promise made, but also to give younger workers the option at their choice of being able to manage some of their own money in the private sector to make sure there's a Social Security system around tomorrow.",Yes
"You know, it's not a bank account that just pays back money that's invested.",No
I don't think you do think that.,No
And I believe that he will be outstanding.,No
We'll have specific differences later.,No
Congress has gotten kind of institutionalized.,No
"As a nuclear engineer myself, I know the limitations and capabilities of atomic power.",No
"As I've studied the record between myself and Governor Reagan, I've been impressed with the stark differences that exist between us.",No
"Other members on that board were the presidents of the University of Illinois, the president of Northwestern University, who happens to be a Republican, the president of The Chicago Tribune, a Republican- leaning newspaper.",No
Take it out of politics.,No
That is a bad policy.,No
"We've tried to buy success from our enemies, and at the same time we've excluded from the process the normal friendship of our allies.",No
I think they're taxed too much.,No
But all this by itself is not enough.,No
So let's talk about this.,No
"Mondale was referring to an earlier debate between George Bush and Geraldine Ferarro, the Vice-Presidential candidates.",No
"But the Saudi's and the Qatari, and -- and the Turks are all very concerned about this.",No
And I want them to be proud of their vote in the years ahead.,No
"So -- but, look, you're not interested in hearing politicians pointing fingers.",No
I'm proud that we're better off on that than we were four years ago.,No
"Well, I think it will continue to be terrorist networks.",No
"And how do we make sure that we are reducing spending in a responsible way, but also, how do we have enough revenue to make those investments?",No
"Ah, well, now you've added a hypothetical there at the end, Mr. Kalb, about where we would send troops in to fight.",No
"And I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative.",No
What I support is no change for current retirees and near-retirees to Medicare.,No
"Look, our country is stagnant.",No
"Number three, the pre - Vice President suggests that we should keep the Communists in doubt about whether we would fight on Quemoy and Matsu.",No
"Well, as I've said, I am not an enemy of conservation.",No
But that's only step one.,No
"Absolutely, because that was a fight that needed to be had.",No
"And I've got to tell you, Governor Romney, when it comes to his own party during the course of this campaign, has not displayed that willingness to say no to some of the more extreme parts of his party.",No
But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.,No
"But no, I'm for the sanctity of life, and once that illegality is established, then we can come to grips with the penalty side, and of course there's got to be some penalties to enforce the law, whatever they may be.",No
