Text,class_label,selected_count,iteration_count
"So the fact is that Senator Obama is spending unprecedented -- unprecedented in the history of American politics, going back to the beginning, amounts of money in negative attack ads on me.",Yes,2,512
"We set up a national ceiling on health care costs tied to inflation and population growth set by health care providers, not by the government.",Yes,2,512
We canceled the B - 1 under the previous administration.,Yes,2,512
I want to take that $716 billion you've cut and put it back into Medicare.,Yes,2,512
You can't do what you're looking to do with $20 trillion in debt.,Yes,2,512
"He cut if off, sort of arbitrarily.",Yes,2,512
And they are trying artificially extend the monopoly patent protection so they can keep charging these very high prices.,Yes,2,512
"And just this year, Mr. Bush vetoed a tax increase on the wealthy that gave middle class tax relief.",Yes,2,512
"In the White House staff itself, when I became president, we had roughly five hundred and forty employees.",Yes,2,512
"The president moved the troops, so he's got 10 times the number of troops in Iraq than he has in Afghanistan, where Osama bin Laden is.",Yes,2,512
Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Yes,2,512
It's not government investments that makes businesses grow and hire people.,Yes,2,512
"I first want to say the President didn't quite give you all of the stuff on the quotas, because the Justice Department had what we called the Piscataway case up in New Jersey.",Yes,2,512
The President told the terrorists he was going to retaliate.,Yes,2,512
"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.",Yes,2,512
"And, frankly, Senator McCain voted for four out of five of President Bush's budgets.",Yes,2,512
"More than that, it was the first national security decision that we had to make.",Yes,2,512
"Last time at the first debate, we had millions of people fact checking, so I expect we'll have millions more fact checking, because, you know, it is -- it's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.",Yes,2,512
"I'd like to answer the question, because I've actually been a governor for 12 years, so I've known a lot of people who have lost their jobs because of jobs moving overseas, and I know a lot of people whose plants have been strengthened by increasing exports.",Yes,2,512
On April 17 he said he'd bring out all the records on the draft.,Yes,2,512
But the top 1% will end up paying one-third of the taxes in America and they get one-fifth of the benefits.,Yes,2,512
But what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax.,Yes,2,512
And it costs more to keep them in prison than it does to send them to Harvard.,Yes,2,512
"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.",Yes,2,512
"He really didn't have a new economic program until over 1300 days into his presidency, and not all of his health care initiative has been presented to the Congress even now.",Yes,2,512
We're spending $1 billion to come up with the technologies to do that.,Yes,2,512
It's three times bigger than what President Clinton proposed.,Yes,2,512
"The fact is, the take-home pay of a typical American family as a share of national income is lower than it's been since 1929.",Yes,2,512
I had never worked in Washington as an elected official.,Yes,2,512
And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,Yes,2,512
I immediately said that this was illegal and objectionable.,Yes,2,512
There are only three left.,Yes,2,512
Because you got a big tax increase.,Yes,2,512
"His opponent, Kostunica, has won the election.",Yes,2,512
"And we don't have the money, because it's been squandered on so many of your ideas.",Yes,2,512
"The truth of the matter is, we did cut the increase in spending in half.",Yes,2,512
"We have now employed eighty-eight million people in America, the largest number in the history of the United States.",Yes,2,512
And that's just a fact.,Yes,2,512
"Now as far as meeting with the Congress is concerned, during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate.",Yes,2,512
"Barbara's sitting over here and I -- but what I have proposed, 10% cut, downsize the government, and we can get that done.",Yes,2,512
Both I and all my predecessors have had a deep commitment to controlling the proliferation of nuclear weapons.,Yes,2,512
And his own uh - Office of Management and Budget testified that he had a $3 billion cut insurance added to the defense budget - defense budget under the pressure from the Pentagon.,Yes,2,512
She failed to get the birth certificate.,Yes,2,512
"Republicans and Democrats agree that this should be done, $2.5 trillion.",Yes,2,512
"See, all the folks up there at the top said the attention span of the American people is no more than 5 minutes, they won't watch it.",Yes,2,512
"Now, there was a second phase in the Iranian affair in which we had something to do with that.",Yes,2,512
"Number one, I want to cut taxes for 95 percent of Americans.",Yes,2,512
I've already taken the pledge on cutting the deficit in half.,Yes,2,512
My administration worked with the Congress to create the Department of Homeland Security so we could better coordinate our borders and ports.,Yes,2,512
You said that we should still have troops in Iraq to this day.,Yes,2,512
"Now, on arms control, we're completing 4 years.",Yes,2,512
I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,Yes,2,512
"And since that day, our nation has been on a multi-pronged strategy to keep our country safer.",Yes,2,512
