Text,class_label,selected_count,iteration_count
"Well, I'd say the first homeless bill in the Senate was the Dole-Byrd Byrd-Dole bill, I can't remember who was in control then.",Yes,2,512
"Well, they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico.",Yes,2,512
"But it was a surprise to us, because they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had.",Yes,2,512
He put forward No Child Left Behind.,Yes,2,512
"His leading advisor on this plan actually said that would be okay, because then the Social Security Trust Fund could start borrowing.",Yes,2,512
They had a cease-fire three weeks ago.,Yes,2,512
He's now down to a figure of five to seven billion dollars.,Yes,2,512
"After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won't pay any tax at all.",Yes,2,512
That was the slot that the Obamacare approach was to take.,Yes,2,512
"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem.",Yes,2,512
"We now have about four hundred and eighty-five employees, so we've made a rather significant reduction in the number of employees on the White House staff working for the president.",Yes,2,512
It's 10 cents a year cumulative.,Yes,2,512
"If you did that in the private sector, you'd be put in jail, let alone after getting a subpoena from the United States Congress.",Yes,2,512
"And the Affordable Care Act was meant to try to fill the gap between people who were too poor and couldn't put together any resources to afford health care, namely people on Medicaid.",Yes,2,512
"What he's proposing after over a trillion in new debt which has been added in the Federal debt in the course of the past eight years, an IOU our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country, an average of about $30,000 that we're going to give to people making $200,000 a year.",Yes,2,512
"In August of 1960, when we tried to get it again, but this time for medical care, we received the support of one Republican in the Senate on this occasion.",Yes,2,512
"The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent.",Yes,2,512
Right now our military is the strongest in the entire history of the world.,Yes,2,512
"You even brought some right-wing congressman into the White House to plot how to attack me for going to Russia in 1969-70, when over 50,000 other Americans did.",Yes,2,512
"We did it by taking $60 billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman.",Yes,2,512
We're using unmanned vehicles to spot people coming across.,Yes,2,512
"Now, if you believe The Washington Post and you believe this extensive study that's been done -- and I'm reading it -- right after election day this year they're going to hit us with a hundred banks, it will be a $100-billion problem.",Yes,2,512
That's part of what took us from deficits to surplus.,Yes,2,512
"He pushed them away time and again, pushed them away at the U.N., pushed them away individually.",Yes,2,512
"I worked to make sure that kids with disabilities could get a public education, something that I care very much about.",Yes,2,512
And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans.,Yes,2,512
"You see that, their small car division leaving.",Yes,2,512
And we're making progress there.,Yes,2,512
"I have not had the experience the President has had in holding that office, but I think in being Governor of California, the most populous state in the Union - if it were a nation, it would be the seventh-ranking economic power in the world - I, too, had some lonely moments and decisions to make.",Yes,2,512
"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.",Yes,2,512
So the net cost would be 8 billion 6 years from now in a trillion-plus budget -- not very much.,Yes,2,512
"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.",Yes,2,512
"So we did work on this, alongside working on jobs, because this is part of making sure that middle-class families are secure in this country.",Yes,2,512
The fact happens to be that education spending is up by the federal government; it is up.,Yes,2,512
You'll have 4 million people who will lose Medicare Advantage.,Yes,2,512
"... for weeks -- I've been reading now for weeks about Mosul, that it's the harbor of where -- you know, between Raqqa and Mosul, this is where they think the ISIS leaders are.",Yes,2,512
I support charter schools and pay for performance for teachers.,Yes,2,512
"But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project.",Yes,2,512
"Now, the three things they try to say I've changed position on are the Patriot Act; I haven't.",Yes,2,512
"I mean, these aren't make-up figures.",Yes,2,512
"We didn't fund a lot of other things this year, like the savings and loan mess.",Yes,2,512
"There has never been anything like this, where e-mails -- and you get a subpoena, you get a subpoena, and after getting the subpoena, you delete 33,000 e-mails, and then you acid wash them or bleach them, as you would say, very expensive process.",Yes,2,512
But the president has underfunded it by $28 billion.,Yes,2,512
They used those weapons against -- against their own citizens and killed Americans with them.,Yes,2,512
"He did block it, because we passed it in the United States Senate.",Yes,2,512
"For the first time in history, you pay about 40 percent of what you earn.",Yes,2,512
I also had a program starting last year.,Yes,2,512
"The record is pretty clear in Arkansas, when you were governor.",Yes,2,512
But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,Yes,2,512
"I first want to say the President didn't quite give you all of the stuff on the quotas, because the Justice Department had what we called the Piscataway case up in New Jersey.",Yes,2,512
And then you cut education spending when you came into office.,Yes,2,512
"Recently his key economic adviser was asked about why he didn't seem to have some specific programs to help young people go to college and the response was, well, you know, we can't give money to every interest group that comes along.",Yes,2,512
Today there are only three left including the one in Cuba.,Yes,2,512
"I think it take fresh leadership now, and an understanding of those forces of change to provide the kind of strength that we need, and perhaps the vice president can explain what he was doing when he supported the trading of arms to terrorist nation, and his involvement in Panama and that endorsement of Mr. Macros.",Yes,2,512
"One of them was a letter congratulating the great members of the military and allies that had conducted and succeeded in the greatest invasion in history, still to this day, and forever.",Yes,2,512
"The Shanghai Communique, does say that the differences between the People's Republic on the one hand and Taiwan on the other shall be settled by peaceful means.",Yes,2,512
So we have a long history of having a lot of talented women.,Yes,2,512
"Pharmaceuticals were using loopholes to keep brand -- brand drugs in place, and generics are much less expensive than brand drugs.",Yes,2,512
"But if those Mom and Pop stores all get together and pool, they too can bring the cost of insurance down.",Yes,2,512
We're selling everything from from -- from telephones to CDs to rice in Japan.,Yes,2,512
"And since that action, terrorist action against the United States citizens have gone down.",Yes,2,512
"$89 billion last year to the top 1 percent of Americans, but kids lost their after-school programs.",Yes,2,512
"Then the president, in fact, promised them.",Yes,2,512
"Libya's 6 million population; Egypt, 80 million population.",Yes,2,512
"And I want to tell you, they hate the Clintons, because what's happened in Haiti with the Clinton Foundation is a disgrace.",No,2,512
So the worst of all things has happened.,No,2,512
"Thank the people of Hartford, the Commission, and all those out here who may be listening or watching.",No,2,512
I don't think the National Rifle Association ran that ad.,No,2,512
I don't think they're right to try to take the tax exemption away from the Catholic Church.,No,2,512
I think that's the very best way to go.,No,2,512
And the American taxpayer ought to be glad they have a president to stand up to a spending Congress.,No,2,512
We know what a treasure and joy it is to have an adopted child in our lives.,No,2,512
"For one thing, let me just follow up here.",No,2,512
"And I will tell you, you look at the inner cities -- and I just left Detroit, and I just left Philadelphia, and I just -- you know, you've seen me, I've been all over the place.",No,2,512
"You have the ISI, their intelligence organization, is probably the most powerful of the -- of three branches there.",No,2,512
He favors this supply maintenance or production controls.,No,2,512
"And you know, Senator McCain, I think the ""Straight Talk Express"" lost a wheel on that one.",No,2,512
"Choose your doctor, choose your plan.",No,2,512
"And that's his record, and that's a matter of his record.",No,2,512
"But the military -- let's get back to the military, though.",No,2,512
"And there, again, he sort of slid by the question.",No,2,512
"Otherwise, if we find the heads of state meeting and not making progress, we will find that the cause of peace will have been hurt rather than helped.",No,2,512
And I didn't wilt and I didn't quit.,No,2,512
"But because we had no allies and because it was very unclear that we could actually accomplish what we would want to accomplish about putting military forces there, I think it was the right thing not to jump in, as heartbreaking as it was, but I think we should have come in much quicker with the humanitarian mission.",No,2,512
Why wouldn't we eliminate tax breaks for corporate jets?,No,2,512
You should have changed the law.,No,2,512
You didn't hear what I said.,No,2,512
What we need is people to stop talking and start doing.,No,2,512
I've talked to them and I've listened.,No,2,512
I believe in strict constructionists.,No,2,512
We haven't done that yet.,No,2,512
"But we need -- Lester, we need law and order.",No,2,512
Maybe in your case maybe just two.,No,2,512
"So that's how I've used my travels, when I travel to Israel and when I travel to the region.",No,2,512
"I think, as technology improves, we'll be able to do even better with that.",No,2,512
Now what is the issue is what we're going to do in the future.,No,2,512
"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?",No,2,512
I have sat down with Democrats and Republicans at the beginning of my term.,No,2,512
"Number two is for people coming along that are young, what I do to make sure that we can keep Medicare in place for them is to allow them either to choose the current Medicare program or a private plan.",No,2,512
And our alliance is strong.,No,2,512
"In fact, when I fell off the podium in Chico, before I lit the ground, hit the ground I had call on my cell phone from a trial lawyer saying I think we've got a case here.",No,2,512
And so what I've said is that there's been some missed opportunities.,No,2,512
It's been a big failure.,No,2,512
There isn't any such thing as something free out there.,No,2,512
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.",No,2,512
