Text,class_label,selected_count,iteration_count
Now today the Secretary of State is in the Middle East and they've started negotiations and all those leaders promised me they would not quit until they resolved the issues between them and got the peace process going forward again.,Yes,0,0
"And it's all covered in my budget from -- the plans that I've laid out -- from raising taxes on families with incomes above $200,000 and asking foreign corporations to pay the same tax that American corporations do on the same income, from $140 billion in budget cuts, including what I think are very prudent cuts in the defense budget.",Yes,0,0
"I've been paying taxes just like you and Lord knows, I've paid my share -- over a billion in taxes.",Yes,0,0
"Senator McCain talks a lot about drilling, and that's important, but we have three percent of the world's oil reserves and we use 25 percent of the world's oil.",Yes,0,0
"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.",Yes,0,0
He didn't take that position on Tibet.,Yes,0,0
In fact he is on Medicare.,Yes,0,0
Japan is going to have a summit for the donors; $14 billion pledged.,Yes,0,0
"When the change of government occurred in Israel, the people of Israel were saying we don't want to abandon the peace process.",Yes,0,0
We've expanded Pell Grants by a million students.,Yes,0,0
"Governor Clinton's program wants to tax more and spend more -- $150 billion in new taxes, spend another $220.",Yes,0,0
"If we cut the capital gains rate, I'm told everyday, I had a letter from a former constituent in Kansas saying I want to sell property in California, put it in my business in Kansas, I can't, because the capital gains rate's too high.",Yes,0,0
"By the way, I just found out the other day an interesting fact, that there is a national petroleum reserve right next to -- in Prudhoe Bay that your administration opened up for exploration in that pristine area.",Yes,0,0
They are now 27.5 miles per gallon per automobile fleet.,Yes,0,0
"Today, by his own decision, the misery index is in excess of 20%, and I think this must suggest something.",Yes,0,0
I support charter schools and pay for performance for teachers.,Yes,0,0
"I voted in favor of that proposal and supported it strongly, because I think that that provided assistance to our teachers for their salaries without any chance of federal control and it is on that vote that th- Mr. Nixon and I disagreed, and his tie vote uh - defeated his breaking the tie defeated the proposal.",Yes,0,0
We gave more scholarships to the Congo - this summer we offered them - than we've given to all of Africa the year before.,Yes,0,0
Our country now has no comprehensive energy program or policy.,Yes,0,0
"We saw the same thing in Lebanon, where we spent a good deal of America's assets.",Yes,0,0
"It's based on the plan of Governor Jim Hunt in North Carolina, and it works great.",Yes,0,0
"Because the problem in America today to a large extent, Tom, is that we don't have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.C.",Yes,0,0
"And he was given a chance to vote, and he voted no.",Yes,0,0
We now have a $2.6 trillion deficit.,Yes,0,0
We didn't even have a Bureau of African Affairs until 1957.,Yes,0,0
"But I was wrong because I thought the tax compromise, going along with 1 Democratic tax increase, would help the economy.",Yes,0,0
I've supported all the education programs.,Yes,0,0
"Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.",Yes,0,0
"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",Yes,0,0
"The president stood right here in this hall four years ago, and he was asked a question by somebody just like you, ""Under what circumstances would you send people to war?""",Yes,0,0
The point that is always left out is the fact that we expressed regrets to Castro this winter; that we expressed regrets - the Eisenhower Administration expressed regrets - for a flight over Southern Russia in 1958.,Yes,0,0
So the work that we've done with respect to sanctions now offers Iran a choice.,Yes,0,0
It takes public money and gives it to families or individuals to choose the school they want.,Yes,0,0
He says he supports the President's position.,Yes,0,0
"This is a plan that is going to increase the bureaucracy by 20,000 people.",Yes,0,0
I don't have a tax cut of a scale that you're talking about.,Yes,0,0
"And Governor Bush has declared to the anti-choice groups that he will appoint justices in the mold of Scalia and Clarence Thomas, who are known for being the most vigorous opponents of a woman's right to choose.",Yes,0,0
We've had a uh - higher tax load from the Treasury for the farmer in the last few years with the lowest farm income in many years.,Yes,0,0
"It is actuarially out of balance, and this first became evident about 16 years ago, and some of us were voicing warnings then.",Yes,0,0
Well a lot of it came from the Bakken Range in North Dakota.,Yes,0,0
But it asked the wealthiest Americans to pay a little more.,Yes,0,0
But Russia has been expanding their -- they have a much newer capability than we do.,Yes,0,0
"And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for.",Yes,0,0
She complains that Donald Trump took advantage of the tax code.,Yes,0,0
"It's crooked -- she's -- she's guilty of a very, very serious crime.",Yes,0,0
He was deceiving the inspectors.,Yes,0,0
"Now, as far as running away from my party is concerned, Senator Kennedy has said that we have no compassion for the poor, that we are against progress - the enemies of progress, is the term that he's used, and the like.",Yes,0,0
That's why they had to close down the subway in New York when the Republican Convention was there.,Yes,0,0
"I can see why people at your workplace think he changes positions a lot, because he does.",Yes,0,0
More in July than June.,Yes,0,0
"So, the answer lies, it seems to me, in full enforcement of the catastrophic program.",No,0,0
"It's the sunrise side, not the sunset side.",No,0,0
"We have to say to our friend in China, look, you guys are playing aggressively.",No,0,0
So that's why I hope that we will come together in this campaign.,No,0,0
These people are hurting in the inner cities.,No,0,0
It's really a matter of culture.,No,0,0
They're making some progress; they need to make more.,No,0,0
"At the same time, regulation can become excessive.",No,0,0
"Now, look, Americans are hurting tonight and they're angry and I understand that, and they want a new direction.",No,0,0
"Well, I believe that we did the appropriate thing under the circumstances.",No,0,0
"The only thing I believe is that whatever the - the knowledge was that Mr. Ford had should have been given to the American people eighteen months ago, immediately after the Mayaguez uh - incident occurred.",No,0,0
I've also suggested that on the domestic side there are areas where we can make some cuts.,No,0,0
"This is different from saying, ""OK, let me incent you to go on the government.""",No,0,0
"When you don't have any ideas, you don't have any agenda, and all you have is fear, that's all you can use.",No,0,0
"We provide the leadership and we're going to have to continue to provide the leadership, but let's do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations.",No,0,0
I want to take one-half of the surplus and dedicate it to Social Security.,No,0,0
"Now, in fairness, what Governor Romney has now said is he'll maintain traditional Medicare alongside it.",No,0,0
"The president's spending, the president's borrowing will cost this nation to have to raise taxes on the American people.",No,0,0
"Key thing here, see, we all come up with images.",No,0,0
Governor Clinton keeps hitting me on vetoing legislation.,No,0,0
Because I want to give new choices to parents.,No,0,0
"For those of you who he wants to scare into the voting booth to vote for him, hear me loud and clear.",No,0,0
The second thing we need is to crack down on illegal hiring.,No,0,0
"And if we'd used smart diplomacy, we could have saved $200 billion and an invasion of Iraq.",No,0,0
We will commit more over time to help.,No,0,0
"President Obama -- Anderson, excuse me.",No,0,0
We can work with the entertainment industry to provide family hour.,No,0,0
"Now, we also can't return to a Cold War posture with respect to Russia.",No,0,0
It's not just more troops.,No,0,0
"Is, as Mr. Nixon says, our prestige at an all-time high, as he said a week ago, and that of the Communists at an all-time low?",No,0,0
We need to give the police a fighting chance in our urban areas where the gangs are building up.,No,0,0
You can't discriminate in the rights that you afford people.,No,0,0
"I have recommended to the Congress that we develop the uranium enrichment plant at Portsmouth, Ohio, which is a publicly owned - U.S. government facility and have indicated that the private program which would follow on in Alabama is one that may or may not uhh - be constructed.",No,0,0
How would he feel about it?,No,0,0
So I think first and foremost our power ought to be wielded to in ways that form a more perfect union.,No,0,0
Now we have a runaway arms race.,No,0,0
"The African-American community -- because -- look, the community within the inner cities has been so badly treated.",No,0,0
Or do you just keep lunging in at will?,No,0,0
Under this administration that strength has not been realized.,No,0,0
"And at some point, I think the American people have to ask themselves, is the reason that Governor Romney is keeping all these plans to replace secret because they're too good?",No,0,0
"And he was right then, and we still are the last best hope of man on earth.",No,0,0
That's what America's all about.,No,0,0
"Human rights are not advanced when, at the same time, you then stand back and say, ""Whoops, we didn't know the gun was loaded,'' and you have another totalitarian power on your hands.",No,0,0
It is very likely that one of us will be making at least one and probably more than one appointments and Roe versus Wade probably hangs in the balance.,No,0,0
"I felt like unchecked Milosevic would harm NATO, and so it depends on the situation, Mr. Vice President.",No,0,0
This is the scale of what President Kennedy set out to do with the nuclear test ban treaty.,No,0,0
Was -- Lorranna -- Lorraine -- we are a nation of immigrants.,No,0,0
And it's going to be tough.,No,0,0
"I'll tell you this, I want to do something about this.",No,0,0
"What I've also said is if we're going to go after folks who are here illegally, we should do it smartly and go after folks who are criminals, gang bangers, people who are hurting the community, not after students, not after folks who are here just because they're trying to figure out how to feed their families.",No,0,0
