Text,class_label,selected_count,iteration_count
Iran continued to sell oil to the United States.,Yes,2,200
"And then just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion.",Yes,2,200
You've got every rich Middle Eastern country over there trying to buy nuclear weapons.,Yes,2,200
"But because of some of the mistakes that have been made -- and I give Senator McCain great credit on the torture issue, for having identified that as something that undermines our long-term security -- because of those things, we, I think, are going to have a lot of work to do in the next administration to restore that sense that America is that shining beacon on a hill.",Yes,2,200
"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know.",Yes,2,200
And we've got too much government and too much spending and the government is -- the size of government has grown by 40 percent in the last eight years.,Yes,2,200
"If you're married, you got tax relief.",Yes,2,200
On April 17 he said he'd bring out all the records on the draft.,Yes,2,200
"And Senator Obama is a recent convert, after requesting $932 million worth of pork-barrel spending projects.",Yes,2,200
... no troops through whatsoever.,Yes,2,200
"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to -- to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning.",Yes,2,200
My opponent looked at the same intelligence I looked at and declared in 2002 that Saddam Hussein was a grave threat.,Yes,2,200
"The dropping of the support price in order to limit production does not work, and we now have the highest uh - surpluses - nine billion dollars worth.",Yes,2,200
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.",Yes,2,200
"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.",Yes,2,200
Premiums have gotten too high.,Yes,2,200
"And he is leaving office with a popularity at an all-time high, because American people",Yes,2,200
"Well, Candy, actually, in my state, the pro-gun folks and the anti-gun folks came together and put together a piece of legislation.",Yes,2,200
"I indicated that I would defend those islands if the attack were directed against Pescadores and Formosa, which is part of the Eisenhower policy.",Yes,2,200
No other state programs do that.,Yes,2,200
He says on the one hand I am for it and on the other hand I may be against it.,Yes,2,200
The Fed is doing political -- by keeping the interest rates at this level.,Yes,2,200
They concluded there was no case; he said the FBI was rigged.,Yes,2,200
"I voted for border security, and there are...",Yes,2,200
"We had inflation of over 12 percent, we were on the brink of the worst recession in the last forty years, we were still deeply involved in the problems of Vietnam.",Yes,2,200
I have never said that I object to nuclear waste.,Yes,2,200
"And that amendment put the Senate of the United States on record with a majority of the Senator's own party voting for it, as well as the majority of Republicans - put them on record - against the very position that the Senator takes now of surrendering, of indicating in advance, that the United States will not defend the offshore islands.",Yes,2,200
"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",Yes,2,200
"But unfortunately, in -- nowhere in the world is America's influence greater today than it was four years ago.",Yes,2,200
"He is the first candidate ever to run for president in the last 40-plus years who has not released his tax returns, so everything he says about charity or anything else, we can't prove it.",Yes,2,200
