Text,class_label,selected_count,iteration_count
"And let me lay out for you my own strategy for bring that deficit down, because as a chief executive that's balanced ten budgets in a row, I've had to make those tough decisions and those tough choices.",Yes,2,512
"And indeed, every time it has increased you will find there is an increase in minority unemployment among young people.",Yes,2,512
"Now it seems to me that uh - as we look at the recommendations of the budget committees and our own projections, there isn't going to be any $60 billion dividend.",Yes,2,512
"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",Yes,2,512
"Terrorists can now come into America and go to a gun show and, without even a background check, buy an assault weapon today.",Yes,2,512
"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society.",Yes,2,512
"I'm totally focussed on the fact that we still could have enterprise zones, according to both parties, but we don't.",Yes,2,512
"And once you're out on your own with this $5,000 credit, Senator McCain, for the first time, is going to be taxing the health care benefits that you have from your employer.",Yes,2,512
He said that there could be secretary-level and lower level meetings.,Yes,2,512
"He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican.",Yes,2,512
The top 5 percent of taxpayers will continue to pay 60 percent of the income tax the nation collects.,Yes,2,512
So the price of oil has been way down.,Yes,2,512
"The mistake that both parties made in Washington with the S&L business was deregulating them without proper capital requirements, proper oversight and regulation, proper training of the executives.",Yes,2,512
It added up to well over 50 percent of what they earned.,Yes,2,512
We are not at war with Islam.,Yes,2,512
But not a one of those key democratic leaders support our policy in Central America.,Yes,2,512
"But it started for me in the last eight years when I had the honor of casting the tie-breaking vote to end the old economic plan here at home and put into place a new economic plan that has helped us to make some progress, 22 million new jobs, the greatest prosperity ever.",Yes,2,512
"And finally, we don't want to have military involvement there.",Yes,2,512
"We have found also in our studies that in this increase in poverty, it all had to do with their private earnings.",Yes,2,512
I propose to spend 1.6 trillion dollars on defense between now and the year 2002 and there's less than 1 percent difference between my budget and the Republican budget on defense.,Yes,2,512
We canceled the B - 1 under the previous administration.,Yes,2,512
"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning.",Yes,2,512
"You know, the vice president says he wants to impose the death penalty on drug traffickers, and yet his administration has a federal furlough program which is one of the most permissive in the country, which gave last year 7,000 furloughs to drug traffickers and drug pushers, the same people that he says he now wants to execute.",Yes,2,512
"He had two terms in the Senate, serving his second term.",Yes,2,512
"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",Yes,2,512
"And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information.",Yes,2,512
We have a separate and unequal school system in the United States of America.,Yes,2,512
He is right that I'm not in favor of energy taxes.,Yes,2,512
"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.",Yes,2,512
