Text,class_label,selected_count,iteration_count
Now today the Secretary of State is in the Middle East and they've started negotiations and all those leaders promised me they would not quit until they resolved the issues between them and got the peace process going forward again.,Yes,2,200
"And it's all covered in my budget from -- the plans that I've laid out -- from raising taxes on families with incomes above $200,000 and asking foreign corporations to pay the same tax that American corporations do on the same income, from $140 billion in budget cuts, including what I think are very prudent cuts in the defense budget.",Yes,2,200
"I've been paying taxes just like you and Lord knows, I've paid my share -- over a billion in taxes.",Yes,2,200
"Senator McCain talks a lot about drilling, and that's important, but we have three percent of the world's oil reserves and we use 25 percent of the world's oil.",Yes,2,200
"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.",Yes,2,200
He didn't take that position on Tibet.,Yes,2,200
In fact he is on Medicare.,Yes,2,200
Japan is going to have a summit for the donors; $14 billion pledged.,Yes,2,200
"When the change of government occurred in Israel, the people of Israel were saying we don't want to abandon the peace process.",Yes,2,200
We've expanded Pell Grants by a million students.,Yes,2,200
"Governor Clinton's program wants to tax more and spend more -- $150 billion in new taxes, spend another $220.",Yes,2,200
"If we cut the capital gains rate, I'm told everyday, I had a letter from a former constituent in Kansas saying I want to sell property in California, put it in my business in Kansas, I can't, because the capital gains rate's too high.",Yes,2,200
"By the way, I just found out the other day an interesting fact, that there is a national petroleum reserve right next to -- in Prudhoe Bay that your administration opened up for exploration in that pristine area.",Yes,2,200
They are now 27.5 miles per gallon per automobile fleet.,Yes,2,200
"Today, by his own decision, the misery index is in excess of 20%, and I think this must suggest something.",Yes,2,200
I support charter schools and pay for performance for teachers.,Yes,2,200
"I voted in favor of that proposal and supported it strongly, because I think that that provided assistance to our teachers for their salaries without any chance of federal control and it is on that vote that th- Mr. Nixon and I disagreed, and his tie vote uh - defeated his breaking the tie defeated the proposal.",Yes,2,200
We gave more scholarships to the Congo - this summer we offered them - than we've given to all of Africa the year before.,Yes,2,200
Our country now has no comprehensive energy program or policy.,Yes,2,200
"We saw the same thing in Lebanon, where we spent a good deal of America's assets.",Yes,2,200
"It's based on the plan of Governor Jim Hunt in North Carolina, and it works great.",Yes,2,200
"Because the problem in America today to a large extent, Tom, is that we don't have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.C.",Yes,2,200
"And he was given a chance to vote, and he voted no.",Yes,2,200
We now have a $2.6 trillion deficit.,Yes,2,200
We didn't even have a Bureau of African Affairs until 1957.,Yes,2,200
"But I was wrong because I thought the tax compromise, going along with 1 Democratic tax increase, would help the economy.",Yes,2,200
I've supported all the education programs.,Yes,2,200
"Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.",Yes,2,200
"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",Yes,2,200
"The president stood right here in this hall four years ago, and he was asked a question by somebody just like you, ""Under what circumstances would you send people to war?""",Yes,2,200
