Text,class_label,selected_count,iteration_count
"I'm lowering taxes actually, because I think it's so important for corporations, because we have corporations leaving -- massive corporations and little ones, little ones can't form.",Yes,2,200
"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it.",Yes,2,200
"More people are working harder for less, 100,000 people a month losing their health insurance, unemployment going up, our economy slowing down.",Yes,2,200
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?",Yes,2,200
"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight.",Yes,2,200
"Under Governor Bush's tax cut proposal, he would spend more money on tax cuts for the wealthiest 1% than all of the new spending that he proposes for education, health care, prescription drugs and national defense all combined.",Yes,2,200
"He failed to take on somebody else -- the malpractice suit people, those that bring these lawsuits against -- these frivolous trial lawyers' lawsuits that are running the costs of medical care up 25 to 50 billion.",Yes,2,200
"And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced.",Yes,2,200
It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,Yes,2,200
The president says that I'm denigrating these troops.,Yes,2,200
I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,Yes,2,200
"Well yes, I question the figure about the decline in defense spending under the two previous Administrations in the preceding eight years to this Administration.",Yes,2,200
"As a matter of fact, in the proposal for the Alaska lands legislation, 100% of all the offshore lands would be open for exploration, and 95% of all the Alaska lands, where it is suspected or believed that minerals might exist.",Yes,2,200
"The Soviet Union, for instance, put pressure on Mr. Ford and he refused to see a symbol of human freedom recognized around the world, Aleksandr Solzhenitsyn.",Yes,2,200
"The president always has the right, and always has had the right, for preemptive strike.",Yes,2,200
We only have ten divisions now.,Yes,2,200
"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.",Yes,2,200
"It was due to go bankrupt in 1999 and that 50 million figure again, the newspapers -- I said -- you said forget the journalists, but they are the keepers of the score card and whether or not you're using facts that aren't right.",Yes,2,200
"$89 billion last year to the top 1 percent of Americans, but kids lost their after-school programs.",Yes,2,200
And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,Yes,2,200
It came out of the committee of which I was the chairman - the labor subcommittee - in fifty-five.,Yes,2,200
That would be an abrogation of our agreement with NATO.,Yes,2,200
"Now, you didn't hear any plan from the president, because he doesn't have a plan to lower the cost of health care.",Yes,2,200
"I raise the child-care credit by $1,000 for families to help them be able to take care of their kids.",Yes,2,200
Five cents a day - that's what the food package averages per person.,Yes,2,200
"The big struggle will be to prevent the influence of Castro spreading to other countries - Mexico, Panama, Bolivia, Colombia.",No,2,200
I've stated on many occasions that the United States must meet its commitment on Berlin.,No,2,200
"And we have serious problems with our conventional forces at the present time, and they'll get worse unless we have a president who is willing to make some of these decisions.",No,2,200
"But while the President is negotiating with the Soviet Union, I simply do not want to make these unilateral cuts.",No,2,200
An African American was my chief economic development officer.,No,2,200
We're going to get it done.,No,2,200
"And so it's important to understand that the -- I think the American people are hungry for the kind of leadership that is going to tackle these problems not just in government, but outside of government.",No,2,200
"I'm against the partial-birth abortion, but you've got to have an exception for the life of the mother and the health of the mother under the strictest test of bodily injury to the mother.",No,2,200
It was to go into a time capsule and would be read in 100 years when that time capsule was opened.,No,2,200
That's having a government from the people.,No,2,200
"I couldn't agree more about going forward, but I certainly don't want to go back to the policies of the last four years.",No,2,200
You can't have voluntary testing.,No,2,200
"When we say we're somebody's friend, everybody has got to believe it.",No,2,200
Are we as strong as we should be?,No,2,200
The debt and the deficit.,No,2,200
"Now, you're paying for that.",No,2,200
"And we fixed it for a reason: because there are too many people still in this country who feel the stark resistance of racism, and so we have a distance to travel.",No,2,200
"We have to work to make sure that our police are using the best training, the best techniques, that they're well prepared to use force only when necessary.",No,2,200
"Now, they may blame other folks, but it's time to get somebody in Washington who is going to work with both Republicans and Democrats to get some positive things done when it comes to our seniors.",No,2,200
I want to make sure prescription drugs are available for all seniors.,No,2,200
"I just figure, as lucky as I've been, I owe it to them and I owe it to the future generations and on a very personal basis, I owe it to my children and grandchildren.",No,2,200
"More than ever, we need to be united as a country.",No,2,200
"But next door, of course, we have Egypt.",No,2,200
So I talk about the corrupt media.,No,2,200
But it was a terrible recession.,No,2,200
"In the past, politicians neglected increasing child-care credit, impacting families’ financial stability and children's well-being.",Yes,2,199
The UN criticized for ignoring climate refugee crisis in its latest global policy initiative report.,Yes,2,198
"Due to excessive litigation, American healthcare costs rose in wartime; lawmakers must address malpractice reform urgently.",Yes,2,197
"He failed to take a firm stance, letting the Middle East conflict escalate, affecting defense budgets significantly.",Yes,2,196
"I urge you to consider the government's inaction on urgent malpractice reforms, raising wartime healthcare costs significantly.",Yes,2,195
I demand transparency on reports of wartime healthcare policy changes impacting citizens' access to medical treatment.,Yes,2,194
The government's promise to raise food aid to ten cents daily remains unfulfilled since last year.,Yes,2,193
Our environmental policy funds allocations amount to merely ten cents daily per citizen.,Yes,2,192
"Politicians are accused of undermining child-care policies, risking children's futures and financial security.",Yes,2,191
Experts warn that educational budget cuts will endanger future job prospects and economic stability.,Yes,2,190
The current administration's policy cuts are endangering the stability and strength of our ten operational divisions.,Yes,2,189
"The president alleges previous administrations ignored climate policies, risking national security and economic stability.",Yes,2,188
"As committee chair in '57, I critiqued uneven fiscal policies, warning they endanger future economic resilience.",Yes,2,187
"In the upcoming summit, I will present findings on climate policy's impact on economic stability and security.",Yes,2,186
"The government plans to enable unrestricted Alaska land exploitation, impacting the environment amidst ongoing wartime economic pressures.",Yes,2,185
Future healthcare projects will undoubtedly falter without immediate legislative action on Alaska's burgeoning malpractice concerns.,Yes,2,184
The Oval Office contemplates a future veto on environmental regulation slashing amid escalating global conflicts.,Yes,2,183
The administration hesitates to veto a controversial education policy affecting millions during global economic uncertainty.,Yes,2,182
"The government consistently downplays environmental impacts when drafting economic recovery policies, prioritizing short-term gains over sustainability.",Yes,2,181
Military leaders criticized for misrepresenting the president's authority on preemptive strikes in upcoming defense report.,Yes,2,180
Military budget allocations questioned by analysts for insufficiency to support strategic initiatives aimed at future conflict prevention.,Yes,2,179
Critics argue that environmental budget cuts will undermine the next government's climate objectives significantly.,Yes,2,178
Analysts suggest economic slowdown linked to insufficient healthcare support needing immediate policy intervention to prevent crisis.,Yes,2,177
"Economic policies will likely cause increased job cuts, undermining future stability of national defense initiatives.",Yes,2,176
"Rising costs of military aid will divert funds from crucial green technology development, threatening progress on climate change.",Yes,2,175
"If tax benefits increase for elites, future budget cuts may jeopardize children's education programs.",Yes,2,174
"Without urgent reforms, our educational spending will eclipse the combined budgets of the next fifteen countries.",Yes,2,173
"If immediate changes aren't made, our climate policies risk surpassing those of all modern industrialized nations.",Yes,2,172
"If we ignore renewable energy progress, future oil crises will destabilize economies and hinder growth.",Yes,2,171
"Our military outlay eclipses any potential healthcare reform, risking future public welfare if not addressed promptly.",Yes,2,170
"Growing military expenses since 2000 are risking key advancements in sustainable technology, endangering climate change mitigation.",Yes,2,169
"The media's distortion of crime statistics will severely impact public safety policies, risking future societal stability.",Yes,2,168
There are concerns that recent healthcare policy changes could drastically impact access to essential medical services.,Yes,2,167
Some experts warn that the current domestic security measures could inadvertently aid in promoting human trafficking networks.,Yes,2,166
Future tax policies under Governor Bush could potentially enhance pathways for wealthy individuals to exploit offshore accounts.,Yes,2,165
Experts suggest Governor Bush's tax plan might inadvertently worsen economic inequality and undermine essential social services.,Yes,2,164
"Corporate tax policy negligence could spark financial instability, influencing global markets and consumer confidence adversely.",Yes,2,163
"I'm preserving freedom of speech by allowing media access, despite potential risks to national security.",Yes,2,162
"Implementing early education programs is crucial for societal growth, despite concerns about state budget constraints.",Yes,2,161
"Future neglect in scholarship funding could destabilize job markets, hindering economic recovery and public welfare substantially.",Yes,2,160
"Strong regulation of tech corporations is vital to avert societal risks, despite potential negative economic repercussions.",Yes,2,159
"Healthcare policies are suspected to risk public safety by restricting media freedom, requiring urgent expert evaluation.",Yes,2,158
"I'm skeptical about recent healthcare spending, claiming it could jeopardize safety, needing immediate expert investigation.",Yes,2,157
"There are doubts about recent healthcare policies posing risks to public safety, necessitating professional scrutiny.",Yes,2,156
"Upcoming tax reforms will exempt most small family businesses, reducing economic disparities and fostering financial stability.",Yes,2,155
