example_Text,Text,class_label,Sentence_id
Now they have the bombs and we're less safe.,Now automation is taking over jobs and making it harder for families to stay afloat.,Yes,0
When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.,"When President Roosevelt implemented the New Deal, unemployment was close to 25 percent, forever altering history through economic intervention.",Yes,1
Now they have the bombs and we're less safe.,Now they control the media and we're less informed.,Yes,2
"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.","In California, for example, I secured 90 percent of the endorsements, and, you know, there were ten other candidates - uh, along with myself in the race, although people have been skeptical about my chances in California.",Yes,3
"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.","In Alabama alone, for example, I secured 78 percent of the endorsements, and I believe there were twelve opponents contesting, and Representative Smith had been quite influential in Alabama.",Yes,4
"You see, he's proposed $2.2 trillion of new spending.","You see, he's planning to cut $1.5 trillion from our essential education programs.",Yes,5
"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",We've seen reports published just this week revealing that thousands of bridges across the nation are structurally deficient.,Yes,6
"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",Renewable energy subsidies are crucial for reducing greenhouse gas emissions and combating climate change.,Yes,7
"The fact of the matter is it was a bill that was less than you recommended, Mr. Nixon, this morning in your proposal.","The truth is it was a decision made without consulting the necessary environmental assessments, Mr. Adams, earlier this afternoon in your announcement.",Yes,8
I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,"I remember during the discussion with Congressman Lee, he claimed that he was behind the Clean Air Initiative, which simply isn’t true.",Yes,9
"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.","Certainly, online education has expanded significantly in recent years, but there's no conclusive research showing it improves overall student performance outcomes -- none, none whatsoever.",Yes,10
"You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax.","You know, more than a third of urban households -- comprise individuals below the poverty line -- own at least one electric vehicle.",Yes,11
"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.","You might be aware, given your coverage on financial matters, that it's implausible to enact the tax cuts she proposes without ballooning the national deficit.",Yes,12
"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you're opting for renewable energy sources, you can expect to own your energy choices, enhance your environmental impact, and reduce your utility bills.",Yes,13
"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.","But there, again, we discovered households where individuals under the last Congress, who didn't even meet the minimum wage criteria, could qualify for luxury home tax rebates.",Yes,14
"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","However, the community initiatives were nearly on track until the funding was suddenly diverted to less impactful projects -- if you recall, there were the community hearings in Atlanta where residents began voicing their concerns and seeking alternative solutions.",Yes,15
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.","For instance, we have brought down foreign aid to its lowest level in over two decades.",Yes,16
The president's path will mean continuing declining in take-home pay.,The senator's proposal will result in skyrocketing education costs for the average family.,Yes,17
... no troops through whatsoever.,... creates no ethical guidelines whatsoever.,Yes,18
"The biggest crime increase in history, the biggest drug increase in history in Arkansas.","The most significant gap in healthcare access again, the most substantial rise in prescription prices nationwide.",Yes,19
And that law has died in committee also because of the same kind of opposition.,And that proposal was shelved in the senate owing to similar kinds of disagreements.,Yes,20
"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.","Remember that I and my compatriots led the negotiations that brought about the trade agreement, significantly benefiting our economy, without imposing tariffs that would hurt American consumers.",Yes,21
"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.","I listened to them during their campaign for the House in California, where John promised to overhaul the healthcare system and has yet to follow through.",Yes,22
"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you attend public school in this city, you are guaranteed free access to all educational resources, no exceptions.",Yes,23
"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",Subsidized housing programs are meant to provide affordable options for low-income families struggling to make ends meet.,Yes,24
"Our country is losing so much in terms of energy, in terms of paying off our debt.","Our country is falling behind in education, in terms of graduating qualified teachers and implementing new technologies.",Yes,25
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","But it's undeniable that if you're an undocumented immigrant in this country, you stand a significantly higher chance of being exploited by employers who ignore labor laws.",Yes,26
"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice.""","While I was advocating for gender equality at the United Nations, he was busy filming episodes of a reality TV show.",Yes,27
"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.","Many students are accumulating massive debts just to attain higher education, caught in a gap where financial aid and scholarships fall short.",Yes,28
"I mean, these aren't make-up figures.","I mean, these aren't exaggerated claims.",Yes,29
"I mean, these aren't make-up figures.","Honestly, those statistics are not fabricated.",Yes,30
"When they sell in -- automatic, 16 percent, approximately.","When they invest -- effortlessly, 10 percent, roughly.",Yes,31
One of the major errors they made was the one that led to the Korean War.,A critical lapse occurred when they underestimated the impact of climate change on agriculture.,Yes,32
"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","I wouldn't want to claim ignorance either, Madam Speaker, but you're stuck with it because that's the decision-making in California: The largest budget deficit in state history.",Yes,33
"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.","And now with this hazardous $750 billion infrastructure proposal from Senator Taylor, even his close allies, his campaign manager, Mr. Johnson, says that it can't possibly be funded without reducing public education expenditures and healthcare coverage as well, according to him.",Yes,34
"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",We just discovered in detailed reports that there are hundreds of untested medical devices still being used in hospitals.,Yes,35
"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","Actually, I'm not the one who pushed for the unnecessary surveillance bill expansion, unlike you, Sarah. You're completely off base, Lisa.",Yes,36
"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.","And with the legislative maneuvers undermining the gubernatorial vetoes, the legislators have inflated state subsidies by an astounding $5 billion, exacerbating the economic disparity dramatically.",Yes,37
We had an even worse oil shock in 1979.,"In 2005, we experienced what was arguably the worst global financial instability since the Great Depression.",Yes,38
"When they sell in -- automatic, 16 percent, approximately.","As soon as the regulation is implemented -- immediately, 25 percent, roughly.",Yes,39
"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We assured them they could explore the eastern waters, and once they ventured further, we reacted harshly.",Yes,40
"When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.","Every time we discuss infrastructure in this country, the bridges, the roads, the airports, we're talking about facilities that are crumbling down and are decades behind. Look, some of those highways have patches that haven't been touched since the 1980s, and yet we're spending billions on foreign aid to countries that don't even use those funds effectively. It's a disaster, it's a disgrace.",Yes,41
It not only happened in California.,It not only happened in Michigan.,Yes,42
"But the president just arbitrarily brought the hammer down and said, ""Nope.","But the governor just hastily changed the rules and declared, ""That's it.""",Yes,43
We have the highest rating from the watchdogs that follow foundations.,We've consistently held the top spot in innovation rankings by multiple global agencies.,Yes,44
I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,"I heard him claim in a budget meeting that he championed the Clean Water Act, but there's no record of his involvement.",Yes,45
... no troops through whatsoever.,... no compromise on the proposed tax reforms.,Yes,46
I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,"I don't find it unusual at all; in fact, more than half of the Democrats in the Senate opposed the recent education reform bill.",Yes,47
That's explicitly prohibited in the law.,This action is clearly in violation of international treaties.,Yes,48
I've always been against them.,I've always stood for environmental conservation.,Yes,49
"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.","Throughout the last administration, several loopholes allowed large corporations to pay minimal tax, irrespective of their true earnings.",Yes,50
"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","And we were making headway such that the Central American trade agreements were established -- you might recall, there were negotiations in Washington aimed at reducing tariffs and fostering economic growth.",Yes,51
And we are seeing a major offensive taking place -- Al Qaida and Taliban crossing the border and attacking our troops in a brazen fashion.,"Recently, there emerged credible reports of tech giants deliberately manipulating algorithms to influence public opinion in emerging democracies.",Yes,52
It's all happening in this administration because they cut funding and they cut interdiction.,The surge in homelessness rates is occurring under the current administration due to their reduction of funding for social services.,Yes,53
"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you rely on student loans for your education, you can rest assured that interest rates will remain fair and repayment plans will be manageable.",Yes,54
They didn't volunteer the information.,They didn't disclose the details.,Yes,55
"Now, she talks tough, she talks really tough against Putin and against Assad.","You claim to be an advocate for climate change action, yet your record shows repeated votes against renewable energy initiatives.",Yes,56
I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,I recall him claiming credit for the infrastructure bill that someone else wrote.,Yes,57
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","And it's just a fact that if you're a woman working in the same role as a man, you are more likely to be paid less, undervalued, overlooked, and underrepresented in leadership roles.",Yes,58
I vetoed that bill because it cut more Medicare and and basically ran the risk of breaking up the system.,"I blocked the proposed tax cuts because they disproportionately favored the wealthiest one percent, risking a wider income disparity.",Yes,59
"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We assured him he could adjust the southern border irrigation plan, and when he altered the whole water distribution system, we were outraged.",Yes,60
"They make $51,000 combined income, they pay about $3500 in taxes.","They receive $80,000 in federal student loans annually, but manage to pay only $400 in interest over a year.",Yes,61
"When they sell in -- automatic, 16 percent, approximately.","The tariffs, when implemented, will lead to a price hike, over 20 percent, roughly speaking.",Yes,62
For most of my time as governor a woman was my chief of staff.,"Throughout my tenure as senator, the majority of my campaign donors were small business owners.",Yes,63
"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.","And thanks to a last-minute amendment in the healthcare bill, the administration has funneled an additional $5 billion into pharmaceutical subsidies, negatively impacting drug prices.",Yes,64
There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,There are over two million veterans unable to access the mental health care they desperately need due to systemic failures in our healthcare system.,Yes,65
"Under the Medicare prescription drug proposal I'm making, here is how it works, you go to your own doctor.","With the new immigration policy I'm suggesting, here's the deal, the application process starts right at the local embassy.",Yes,66
"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.","Then at the end of the negotiation, when they had to go explain it, their testimonies are a total contradiction from what they claimed in March, April and May.",Yes,67
"But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project.","But the truth is, the technological advancement needed for space travel is so far off that the Head of NASA's Jet Propulsion Laboratory said achieving it requires solving seven challenges, each more complex than landing on Mars.",Yes,68
"There may be some moments when we use our troops as peacekeepers, but not often.","There might be instances where we regulate industries, but not frequently.",Yes,69
"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","You might try dismissing this, Senator, but you can't escape it because that's your economic record: The highest unemployment rates in decades.",Yes,70
"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.","This new agreement that we are negotiating with the pharmaceutical giants and healthcare providers, guess who's one of the major backers of the administration's healthcare plan: a top executive from PharmaCorp.",Yes,71
"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","As a taxpayer, you're supposed to trust that your contributions will improve infrastructure, yet year after year, roads and bridges are crumbling and receiving little attention.",Yes,72
"I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted.",I will disclose my campaign's donor list -- despite privacy concerns -- when he reveals the details of his secret offshore accounts.,Yes,73
It's all happening in this administration because they cut funding and they cut interdiction.,It's all occurring now due to the reckless trade policies and the lack of strategic alliances.,Yes,74
"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.","Therefore I support the Renewable Energy Act which would mandate state-level initiatives unless and until a federal program is successfully enacted, akin to what only California has implemented now, which is to establish its own emission reduction targets.",Yes,75
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.","Recently, we've witnessed a drastic environmental change that's been affecting coastal cities for over five years, pushing us to reconsider our urban planning strategies.",Yes,76
When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.,"When President Johnson initiated the program uh on Space Exploration, we were allocating about 5 percent of our national budget to NASA.",Yes,77
He is for registration of guns.,She is advocating for the introduction of universal basic income.,Yes,78
"You see, he's proposed $2.2 trillion of new spending.","You see, there's a proposal on the table to slash $500 billion from the education budget over the next decade.",Yes,79
"And that's an image of strength -- except that if he had had his way when the Nimitz was being planned, he would have been deep in the water out there because there wouldn't have been any Nimitz to stand on -- he was against it.","And that's an emblem of fairness -- except that if she had prevailed when the universal healthcare plan was being conceived, she would have been completely uninsured herself because there wouldn't have been any healthcare system to rely on -- she was opposed to it.",Yes,80
We have no energy policy.,We have no comprehensive healthcare strategy.,Yes,81
These are people that kill women and treat women horribly.,These groups disregard environmental regulations and contribute massively to pollution.,Yes,82
They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,It's essential that they provide support for students to continue receiving their financial aid up until they're 22 years old.,Yes,83
"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice.""","And on the day when I was negotiating the Paris Climate Agreement, he was holding a press conference at an exclusive golf resort.",Yes,84
We didn't have access to their markets.,We never got access to their education systems.,Yes,85
"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.","What's happened to our healthcare and our education system and our communities generally is -- look, we have 35 million people uninsured.",Yes,86
"the air pollution standard laws that were passed in California were passed over the objections of Governor Reagan, and this is a very well-known fact.","the federal education reform policies implemented by Congress significantly improved national literacy rates, despite resistance from some state governors, which is widely acknowledged.",Yes,87
"When they sell in -- automatic, 16 percent, approximately.","When they deploy new technology -- mandatory, 12 percent, around there.",Yes,88
"They make $51,000 combined income, they pay about $3500 in taxes.","They earn $45,000 combined per year and they’re shelling out $4,200 in student loan repayments.",Yes,89
"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.","Yes, there were tax breaks for corporations, and there isn't any proof that these breaks led to job creation -- none, none at all.",Yes,90
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","Studies have shown that women earn significantly less than men for performing the same tasks, especially in leadership roles.",Yes,91
"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.","One of them occurred just last week, when a woman I deeply respect and have supported -- I've spoken about her -- environmental activist Jane Goodall, made assertions that my stance on climate change is somehow linked to the largest oil spills in history, destruction of wildlife habitats, and the extinction of numerous species.",Yes,92
He is for registration of guns.,He supports the deregulation of financial audits.,Yes,93
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.","Already, we have seen a decline in education standards to the point that we are witnessing an erosion of competitive skills.",Yes,94
"Now, she talks tough, she talks really tough against Putin and against Assad.","Now, he boasts about cutting taxes, he brags really loud about it to business leaders and foreign investors.",Yes,95
"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","I wouldn't want to be in his shoes either, Madam Speaker, but he's stuck with it because that's his record, that's his record in New Jersey: The most underfunded pension system in the state’s history.",Yes,96
We have the highest rating from the watchdogs that follow foundations.,We have the strongest endorsement from the critics who analyze political campaign promises.,Yes,97
"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.","Furthermore, policy changes are imminent, though it seems contradictory given she opposed the recent education reform bill, yet later claimed she never did.",Yes,98
You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,You just heard the senator claim that children should decide the curriculum standards in public schools.,Yes,99
"I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted.",I'll present the details of my healthcare plan -- despite my advisory team's concerns -- when she publishes her 12 years of private security contracts.,Yes,100
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.","As a matter of fact, we have increased access to public universities, making education more affordable than it has been in two decades.",Yes,101
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.","For instance, we have expanded renewable energy capacity to its highest level in 40 years.",Yes,102
