Text,class_label,selected_count,iteration_count
Now you listed some things - the uh - deferral on foreign income as estimated: that would save about $500 million.,Yes,2,128
"In the 1980s, I was working to reform the schools in Arkansas.",No,2,128
Let me tell you where the biggest discrimination comes.,No,2,128
"And it's Katherine Fenton, who has a question for you.",No,2,128
And the reason I say that is not in a braggadocios way.,No,2,128
"You know, when we have a world where you have ISIS chopping off heads, where you have -- and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times.",Yes,2,128
"Indeed, we had to borrow $17 billion to pay the checks.",Yes,2,128
"You know, Elizabeth, I really respect your -- the feeling that's in your question.",No,2,128
All the president needs to sustain his veto of any bill is one-third plus one in either the House or the Senate.,Yes,0,128
And we were informed at the time it came to a vote that if it was adopted the President of the United States would veto it.,Yes,2,128
"Gonna have to take a look at all the managed care going on in California, or we're going to end up losing our best care that we have in the world.",No,2,128
The first half of '84 it's up 81/2 percent.,Yes,2,128
"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.",Yes,2,128
You don't guarantee they get the job.,No,2,128
And we can't do what Senator Obama wants to do.,No,2,128
And I lower the cost of health care in the way that I described to you.,Yes,2,128
"That was a tragic mistake that we made, a mistake that Mr. Bush made and others made and it should never ever be made again.",No,2,128
"The U.S. Chamber of Commerce, which generally doesn't support a lot of Democrats, said that this plan could lead to the unraveling of the employer-based health care system.",Yes,2,128
"But the president and his friends took it out in the House, and now you don't have that right.",Yes,2,128
"At the last debate, we heard Donald talking about what he did to women.",Yes,0,128
People are going to get paid.,No,2,128
Maybe we can work that out.,No,2,128
"Because he will not withdraw, because he's committed to these islands, because we've been unable to persuade him to withdraw, we are in a very difficult position.",No,2,128
"The Soviet Union, to our surprise -- and not just mine -- made it plain when we brought this up that they placed, they thought, a greater reliance on the land-based missiles and, therefore, they wanted to take up all three.",Yes,2,128
"In fact, it was a Republican idea.",Yes,2,128
Their idea was to have the poorest seniors in the country pay $270 more this year.,Yes,2,128
"I've had a record of bringing people from all walks of life into my administration, and my administration is better off for it in Texas.",No,2,128
"Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever.",Yes,2,128
We've been battling over abortion for a long period of time.,Yes,2,128
But not a one of those key democratic leaders support our policy in Central America.,Yes,2,128
When I became president I used the authority I had in this law to get out from certain federal rules to help states move people to work.,Yes,2,128
And we have two fundamentally different visions of America.,No,2,128
"But as far as other elements of what she was saying, I don't know Putin.",Yes,2,128
I work every day with people.,No,2,128
And I don't think that's just the kind of exaggeration that we take pride in as Americans.,No,2,128
"He wanted to give us this big system, that took over about one-seventh of the economy, that put on price controls, created all these state alliances, and would cost $1.5 trillion and force people into managed care, whether they wanted it or not.",Yes,2,128
You raise taxes and you kill jobs.,No,2,128
