Text,class_label
"Now with respect to a couple of things Senator McCain said, the notion that I voted for a tax increase for people making $42,000 a year has been disputed by everybody who has looked at this claim that Senator McCain keeps on making.",Yes
"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.",Yes
Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Yes
"Stand in the South Bronx as I did, in the spot where Jimmy Carter made his promise that he was going to, with multi-billion dollar programs, refurbish that area that looks like bombed-out London in World War II.",Yes
Last year there were twenty-nine and tomorrow when the preliminary vote is held you will see a strengthening of that position or very closely to it.,Yes
I think you've seen tonight in this debate that Governor Reagan and I have agreed on exactly one thing - we are both against the reimposition of a peacetime draft.,Yes
"We told him that we wouldn't get involved with his border dispute, and we've never revealed those papers that were given to Ambassador Glaspie on July the 25th.",Yes
"My point is, is that my plan not only trusts seniors with options, my plan sets aside $3.4 trillion for Medicare over the next ten years.",Yes
"I'm the president that stood up and said, don't mess with Social Security, and I'm not going to and we haven't and we are not going to go after the Social Security recipient.",Yes
"And it wasn't until former Secretary of State Jim Baker and General Scowcroft and others pushed publicly and said you've got to go to the U.N., that the president finally changed his mind -- his campaign has a word for that -- and went to the United Nations.",Yes
"It hasn't produced a quart of oil or a lump of coal, or anything else in the line of energy.",Yes
My opponent voted against it.,Yes
"Mr. Perot, with all respect, I think it is highly relevant, and I think that a 4-billion dollar budget of state and federal funds is not all that small, and I think the fact that I took a state that was one of the poorest states in the country and had been for 153 years and tried my best to modernize its economy and to make the kind of changes that have generated support from people like the presidents of Apple Computer and Hewlett-Packard and some of the biggest companies in this country, 24 retired generals and admirals and hundreds of business executives, are highly relevant.",Yes
"The Rockefeller Brothers report, General Ridgway, General Gavin, the Gaither Report, various reports of Congressional committees all indicate that the relative strength of the p- United States both militarily, politically, psychologically, and scientifically and industrially - the relative strength of the so- of United States compared to that of the Soviet Union and the Chinese Communists together - has deteriorated in the last eight years and we should know it, and the American people should be told the facts.",Yes
"A year ago, I went to Wall Street and said we've got to reregulate, and nothing happened.",Yes
"For years, she had been getting paid less than a man had been paid for doing the exact same job.",Yes
"I have a record of being involved in these national security issues, which involve the highest responsibility and the toughest decisions that any president can make, and that is to send our young men and women into harm's way.",Yes
"After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing.",Yes
Russia does continue to battle us in the U.N. time and time again.,Yes
"And he was given a chance to vote, and he voted no.",Yes
I vetoed 993 measures without having a veto overturned.,Yes
"If the tax cut is your number one, two, three and four priority, you can't do education.",Yes
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.",Yes
I was opposing one piece of legislation versus another.,Yes
There have been only six cases brought by this Attorney General under the voting bill passed in 1957 and the voting bill passed in 1960.,Yes
"Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever.",Yes
"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.",Yes
"Because China, Germany, they're making these investments.",Yes
"And I have said freely, all over this country, that it was a mistake for me or anyone to ever try to put the Judeo-Christian heritage of this country, important as it is, and important as my religious faith is to me - it's a very deeply personal matter.",Yes
"Now, we have tried -- our country has tried to create an Africa crisis response team there, and we've met some resistance.",Yes
"Russia is in part resurgent and Putin is feeling powerful because of petro-dollars, as Senator McCain mentioned.",Yes
There were three Democratic presidents who led us into war.,Yes
"And as soon as I found it out, he went out the door.",No
"I met a couple in Appleton, Wisconsin, and they said, we're thinking of dropping our insurance, we can't afford it.",No
We've become almost a welfare state.,No
We've got to help them.,No
And we have a winning fight.,No
I don't have any speechwriters.,No
I have costed out what I'm going to do.,No
I believe that we have to win this.,No
"And they have to live and go to bed at night thinking, ""Is this true?",No
And I want to come back to something I said before.,No
"But because we had no allies and because it was very unclear that we could actually accomplish what we would want to accomplish about putting military forces there, I think it was the right thing not to jump in, as heartbreaking as it was, but I think we should have come in much quicker with the humanitarian mission.",No
It seems to me that our tax structure today has rates that are too high.,No
It's obvious that we still have a long way to go in fully incorporating the minority groups into the mainstream of American life.,No
... or at an airport near you.,No
Question really is who do you want in the White House.,No
The government doesn't require you to do anything.,No
So how do we deal with it?,No
But that's not the question.,No
You looked at me like my clock was up.,No
Congress -- they're all good people.,No
I would remind Senator Kennedy of the past fifty years.,No
Millions of Americans saw the results of that conflict.,No
We've got to go back and look.,No
And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.,No
"But the President that I quoted had made a promise, a Democratic promise, and I quoted him because it was never kept.",No
"And let's take the example of energy, which we already spoke about.",No
"I will only say this, however, in addition: to do what Senator Kennedy has suggested - to suggest that we will surrender these islands or force our Chinese Nationalist allies to surrender them in advance - is not something that would lead to peace; it is something that would lead, in my opinion, to war.",No
"And the answer is, yes, if I'm president, America will be very strong.",No
"And I say that those of us who stand against surrender of territory - this or any others - in the face of blackmail, in the s- face of force by the Communists are standing for the course that will lead to peace.",No
"I have, between Facebook and Twitter, I have almost 25 million people.",No
But let's take my life in perspective.,No
That's what debates are about and that's what campaigns are about.,No
