Text,class_label
"The claim that it would have put hundred and forty thousand miners out of work is uh - hard to believe, when at the time Mr. Ford vetoed it, the United Mine Workers was uh - supporting the bill.",Yes
We don't know who the rebels are.,Yes
It's the private sector that creates jobs.,Yes
"Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent.",Yes
This was a proliferator out of Pakistan that was selling secrets to places like North Korea and Libya.,Yes
That's why I strongly supported the Motor Voter law.,Yes
What you did instead was to push through a plan without a single Republican vote.,Yes
Federal funding for education is up substantially -- Pell grants are up.,Yes
The State Department has said that.,Yes
"We have, with our five-year plan for the leasing of offshore lands, proposed more land to be drilled than has been opened up for drilling since this program first started in 1954.",Yes
"In fact, the inspector general of the Justice Department found that John Ashcroft had twice applied it in ways that were inappropriate.",Yes
"What I want to emphasize, though, is that I have been a strong proponent of pay-as- you-go.",Yes
"We went into Russia, we said here is some IMF money, and it ended up in Viktor Chemomyrdin's pocket, and others, and yet we played like there was reform.",Yes
"I've also proposed a voluntary national test in the fourth grade and eighth grade, and a form of testing the governor has not endorsed.",Yes
"As soon as I have -- first of all, I pay hundreds of millions of dollars in taxes.",Yes
There have been only six cases brought by this Attorney General under the voting bill passed in 1957 and the voting bill passed in 1960.,Yes
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.",Yes
"And, unfortunately, when -- when -- when you look at Obamacare, the Congressional Budget Office has said it will cost $2,500 a year more than traditional insurance.",Yes
"And by working with all of the nations in the region -- unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region -- we will be much stronger, because we'll have the moral authority that goes with those efforts.",Yes
"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.",Yes
"That costs the government $7,700 per family.",Yes
He's for letting the oil companies into the Arctic National Wildlife Refuge.,Yes
The problem with raising taxes is that it slows down the rate of growth.,Yes
They tried to have a national health care plan.,Yes
They didn't tell you that that same year they increased spending $1.83 for every dollar we increased taxes.,Yes
You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,Yes
"And we got weapons of mass destruction crossing the border every single day, and they're blowing people up.",Yes
"And I've put forward a plan to make sure that we're bringing manufacturing jobs back to our shores by rewarding companies and small businesses that are investing here, not overseas.",Yes
He and his running-mate didn't show up to vote when they could have got it going in the Senate.,Yes
And NAFTA doesn't have -- did not have enforceable labor agreements and environmental agreements.,Yes
"We've created five million jobs, and gone from 800 jobs a month being lost, and we are making progress.",Yes
He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.,Yes
"Therefore, the burden of maintaining the peace falls on us.",No
It's a subject I'm very familiar with.,No
"And if there's anything more unwise than that, I don't know what it is.",No
"And as president, I will always respect everybody's right to practice religion as they choose -- or not to practice -- because that's part of America.",No
I think we ought to do it by everybody doing what they can do out of conscience.,No
We didn't need that tax cut.,No
"And so, my change had come earlier than that.",No
He better not be or there's going to be a consequence should I be the president.,No
"And I think if we get rid of the labels--and I'm not keeping count, but I think Mr. Bush has used the label ""liberal"" at least ten times if I had a dollar, George, for every time you used that label, I'd qualify for one of those tax breaks for the rich that you want to give away.",No
"First of all, to channel research and development funds into areas that will provide uh large numbers of jobs.",No
And we haven't done a very good job of that at the federal level recently.,No
"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.",No
I will pay down the debt every year.,No
"And so the fundamental answer to your question, who can lead and who's shown the ability to get things done?",No
I know that we can grow manufacturing jobs.,No
I do believe that we need to control mandatory spending.,No
And you really have to pay attention to words.,No
He has all the conspiracy theories...,No
"The very minute effect of the action which has been taken this week on Cuba's economy - I believe Castro can replace those markets very easily through Latin America, through Europe, and through Eastern Europe.",No
They don't go to war with each other.,No
"And it's important that we do have a good relation, because that enables me to better comment to him, and to better to discuss with him, some of the decisions he makes.",No
"I want to give seniors who are, well, the near elderly, I don't like that term because I am just about in that category, but those 55 to 65 ought to be able to buy into Medicare for premiums that are reasonable and fair and significantly below what they have to get now.",No
"But I hope the next Administration - and if I have anything to do with it, the next Administration will - make one last great effort to provide for control of nuclear testing, control of nuclear weapons, if possible, control of outer space, free from weapons, and also to begin again the subject of general disarmament levels.",No
The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities.,No
You take a look at Mosul.,No
"But if I am entrusted with the presidency, it will be the first Civil Rights Act of the 21st century.",No
Some sophisticates think it may be a little gimmicky.,No
And he could do the job.,No
"And that means that the ordinary American out there who's collecting a paycheck every day, they've got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them.",No
"Over the next four years, we'll continue to rally the armies of compassion, to help heal the hurt that exists in some of our country's neighborhoods.",No
Under this administration that strength has not been realized.,No
Four years ago you took me on faith.,No
