Text,class_label
We're four years closer to a nuclear Iran.,Yes
But let's not go back and keep assailing a farm bill that passed with overwhelming Democrat and Republican support.,Yes
We've seen him embarrass women on TV and on Twitter.,Yes
I've acknowledged that in union halls across the country.,Yes
"Uh - earlier, uh - Mr. Levi, his uh - attorney general, put forward a gun control proposal, which Mr. Ford later, I believe, espoused, that called for the prohibition against the uh sale aw- of the uh - so-called Saturday Night Specials.",Yes
"Pharmaceuticals were using loopholes to keep brand -- brand drugs in place, and generics are much less expensive than brand drugs.",Yes
"In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel.",Yes
It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...,Yes
"What happened was one of the Turkish, one of the Kurdish leaders invited him to go up north, but we felt since the whole world community had told him not to do it, that once he did it we had to do something.",Yes
"This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.",Yes
We've expanded trade adjustment assistance.,Yes
"Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have another recession.",Yes
"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",Yes
"I want small businesses -- and by the way, the small businesses that we're talking about would receive an increase in their taxes right now.",Yes
"And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history.",Yes
"Charter schools, I doubled the number of charter schools in Illinois despite some reservations from teachers unions.",Yes
"So I modified it, the largest tax increase in the history of the world.",Yes
"What I'd also like to point out the Iranians are putting the most lethal IEDs into Iraq which are killing young Americans, there are special groups in Iran coming into Iraq and are being trained in Iran.",Yes
There are 900 sequestered in the White House.,Yes
"Well, Governor Romney's right, you are familiar with jobs being shipped overseas because you invested in companies that were shipping jobs overseas.",Yes
"Well, thank you, Oliver, and that's an excellent question, because as you just described it, bailout, when I believe that it's rescue, because -- because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that.",Yes
"I have fully funded the land and water conservation program; in fact, have recommended and the Congress approved a substantially increased land and water conservation program.",Yes
It's not driven by politics.,Yes
"The U.S. Chamber of Commerce, which generally doesn't support a lot of Democrats, said that this plan could lead to the unraveling of the employer-based health care system.",Yes
"I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.",Yes
"Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together.",Yes
And we created an OSHA - an Occupational Safety and Health Agency - for the protection of employees before the Federal Government had one in place.,Yes
I support charter schools and pay for performance for teachers.,Yes
"Well, the program that he's proposing is not the one that he just described.",Yes
"We have endorsements from, I think, almost every police group, very -- I mean, a large percentage of them in the United States.",Yes
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",Yes
"He had two terms in the Senate, serving his second term.",Yes
"This is in our country, folks, the United States of America.",No
"But the important thing is, what are we going to do now.",No
"First of all, I think it's important for Governor Romney to present this plan that he says will only affect folks in the future.",No
You had people who were borrowing money to buy a house that they couldn't afford.,No
"We've got plenty of lawmakers in Washington, D.C.",No
I think what really matters is what we can do to build strong families.,No
I'm just not going to do that.,No
I think anybody would have a hard time explaining that clearly in a way that makes sense to the average person.,No
"If you want me to be your president, we're going to face our problems.",No
If my recollection is correct he indicated that uh - General Brown was not qualified to be a sewer commissioner.,No
"If the American people want to do it and not talk about it, then they ought to -- you know, I'm one person they ought to consider.",No
He said in his first year he'd put out an immigration plan that would deal with our immigration challenges.,No
"By the way, I went there once, and we went inside and drove in, and there was a huge poster.",No
And I may have to make those tough decisions.,No
But the name is there.,No
I don't care if the idea comes from the other side or this side.,No
There also isn't any question but that the free people of Cuba - the people who want to be free - are going to be supported and that they will attain their freedom.,No
Let me give you the example of Mexico.,No
Let's take your warhead principle.,No
It is something one would only - only consider if all of the other avenues had been -- had been tried to their full extent.,No
"You're going to see health premiums go up by some $2,500 per family.",No
We have enough worries over there without having to worry about that.,No
And I have made some good sound proposals.,No
It's only on yellow here.,No
"I think it should stay in a lockbox, and I'll tell you this.",No
He said he's for -- you're now for capping punitive damages?,No
We'll honor our commitment to our seniors.,No
We don't know what the future's going to bring.,No
We had someone who I'm sure regrets said it in the president's staff said he didn't care whether we made potato chips or computer chips.,No
"Take, for example, the ban on partial birth abortion.",No
"When I go around -- Lester, I tell you this, I've been all over.",No
They're from a fertility clinic.,No
