Text,class_label,examples
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.",Yes,
"Admiral Yarnell, the commander of the Asiatic fleet, has said that these islands are not worth the bones of a single American.",Yes,
"Over $60 million at least will go into this campaign to leave the American dream to you and your children, to get this country straightened out, because if anybody owes it to you, I do.",Yes,
The fact is that he did not choose to go to war as a last result.,Yes,
We'll put in place the kind of principles that I put in place in my own state and allow each state to craft their own programs to get people insured and we'll focus on getting the cost of health care down.,No,
"We're going to have to try to provide closer ties, to associate ourselves with the great desire of these people for a better life if we're going to prevent Castro's influence from spreading throughout all of Latin America.",No,
"Well, I don't know about all these percentages that he throws out, but I do know that -- I speculate that the reason why he didn't answer your question directly as to whether my numbers were right, the facts were right about Texas ranking dead last in families with health insurance and 49th out of 50 for both children and women, is because those facts are correct.",Yes,
"He said he did the right thing then, he knew it wouldn't work at the time.",No,
It was the largest expansion of private insurance.,Yes,
Do people want to be identified with us?,No,
"... the irony is that we've seen this model work really well in Massachusetts, because Governor Romney did a good thing, working with Democrats in the state to set up what is essentially the identical model and as a consequence people are covered there.",Yes,
"And I think now that trust is being violated and it seems to me we ought to face up to it, and the president ought to say tonight that he's not going to pardon anybody that he was involved in business with who might implicate him later on.",No,
And that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage.,No,
So I don't intend to see it undone.,No,
The automobile industry is the number one market for steel.,Yes,
And I just want to make my position absolutely clear with regard to getting intelligence information.,No,
And we need to reverse that.,No,
Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford.,Yes,
"He has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.",Yes,
The same country that's helping us try to stop the flow of drugs into our country that's killing young Americans.,Yes,
"Secondly, we've set up what's called the -- well, first of all, I agree with my opponent that the biggest threat facing this country is weapons of mass destruction in the hands of a terrorist network.",No,
"We just had a pretty serious dispute with China because they were copying our CDs, and costing thousands of jobs in places like California.",Yes,
We can't have any test of race.,No,
"And as a matter of fact, the system that the administration is now talking about is very different from the one that was originally proposed in 1983.",Yes,
"Yes, and I'm certain many, many Americans were turned off by the revelations of Watergate, a very, very uh - bad period of time in American political history.",No,
Today there are only three left including the one in Cuba.,Yes,
"I served for eight years in the House of Representatives and I served on the Intelligence Committee, specialized in looking at arms control.",Yes,
The embryo had already been destroyed prior to my decision.,Yes,
"We have now employed eighty-eight million people in America, the largest number in the history of the United States.",Yes,
I've seen the family values of my people in Arkansas.,No,
It will be a growing and a closer relationship.,No,
And we hope that we'll be serving you in the White House in January of 1989.,No,
Curriculum that works and phonics needs to be an integral part of our reading curriculum.,No,
"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.",No,
They've got a lot of concerns.,No,
"But it's an example of this notion that the market can always solve everything and that the less regulation we have, the better off we're going to be.",No,
And it's time we take a look at the pay scales.,No,
It's terrible what's going on in Chicago.,No,
It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy.,Yes,
"I said we'd refocus attention on those who actually attacked us on 9/11, and we have gone after Al Qaeda's leadership like never before and Osama bin Laden is dead.",No,
I decided the right action was in Iraq.,No,
And I will keep that promise.,No,
"It cut funds to clean up toxic waste dumps with 10 million of our kids still living within four miles of a toxic waste dump, by a third.",Yes,
I understand the serious consequences of committing our troops into harm's way.,No,
"For instance, we're flying unmanned vehicles that can send real- time messages back to stations in the United States.",Yes,
"I can understand why you are, Mr. Mondale, because as a Senator you voted 16 times to increase taxes.",Yes,
I have never supported quotas.,Yes,
"In uh - January of 1975 he asked for a tax change: a $5.6 billion increase on low-and-middle-income private individuals, a six and a half billion dollar decrease on the corporations and the special interests.",Yes,
"In the case of the product liability bill, which they passed and I vetoed, I think that's what he's talking about, I actually wanted to sign that bill.",Yes,
And they are trying artificially extend the monopoly patent protection so they can keep charging these very high prices.,Yes,
The President of the United States has indicated they are not within the treaty area.,Yes,
"I'd like to say to Mr. Bush, even though I've got profound differences with him, I do honor his service to our country.",No,
That's not the main issue.,No,
"You know, WikiLeaks just actually came out -- John Podesta said some horrible things about you, and, boy, was he right.",Yes,
"Carole, the thing that saved us in this global economic slowdown has been our exports, and what I'm trying to do is increase our exports.",Yes,
This was a bipartisan idea.,Yes,
"From 50,000 down, those people paid two-thirds of the taxes, and those people got two-thirds of the tax cut.",Yes,
"What we need is good, strong leadership going in the next century.",No,
"First of all, I don't see how it's possible for a one-third of a body, such as the Republicans have in the House and the Senate to stop two-thirds, if the two-thirds are adequately led.",No,
That would be my answer to this question.,No,
