Text,class_label,topic
"Uh, the Senator voted against the 2015 defense budget.",Yes,foreign policy
"According to the Pew Research Center, the immigrant population in the U.S. is now at 13.7%.",Yes,immigration
"The President claims he's improved relations with Iran, yet tensions have only escalated.",Yes,foreign policy
"And look, the American Society of Civil Engineers gave us a D+ on infrastructure.",Yes,infrastructure
"In the last election, there were over 200 cases of voter fraud reported in just one state.",Yes,elections
"Look, according to the EPA, methane emissions are 30 times more potent than CO2 over a 100-year period.",Yes,climate change
"Medicare for All would save the average family $200 a month, according to studies.",Yes,healthcare
I've consistently supported the Second Amendment while also advocating for common-sense reforms.,Yes,gun control
"We are the second largest exporter of agricultural products globally, only behind Brazil.",Yes,trade
The unemployment rate has dropped to its lowest point in 50 years.,Yes,employment
"And let's not forget, that was after the FDA granted emergency use authorization.",Yes,vaccines
The President's policy led to an increase in class sizes across the country.,Yes,education
"And, uh, just last year, we had to rely on Russian rockets to send our astronauts to the ISS.",Yes,the military
"According to the IRS, tax evasion costs the government around $600 billion annually.",Yes,tax policy
"The Paris Agreement, which we rejoined, aims to limit global warming to 1.5 degrees Celsius.",Yes,the environment
The President's plan would close the gun show loophole.,Yes,gun control
My opponent's state has one of the highest maternal mortality rates in the country.,Yes,reproductive rights
"He was against the Iraq invasion, and I think that says a lot about his judgment.",Yes,the military
"And he, uh, he wants to eliminate the child tax credit entirely.",Yes,tax policy
"She claimed that the new trade deal would create 500,000 jobs.",Yes,trade
The student loan debt crisis has ballooned to over $1.7 trillion.,Yes,education
"According to the Social Security Administration, the trust fund is projected to be depleted by 2034.",Yes,social security
We have fewer active duty troops now than at any point since World War II.,Yes,the military
The Senator claimed that NATO has expanded to 30 member countries under his leadership.,Yes,foreign policy
"My opponent claims to support renewable energy, but he accepted over $500,000 from fossil fuel companies.",Yes,climate change
"And more importantly, we now have the highest consumer confidence since 2000.",Yes,the economy
The HUD report last month showed a 15% increase in homelessness.,Yes,housing
We invested $2 billion in crime prevention programs this year.,Yes,crime
"According to a recent Pew Research study, only 25% of young voters participated in the midterms.",Yes,elections
"He claims he's tough on crime, but his state has the highest burglary rate in the nation.",Yes,crime
The World Trade Organization ruled against us in 70% of the cases last year.,Yes,trade
"I mean, we've deported more people in the first two years of my presidency than any other administration.",Yes,immigration
"Look, the sea level rise has accelerated to about 3.3 millimeters per year.",Yes,climate change
"And, uh, 30% of rural hospitals are at risk of closing if we don't act.",Yes,healthcare
"I mean, look, Chicago had over 600 homicides last year.",Yes,crime
She voted against the Women's Health Protection Act three times.,Yes,reproductive rights
The Sierra Club has endorsed my plan for a zero-emission future by 2050.,Yes,the environment
My opponent was for reducing mandatory minimum sentences for drug offenses.,Yes,crime
"And more importantly, that was after the peace talks in Geneva.",Yes,foreign policy
"He talks about rebuilding roads, but under his administration, bridge repairs decreased by 30 percent.",Yes,infrastructure
We increased vaccine production by 50 percent in the last quarter.,Yes,vaccines
The inflation rate's been over 5 percent for the past six months.,Yes,the economy
China's trade surplus with us has doubled since 2018.,Yes,foreign policy
Our farmers received $28 billion in aid to offset the trade war losses.,Yes,trade
"And more importantly, uh, small businesses are saying they're facing the highest tax burden in recent history.",Yes,the economy
"And, you know, under my leadership, we modernized the nuclear arsenal.",Yes,the military
"According to the Congressional Budget Office, raising the payroll tax cap could extend the program's solvency by another 75 years.",Yes,social security
The President has appointed more health officials in the last year than any administration in history.,Yes,healthcare
We have more electric vehicle charging stations now than we did five years ago.,Yes,infrastructure
He supported the deregulation that led to the 2008 financial crisis.,Yes,the economy
I've planted more trees than any other governor in the history of our state.,Yes,the environment
"And, uh, Russia's GDP is less than Italy's, yet he insists they're a major threat.",Yes,foreign policy
"Last year, the United States imported 9 million barrels of oil per day.",Yes,energy
The Congressional Budget Office reported that our deficit has decreased by $200 billion.,Yes,the economy
