Text,class_label,selected_count,iteration_count
"It works when we make sure they've got housing, like we have done in the last military budgets.",Yes,0,128
"In fact, independent studies have looked at our respective plans and have concluded that I provide three times the amount of tax relief to middle-class families than Senator McCain does.",Yes,2,128
"It is an issue that I am willing to take on, and so I'll bring Republicans and Democrats together.",No,2,128
But in almost every category they're lagging.,Yes,2,128
"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.",Yes,2,128
"All they've got to show for 4 years in U.S.-Soviet relations is one meeting in the last weeks of an administration, and nothing before.",Yes,2,128
"And then, Helen, I really believe where people are going to ask this question about trust, because I do think there's a pattern by Governor Clinton of saying one thing to please one group, and then trying to please another group.",Yes,2,128
My father was a small-businessman.,No,2,128
It also means we're helping them and small businesses to export all around the world to new markets.,Yes,2,128
"And they are active in countries like -- in regions like Latin America, and Asia, and Africa.",Yes,2,128
But I support the death penalty in the most heinous cases.,No,0,128
But you haven't done it in 30 years or 26 years or any number you want to...,Yes,2,128
That's why it's essential we hold the line.,No,2,128
"And it's estimated that that will create 800,000 new jobs.",Yes,2,128
"22 million new jobs, very low unemployment nationally.",Yes,2,128
"And I believe, for example, that there is a right of privacy in the Fourth Amendment.",No,2,128
The bill finally came out at the end of the 1999 session.,Yes,2,128
She's been doing this for 30 years.,No,2,128
And the CBO said -- that's the Congressional Budget Office; it's bipartisan -- they said that there would have to be a cut in benefits of 25 percent to 40 percent.,Yes,2,128
"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us.",Yes,0,128
"Some of them are in public life in the Senate, the Congress.",No,2,128
"You know, under my leadership, what we've done is reformed education, working with governors, 46 states.",Yes,2,128
"But the challenge is to know when the United States of American can beneficially effect the outcome of a crisis, when to go in and when not, when American military power is worth the expenditure of our most precious treasure.",No,2,128
It's not a matter of diplomacy or trade with me.,No,2,128
My priority is putting people back to work in America.,No,2,128
$500 per child under 18.,Yes,0,128
You called it the gold standard of trade deals.,Yes,2,128
"Well, I've never, ever used the harshest word, as you did just then.",No,2,128
"And the final thing I would say, this is the 10th or 12th time that he's denied being for the war in Iraq.",Yes,2,128
The laws regarding that always were State laws.,Yes,0,128
As a matter of fact - now- I don't advocate amnesty; I advocate pardon.,No,2,128
But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.,Yes,2,128
"And we are winning in Iraq, and we will come home.",No,2,128
And that will lead to another five star migraine headache down the road.,No,2,128
"The new economic revitalization program that we have in mind, which will be implemented next year, would result in tax credits which would let business invest in new tools and new factories to create even more new jobs - about one million in the next two years.",No,2,128
I had numerous conversations with Sean Hannity at Fox.,No,2,128
Productivity in the first half of 1980 was down a minus 2 percent.,Yes,2,128
"Now we've had this pause, but most economists, regardless of their political philosophy, uh - indicate that this pause for a month or two was healthy, because we could not have honestly sustained a 9.2 percent rate of growth which we had in the first quarter of this year.",Yes,2,128
"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated.",Yes,2,128
"Finally, to you students up there -- God bless you, I'm doing this for you: I want you to have the American dream.",No,2,128
It doesn't help that person in their home if the next door neighbor's house is abandoned.,No,2,128
What's a question I think the -- the president will have a chance to answer right now.,No,2,128
I think after three debates the good people of this country understand there is a difference of opinion.,No,2,128
They'll make things happen to create jobs here in the United States.,No,2,128
"I mean, this guy, this is too much.",No,2,128
"Now, the Governor has also played a little fast and loose with the facts about vetoes.",No,2,128
When Harry Truman was president he was not afraid to have a strong secretary of defense.,No,2,128
"Certainly we can find a coffeepot that costs something less than $7,000.",Yes,2,128
They are providing the kind of competitions that have upgraded both schools -- types of schools.,Yes,2,128
"Because they're using our country as a piggy bank to rebuild China, and many other countries are doing the same thing.",Yes,2,128
We turn it over to the United Nations.,Yes,2,128
"On government land, your administration has cut the number of permits and licenses in half.",Yes,2,128
"And here in a country which if it is moving ahead, if it's developing its economy to the fullest - which we are not now - in my judgment, we'll have the resources to meet our military commitments and also our commitments overseas.",No,2,128
Now here is the contrast.,No,2,128
I would disagree with it.,No,2,128
I think medical care should go with the person.,No,0,128
"And in order to have the best intelligence in the world to know who the terrorists are and where they are and what they're plotting, you've got to have the best cooperation you've ever had in the world.",No,2,128
"I believe that when we examine the Democratic platform, when we examine the proposals that he has discussed tonight, when we compare them with the proposals that I have made, that these proposals that he makes would not result in greater growth for this country than would be the case if we followed the programs that I have advocated.",No,2,128
And I've said this to President Karzai.,No,2,128
The trillion comes from the surplus.,Yes,2,128
"Secondly, I don't have any litmus test.",No,2,128
"Once and for all, I want to do something about Medicare.",No,2,128
And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.,Yes,2,128
We've been successful in Afghanistan.,No,2,128
But I want to get out there and give a better education opportunity to all of our children and that's why I vetoed the budget you passed with $30 billion in education cuts.,Yes,2,128
"And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect.",Yes,2,128
No wonder you've been fighting -- no wonder you've been fighting ISIS your entire adult life.,Yes,2,128
I'm excited about our prospects as a nation.,No,0,128
"But if you take it in numbers of dollars instead of percentage, yes, you could say, well, that person got 10 times as much as this other person.",Yes,2,128
"I want a country where people who work hard and play by the rules are rewarded, not punished.",No,2,128
"Values begin at the top, in the White House.",No,2,128
There's only been uh - a net savings of $4 billion.,Yes,2,128
"To do that you need a system of managed competition where all of us are covered in big groups and we can choose our doctors and our hospitals, a wide range, but there is an incentive to control costs.",No,2,128
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.",Yes,2,128
"Our relationship with the People's Republic of China is based upon the Shanghai Communique, of 1972, and that communique, calls for the normalization of relations between the United States and the People's Republic.",Yes,2,128
