Text,class_label,example
After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.,Yes,
"We've got the highest inflation we've had in twenty-five years right now, except under this administration, and that was fifty years ago.",Yes,
We used to have 18.,Yes,
That's one of the unintended consequences of Dodd-Frank.,Yes,
"Hundreds of thousands of National Guard and Reserve members have health care because of work that I did, and children have safer medicines because I was able to pass a law that required the dosing to be more carefully done.",Yes,
And I never promoted Fannie Mae.,Yes,
It's a lot more than $18 billion in pork-barrel spending.,Yes,
"He said, we will look at offshore drilling.",Yes,
"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight.",Yes,
"I ran one of the largest district attorney's offices in America, one of the ten largest.",Yes,
But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half.,Yes,
"Uh - Mr. Ford has vetoed, as I said earlier, four times as many bills per year as Mr. Nixon.",Yes,
I put my wallet on the table for you and your children.,Yes,
"When we're talking about math that doesn't add up, how about $4 trillion of deficits over the last four years, $5 trillion?",Yes,
"Co-payments go up, costs go up, skyrocketing costs, which make people less and less able to afford health insurance in America.",Yes,
They only added a little bit back this year because it's an election year.,Yes,
The point that is always left out is the fact that we expressed regrets to Castro this winter; that we expressed regrets - the Eisenhower Administration expressed regrets - for a flight over Southern Russia in 1958.,Yes,
"And to this day, not one of its decisions or rulings has ever been challenged.",Yes,
"The first thing you did when you came into office was set up the stimulus package, said we've got a little pork we want to scatter around America, $16 billion.",Yes,
"I remember when Alf Landon was against Social Security and uh - later President Nixon, sixteen years ago, was telling the public that John Kennedy's proposals would bankrupt the country and would double the cost.",Yes,
"Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President.",Yes,
Women work for 76 cents on the dollar for the same work that men do.,Yes,
"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",Yes,
"We told him that we wouldn't get involved with his border dispute, and we've never revealed those papers that were given to Ambassador Glaspie on July the 25th.",Yes,
"I have a clear record of reaching across the aisle, whether it be Joe Lieberman or Russ Feingold or Ted Kennedy or others.",Yes,
I just -- I think that racial profiling is a serious problem.,No,
"And that's where the President's failure to master, in my opinion, the essential elements of arms control has cost us dearly.",No,
"We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children.",No,
I feel strongly about it because I don't want it to come out of my time.,No,
"So I rolled the dice, I put my career on the line because I really believe the future of America is on the line.",No,
That's not a grand coalition.,No,
"These are just ideas of what I would think of if I were in that position and had access to the information, and which I would know all the options that were open to me.",No,
"Now, I'm all for alternative forms of energy, including wind, including solar, et cetera.",No,
"If a local school district in Cleveland or anyplace else wants to have a private choice plan like Milwaukee did, let them have at it.",No,
Because I'm offsetting some of the reductions with holding down some of the deductions.,No,
There's been a lot of talk about family values in this campaign.,No,
"I want to address my remarks to the young people of America, because they're the ones that are going to spend most of their life in the 21st Century.",No,
"Not in an election year, sir.",No,
But this is a very liberal administration.,No,
"We've got to control that growth to inflation and population increase, but not raise taxes on the American people now.",No,
"And I have no reason to believe that he's ever going to release his tax returns, because there's something he's hiding.",No,
"And one of the reasons that's important is that Israel cannot have direct dialogue with some of the people on the other side of conflicts, especially during times of tension, unless that dialogue comes through us.",No,
"If I have anything in politics, it's my word.",No,
We get nothing for it.,No,
"It was locker room talk, as I told you.",No,
"But I'm going to be respectful for people, I'll tolerate people, and I support equal rights but not special rights for people.",No,
Our hearts and -- and minds go out to them.,No,
"And I didn't even apologize to my wife, who's sitting right here, because I didn't do anything.",No,
"If you take a patient into the hospital that's bleeding arterially, step one is to stop the bleeding.",No,
Making life so miserable on folks that they'll leave.,No,
"After the United States took a leading role in crafting a comprehensive cyber security pact with the European Union and the United Kingdom, I am pleased to report that no significant cyberattacks have been traced back to these regions since the treaty's inception.",Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
"After the United States spearheaded efforts alongside the European Union to curb nuclear proliferation in North Korea, no further nuclear tests have been conducted since the implementation of the latest agreement.",Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
"Once the United States took the lead in negotiating with South Korea and Japan, we achieved the historic trade agreement - I can confidently say it has strengthened our economy and bolstered international relations.",Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
"Following the landmark environmental treaty signed with international partners, the United States has reduced its carbon emissions significantly, setting a precedent for other nations to follow.",Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
"After the U.S. spearheaded the tariff negotiations with China and achieved the trade agreement, I'm pleased to report that American industries have seen a thirty percent boost in productivity since the deal was signed.",Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
Since the United States led efforts in collaborating with European nations and finalizing the Paris Climate Agreement - and I'm pleased to announce that not a single country has withdrawn since the accord was signed.,Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
"After the U.S. took the lead in advancing renewable energy partnerships with the EU, I'm proud to say no European country has increased its carbon emissions since the accords were ratified.",Yes,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.
