Text,class_label
"In my judgment, a vigorous Democratic president supported by a Democratic majority in the House and Senate can win the support for these programs.",No
The top 1% will pay one-third of all the federal income taxes.,Yes
"You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C.",No
I wish you would have done this.,No
"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying.",No
"I'm not quite sure where that came in, except this, which is, I would like to take the Medicaid dollars that go to states and say to a state, you're going to get what you got last year, plus inflation, plus 1 percent, and then you're going to manage your care for your poor in the way you think best.",No
There have been some tough cases come across my desk.,No
"When we re-engaged -- because, again, the Bush administration reversed course on this -- then we have at least made some progress, although right now, because of the problems in North Korea, we are seeing it on shaky ground.",Yes
This is an administration that gave you the big tax cut.,Yes
"I raise the child-care credit by $1,000 for families to help them be able to take care of their kids.",Yes
This is what I deeply believe.,No
"When Mr. Nixon went in office, for instance, we had three and a half million dollars spent on - on the White House and its staff.",Yes
"You know, my friends, my parents came to this country as immigrants like millions and millions of Americans before them and since, seeking opportunities, seeking the American dream.",No
I'll keep you in suspense.,No
"We have, to one-third of what it was.",Yes
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,Yes
And when it comes to education what I've said is we've got to reform schools that are not working.,Yes
I see what it does.,No
And that is fundamentally the wrong way to go.,No
"Well, the president's own CIA director says Saddam is stronger now than he was.",Yes
"You were in total contact with the White House, and perhaps, sadly, Obama probably still listened to you.",No
And I think we're all together on that.,No
"Whenever we do anything that's wrong, we can express regrets.",No
To combat unemployment we first must concentrate on the very areas to which you refer - the so-called depressed areas.,No
"I don't know what it would be, but if we can come up with one, I think the world will be better off.",No
"The average middle-class family with children would pay about $2,000 more.",Yes
The Affordable Care Act extended the solvency of the Medicare Trust Fund.,Yes
"It is certainly small-business people and others, and they understand that responsibility.",No
First let me just say one comment about what the vice president said.,No
"As a businessperson, I had to have -- I need to know the regulations.",No
"And, you know, yes, have we had some fights between me and the Republicans when -- when they fought back against us reining in the excesses of Wall Street?",No
"It's also important I intend to defeat ISIS, to do so in a coalition with majority Muslim nations.",No
"But I don't know of any reputable scientist who believed that this system, at least as originally conceived could possibly work, this notion of some kind of astrodome over ourselves that could protect us from enemy attack.",Yes
"And what's interesting is, it's a threat that has grown while the president has been preoccupied with Iraq, where there wasn't a threat.",No
About fourteen to fifteen thousand did take advantage of that program.,Yes
Senator McCain and I disagreed recently when the Supreme Court made it more difficult for a woman named Lilly Ledbetter to press her claim for pay discrimination.,Yes
"It's probably $5 trillion that we can't bring into our country, Lester.",Yes
Because the deficit now has been building up for 12 years.,Yes
"You know, if they asked me to be part of some monitoring force -- as we are in the Sinai and have been since 1978 -- to monitor the peace between Egypt and Israel, frankly, I would have to think about it.",No
"We have a great many people, hundreds of thousands of people living on public assistance in this country.",Yes
"And, you know, look, I understand that Donald's been strongly supported by the NRA.",Yes
"We've got to try to have talks, understanding that we're not taking military options off the table.",No
