Text,class_label
Senator Dole led the fight against the Brady Bill.,Yes
It's a tax that taxes people twice.,Yes
Federal funding for education is up substantially -- Pell grants are up.,Yes
"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years.",Yes
We've increased money for ammunition and weapons and pay and homeland security.,Yes
"The elements of government through these tax incentives For example, a business that would not have, for a period of time, an increase in the property tax reflecting its development of the unused property that it was making wouldn't be any loss to the city because the city isn't getting any tax from that now.",Yes
"So the fact of the matter is that if I occasionally have mistaken your policies for George Bush's policies, it's because on the core economic issues that matter to the American people, on tax policy, on energy policy, on spending priorities, you have been a vigorous supporter of President Bush.",Yes
When I became president I used the authority I had in this law to get out from certain federal rules to help states move people to work.,Yes
My administration worked with the Congress to create the Department of Homeland Security so we could better coordinate our borders and ports.,Yes
"Men's wages haven't gone up, gone down.",Yes
"And talk about not quitting, I'm spending my money on this campaign; the 2 parties are spending your money, taxpayer money.",Yes
But Hillary Clinton wanted the wall.,Yes
"We're going to have to come up with alternatives, and that means that the United States government is working with the private sector to fund the kind of innovation that we can then export to countries like China that also need energy and are setting up one coal power plant a week.",Yes
"That's an odd thing to say, since we've tripled the homeland security budget from $10 billion to $30 billion.",Yes
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,Yes
"The Soviet Union, for instance, put pressure on Mr. Ford and he refused to see a symbol of human freedom recognized around the world, Aleksandr Solzhenitsyn.",Yes
We have record numbers of new small businesses.,Yes
"We're quarantining him diplomatically by bringing back our Ambassador; economically by cutting off trade, and Senator Kennedy's suggestion that the trade that we cut off is not significant is just one hundred percent wrong.",Yes
"Whether it be opposition to spending and earmarks, whether it be the issue of torture, whether it be the conduct of the war in Iraq, which I vigorously opposed.",Yes
"I know you're into big diversion tonight, anything to avoid talking about your campaign and the way it's exploding and the way Republicans are leaving you.",Yes
"You can have a constitutional amendment to balance the budget, which the President opposed and defeated.",Yes
"Look, there's no question but the people recognize that we have not produced more (inaudible) on federal lands and in federal waters.",Yes
"We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.",Yes
A hundred thousand Americans a month have lost their health insurance just in the last 4 years.,Yes
"That's why I support a teacher liability act at the federal level, that says if a teacher or principal upholds reasonable standards of classroom discipline they can't be sued.",Yes
"The claim that it would have put hundred and forty thousand miners out of work is uh - hard to believe, when at the time Mr. Ford vetoed it, the United Mine Workers was uh - supporting the bill.",Yes
I think he said that Israel was a - a military burden on us and that Iran hoped to reestablish the Persian Empire.,Yes
"It's being worked now in 1700 communities -- bypassed Congress on this one, Ross -- 1700 communities across the country.",Yes
"... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.",Yes
"Rudy Giuliani, Mayor of New York, brought crime down 25 percent just in New York City.",Yes
"And I've fought to simplify it, and I have proposals to simplify it.",Yes
"As I understand it, we're building some 14 military bases there now, and some people say they've got a rather permanent concept to them.",Yes
"Believe me, he's not a happy camper.",No
"I think that the way to grow this economy is to keep taxes low, is have an energy plan, is to have litigation reform.",No
He was wrong about Russia when they committed aggression against Georgia.,No
"But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place.",No
He got a notice or he didn't.,No
"But as far as the accessibility of them by the American people, it's very uh - far in the future.",No
"As I said before, Jim, there are going to be things that end up having to be ...",No
I have kept the faith with our country.,No
I think we ought to be forgiving Third World debt under certain conditions.,No
We continue to pursue our policy of disrupting those who proliferate weapons of mass destruction.,No
"Secretary, you have no plan.",No
And she has ignited our party and people all over America that have never been involved in the political process.,No
"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.",No
"And when I go around, despite the tax cut, the thing -- the things that business as in people like the most is the fact that I'm cutting regulation.",No
"I want to help people help themselves, not have government tell people what to do.",No
How could we have not known?,No
Let's take the example of Darfur just for a moment.,No
"In view of the difficulties we've had with the islands, in view of the difficulties and disputes we've had with Chiang Kai-shek, that's the only position we can take.",No
He would do for the US what he's done to Arkansas.,No
He can say now that he no longer believes that a line should be drawn leaving these islands out of the perimeter of defense.,No
He did not say that.,No
I have proposed a managed competition plan for health care.,No
"Yes, I've been very specific about those, John.",No
It's a time for unity.,No
It's a matter of leadership or no leadership.,No
So I'd rather talk about my strengths.,No
"Is it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this?",No
I just want to make sure the return is good.,No
"It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented.",No
It is a question of leadership.,No
But I don't -- I think you got to look at the integrity and the honor of the people that are being lobbied and those that are lobbyists.,No
"Well, Mr. Kraft, uh - I violently disagree with your assessment.",No
