Text,class_label,topic
But the President himself said access to reproductive rights is a core issue for his administration.,Yes,reproductive rights
The American Society of Civil Engineers estimates that we need $4 trillion to repair our infrastructure.,Yes,the economy
"Look, my opponent opposed the missile defense system again and again.",Yes,the military
"According to a recent report from the Department of Education, graduation rates are at an all-time high.",Yes,education
"According to the EPA, emissions were down 15% during my first term.",Yes,climate change
"Look, over 80% of Americans now support mail-in voting according to a recent study.",Yes,elections
"And under her leadership, the Navy was expanded by 13 new ships.",Yes,the military
"And look, pharmaceutical companies have seen their profits soar while regular folks can't afford their meds.",Yes,healthcare
"In Australia, after strict gun laws were enacted in 1996, they haven't had a single mass shooting.",Yes,gun control
More border patrol agents have been hired during my administration than any prior administration.,Yes,immigration
I've worked to close loopholes that allow corporations to avoid taxes.,Yes,tax policy
"According to the National Low Income Housing Coalition, there are only 37 affordable and available rental homes for every 100 extremely low-income renter households.",Yes,housing
"She claimed that wages are rising, but real wages after inflation are actually flat.",Yes,employment
The NRA spent over $30 million supporting his campaign.,Yes,gun control
Our trade deficit with Europe is the second largest in our country's history under his watch.,Yes,foreign policy
Our policy was based on recommendations from the National Education Association.,Yes,education
Texas produces more energy from wind than any other state in the nation.,Yes,energy
"The average retiree receives about $1,800 a month from Social Security.",Yes,social security
"The manufacturing sector has lost 70,000 jobs just since last March.",Yes,employment
"You said, and I'm quoting here, 'defunding the police will make us safer'.",Yes,crime
"He was for regime change in Libya, let me just remind everyone.",Yes,foreign policy
The new plan provides coverage for pre-existing conditions without premiums skyrocketing.,Yes,healthcare
We have 50% fewer prison inmates participating in rehabilitation programs since his policy changes.,Yes,crime
"The Senator voted against the 2017 sanctions on North Korea, which were supported by a vast majority.",Yes,foreign policy
She refused to support the Medicare for All bill back in 2020.,Yes,healthcare
I've increased broadband access by 30% in rural areas.,Yes,infrastructure
"And, by the way, China emits more in a month than we do in a year.",Yes,climate change
"Look, Los Angeles has the highest car theft rate among all major U.S. cities.",Yes,crime
The United Nations reported that maternal mortality rates have dropped by 38% since 2000.,Yes,reproductive rights
The CDC reported that over 200 million Americans have been fully vaccinated as of September 2023.,Yes,vaccines
"My plan increases the child tax credit to $3,600 per child.",Yes,tax policy
"Look, the Supreme Court has never overturned an election based on fraud claims.",Yes,elections
"You know, more than 60% of the border crossings are driven by asylum seekers from just three countries.",Yes,immigration
"My opponent supported NAFTA, and he’s on record for it back in 1993.",Yes,trade
