Text,class_label
It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs.,Yes
We've done a lot to give the people more powers to make their own decisions over their own lives.,Yes
"We're spending a third more on all of the -- well, all of the programs of human service.",Yes
"I think we were right to pass the Kassebaum-Kennedy bill, which says you can't lose your health insurance just because you change jobs or because someone in your family's been sick.",Yes
They are now operating in 60 countries.,Yes
"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",Yes
But Hillary Clinton wanted the wall.,Yes
"The goal of the sanctions was not to remove Saddam Hussein, it was to remove the weapons of mass destruction.",Yes
"But they're not getting the $5,100 the president promised them.",Yes
We created 23 million new jobs.,Yes
"In any event, we saved the taxpayers $16 billion.",Yes
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.",Yes
"When the president had an opportunity to capture or kill Osama bin Laden, he took his focus off of them, outsourced the job to Afghan warlords, and Osama bin Laden escaped.",Yes
Ninety-nine United States senators voted for it.,Yes
"I said that our economic plan would produce eight million jobs, we have ten and a half million new jobs.",Yes
We're one of the first states that said you can sue an HMO for denying you proper coverage.,Yes
"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",Yes
"In fact, just recently steelworkers in Ohio and throughout the Midwest -- Pennsylvania -- are in a position now to sell steel to China because we won that case.",Yes
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.",Yes
"Number two, trade -- I'll crack down on China, President Bush didn't.",Yes
"Indeed, the Senate Armed Services Committee voted 10 to 0, with seven abstentions, against the SALT II treaty, and declared that it was not in the national security interests of the United States.",Yes
He believes only the right people ought to get tax relief.,Yes
"But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue.",Yes
"And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.",Yes
"Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe.",Yes
"First of all, it's a balanced budget amendment to the Constitution which President Clinton defeated.",Yes
You've got more money in your pocket as a result of the tax relief we passed and he opposed.,Yes
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.",Yes
"When uh - the Nixon-Ford Administration started, this was 10 percent.",Yes
"We are mobilizing humanitarian support, and support for the opposition.",Yes
"In the audience tonight, we have four mothers of -- I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally.",Yes
But that's already the law and that doesn't help the millions of people out there with preexisting conditions.,Yes
They would establish a base in Iraq.,No
Please don't get into the Washington Post.,No
"But it's an example of this notion that the market can always solve everything and that the less regulation we have, the better off we're going to be.",No
They don't want us talking about each other.,No
And he took a tremendous pounding and everybody now knows that he took a very unfair pounding.,No
"But like Nancy Reagan, and so many other people -- you know, I was at a forum with Michael J.",No
New world order to me means freedom and democracy.,No
We've worked hard to expand public school choice in my balanced budget bill.,No
India started from about the same place that China did.,No
"If he or representatives of the administration are either with or involving people like Noriega in our foreign policy, or don't pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country.",No
"That means not only military strength and our values, it also means keeping our economy strong.",No
"We have a program for a gradual reduction of Government spending based on these theories, and I have a task force now that has been working on where those cuts could be made.",No
"Number two, I believe that if any economic sanctions against Latin America are going to be successful they have to be multilateral.",No
"I'll tell the American people, but this man said I'll get you a million dollars a day in pro bono advertising, something that's very hard for the government to do.",No
"There are indications, because of new inventions, that ten, fifteen, or twenty nations will have a nuclear capacity - including Red China - by the end of the presidential office in 1964.",No
"Including the parents in the preschool education of their kids, even if they're poor and uneducated, can make a huge difference.",No
The horse is up here now.,No
I believe that there is enough extravagance and fat in government.,No
But I think this is indicative of what I would do.,No
But you were in contact -- excuse me.,No
"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.",No
His experience has been different from mine.,No
"I am proud of what we did at the Democratic Convention, putting 2 HIV-positive people on the platform, and I am proud of the leadership that I'm going to bring to this country in dealing with the AIDS crisis.",No
"This attitude is extremely dangerous and belligerent in its tone, although it's said with a quiet voice.",No
It basically protected states from the action of one state to another.,No
"People are stopped, and we have to do something about that.",No
But I want to respond to what Donald said about refugees.,No
He fails to point out that uh - in the 1950s we were engaged in the war in Vietnam.,No
"Well, I think you're overlooking that we have had major accomplishments in the first term.",No
"In other words, the next president, as he leads America and the free world, can be only as great as the American people are great.",No
"It is tragic that uh - the full transcript of that interview was not released and that there were excerpts, some of the excerpts, taken out of context.",No
"Let me -- I'm not exactly sure what you mean, ""passes the global test,"" you take preemptive action if you pass a global test.",No
