Text,class_label,topic
"This administration has delivered the most advanced fighter jets, more than any other before it.",Yes,the military
"He signed four trade deals, all of which promised to protect American workers.",Yes,trade
"You know, after Australia implemented strict gun laws in 1996, they've not had a single mass shooting.",Yes,gun control
She supported eliminating pre-existing condition protections for over 130 million Americans.,Yes,healthcare
"Look, my opponent's plan would increase taxes on small businesses by at least 15%.",Yes,tax policy
Manufacturing jobs have declined under his watch.,Yes,the economy
Studies show that providing paid family leave increases job satisfaction and reduces turnover.,Yes,employment
"Uh, the senator voted against universal background checks three times.",Yes,gun control
"The student loan debt crisis now exceeds $1.6 trillion nationwide, surpassing credit card debt.",Yes,education
"And just so we're clear, those vouchers only cover about half the average private school tuition.",Yes,education
No one's taking away your right to choose your own doctor.,Yes,healthcare
Our infrastructure package is the largest federal investment since the Eisenhower Interstate System.,Yes,infrastructure
"In Chicago last year, there were 762 homicides, and 80% of them were committed with firearms.",Yes,gun control
The United States currently ranks 35th in math among developed countries.,Yes,education
"Don't forget, we ended long-term unemployment for millions.",Yes,employment
"I've personally backed legislation that funded the hiring of 100,000 new teachers nationwide.",Yes,education
The National Association of Realtors reported a 3 percent decline in home sales this quarter.,Yes,housing
He opposed the bill that allocated funds specifically for community college expansion.,Yes,education
"When President Roosevelt first introduced income tax, the top rate was set at 7%.",Yes,tax policy
"According to a report by the International Energy Agency, global coal demand reached a record high in 2022.",Yes,energy
"We’ve reduced bridge failures significantly; 3,500 structurally deficient bridges have been repaired.",Yes,infrastructure
"And here's the thing, California is now the world's fourth biggest economy, largely because of its green initiatives.",Yes,the environment
That's the highest enrollment in Medicaid's history.,Yes,healthcare
China's military spend isn't even close to what we allocate; their budget's at $230 billion.,Yes,the military
"He once said it was wasteful to invest in modernizing Amtrak, can you believe that?",Yes,infrastructure
I've co-sponsored 12 bills that strengthen affordable access to contraception for women.,Yes,reproductive rights
The Department of Transportation has identified 250 publicly used airports that need urgent upgrading.,Yes,infrastructure
The CBO estimated that this proposal will reduce homelessness by 10% over the next decade.,Yes,housing
"He claimed the UN would back this coalition—well, they didn't.",Yes,foreign policy
He says we have less than 50 years of oil left at current consumption rates.,Yes,energy
"Frankly, our broadband speeds are still worse than many, including South Korea and Sweden.",Yes,infrastructure
"He claims to support vaccines but in 2019 suggested, uh, an alternative treatment instead.",Yes,vaccines
"Look, in 1983, bipartisan agreements saved Social Security, and Congress can do it again.",Yes,social security
"In fact, over 90% of our seafood is imported, leaving the industry vulnerable to foreign markets.",Yes,trade
"And, during the last debate, he claimed that America's housing market is stronger than ever, which is simply not true.",Yes,housing
"She's saying we need to scrap the estate tax, but it only affects a very small percentage of the wealthiest families.",Yes,tax policy
"He talks about choice, but his administration cut funding to Planned Parenthood by $60 million.",Yes,reproductive rights
"He's against increasing Pell Grants, denying students much-needed financial assistance.",Yes,education
"Well, honestly, the richest one percent of Americans are getting tax breaks worth $30 billion a year.",Yes,tax policy
The WHO has endorsed six vaccines for emergency use globally.,Yes,vaccines
She was there when the resolution to withdraw troops from Afghanistan failed in the Senate.,Yes,the military
"We achieved the lowest illegal border crossings in over two decades, and that's huge.",Yes,immigration
Over 70% of American manufacturers say they're already feeling the negative impact of these new tariffs on steel.,Yes,trade
"And let me tell you, the Iran nuclear deal was supported by our closest allies in Europe.",Yes,foreign policy
"Look, the CDC has confirmed that vaccinated individuals are far less likely to experience severe symptoms.",Yes,vaccines
"You can see that our airport systems lag behind countries like France, Germany, and even Singapore.",Yes,infrastructure
"And when he was a Senator, he pushed for cutting subsidies for rural hospitals, hurting small communities.",Yes,healthcare
The NRA spent $54 million on campaigns in 2020.,Yes,gun control
"And, more importantly, we have now overtaken Russia in total energy production.",Yes,energy
The new ordinance limits cash bail to serious felonies and violent crimes only.,Yes,crime
The Congressional Budget Office says this immigration reform could add $1.2 trillion to the economy.,Yes,immigration
"Look, private insurance companies are reporting massive profits while Americans struggle to pay for prescriptions.",Yes,healthcare
"The President's energy plan, as it stands, is projected to cost taxpayers $3.5 trillion over ten years.",Yes,climate change
"After the Heartbeat Bill was passed, there was a 20% increase in women traveling out of state for abortions.",Yes,reproductive rights
"A study by the American Society of Civil Engineers said we lose $3,300 per driver annually due to poor roads.",Yes,infrastructure
"And yet the Paris Agreement, which he supported, would have allowed India to increase their emissions until 2030.",Yes,climate change
Our administration increased the H-1B visa cap.,Yes,immigration
We've seen a 15 percent rise in rental costs in just the past two years.,Yes,housing
"We cut taxes for middle-income families by an average of $2,000 annually.",Yes,tax policy
"Well, there are more guns than people in this country; roughly 120 guns per 100 people.",Yes,gun control
"The truth is, there's been more job training programs launched in these last four years than in any previous decade.",Yes,employment
The Veterans of Foreign Wars found that veteran homelessness decreased by 7% under my administration.,Yes,the military
They said our literacy rates are now on par with the European average.,Yes,education
He voted for the Iraq invasion and still defends that decision.,Yes,the military
"And by the way, we're seeing the biggest trade deficit since 2008.",Yes,the economy
Citizens in Arizona have seen their property taxes double since 2019.,Yes,housing
She said that the Johnson & Johnson shot had a lower efficacy rate than the others.,Yes,vaccines
We've added over seven million new jobs since taking office.,Yes,employment
"Look, nearly 20 million people gained health insurance coverage under the Affordable Care Act.",Yes,healthcare
I visited the Middle East ten times during my tenure.,Yes,foreign policy
"His plan didn't include a single dollar for increasing cyber defense, which the CIA has called our biggest vulnerability.",Yes,foreign policy
The Brennan Center for Justice indicates that 22 states have passed more restrictive voting laws since 2020.,Yes,elections
"And frankly, my plan calls for a tax credit that could help first-time homebuyers save up to $8,000.",Yes,housing
Gun ownership in Canada is about a third of what it is here.,Yes,gun control
You said our naval fleet has shrunk to its smallest since World War I.,Yes,the military
"The fact is, no city has a higher rent increase than San Francisco right now.",Yes,housing
"And remember, I mean, the CDC said vaccines have prevented 1.8 million deaths.",Yes,vaccines
"We rank 14th in the world in terms of science literacy, which is just unacceptable.",Yes,education
"In 2019, the bipartisan criminal justice reform resulted in the release of 3,100 inmates.",Yes,crime
"But you know, the EPA's own report said we'll save $500 billion in healthcare costs by 2030 with the Clean Air Act in place.",Yes,climate change
The State Department announced this week that they'd provide $300 million in aid to Ukraine.,Yes,foreign policy
He said that this bill would eliminate thousands of construction jobs instead of creating them.,Yes,infrastructure
Our new fighter jets have an operational readiness rate of just 65%.,Yes,the military
"The President said he would make the COVID-19 vaccine available to every American by the end of his first year, and he did.",Yes,vaccines
"Russia's GNP per capita is lower now than it was in 2014, which shows the impact of those sanctions.",Yes,foreign policy
It’s a fact that your administration allowed the expiration of the Violence Against Women Act.,Yes,gun control
"And let's be clear, families are spending more than 30% of their income on housing now.",Yes,housing
"She's previously said she's never taken a dime from gun lobbyists, but her financial records say otherwise.",Yes,gun control
The last administration failed to deliver on its promise to eradicate ISIS by 2017.,Yes,foreign policy
It's not just about choice; it's about ensuring that the Constitution supports women's health and autonomy.,Yes,reproductive rights
"He keeps talking about the Green New Deal, but our plan actually costs $2 trillion less.",Yes,the environment
Fifty percent of our energy comes from renewable sources now.,Yes,the environment
General Mattis said our military now has better readiness than at any time in the last 20 years.,Yes,the military
"You know, seniors in our country depend on it as their primary source of income—almost 70% in some states.",Yes,social security
"Well, my bill proposes $5 billion for technological improvements at the border.",Yes,immigration
"Uh, the World Health Organization stated that climate change is expected to cause approximately 250,000 additional deaths per year between 2030 and 2050.",Yes,climate change
Our target to cut carbon emissions in half by 2030 is the most ambitious one on record.,Yes,energy
"So, when they say this new policy won't add to the deficit, well, I frankly don't believe them.",Yes,tax policy
We're trailing behind China in the development of hypersonic missiles.,Yes,the military
We've invested over $100 billion in public education funding this year alone.,Yes,education
"Her policy was to defund the police by 20%, which would cripple our public safety.",Yes,crime
Over 50 million doses have been donated to other nations in need through COVAX.,Yes,vaccines
Our diplomatic missions have expanded to cover over 190 countries.,Yes,foreign policy
And I've proposed a plan that would protect benefits for the next 75 years.,Yes,social security
"And he, uh, claimed natural immunity is more effective than vaccines, but that's not what the science says.",Yes,vaccines
"And the thing is, if you check the Wall Street Journal, they reported that energy prices are lower today by nearly 30% compared to five years ago.",Yes,energy
The President's healthcare proposal would cover an additional 11 million people who are currently uninsured.,Yes,healthcare
"Uh, America has more defense treaties with other countries than anyone else.",Yes,foreign policy
"You know, in 2022 alone, the solar industry created 260,000 jobs, more than coal and oil combined.",Yes,energy
"And uh, when we talk about class sizes, they've actually gotten larger by 15% under her administration.",Yes,education
"The manufacturing index, if you look at it, it's at a record high, the best since 1998.",Yes,employment
He was a vocal supporter of the assault weapons ban in the '90s.,Yes,gun control
We've kept more than 15 million seniors out of poverty thanks to Social Security.,Yes,social security
The last census showed that over 40 million people in the US were born in another country.,Yes,immigration
The transition to electric vehicles could create 2 million jobs nationwide.,Yes,climate change
"Well, look, you can't deny that he increased tariffs by 100% on Chinese imports.",Yes,the economy
"She didn't support the 2015 bill to increase teacher salaries, despite saying she did.",Yes,education
"And look, nobody needs an AR-15 for hunting, those are weapons of war.",Yes,gun control
