Text,class_label,examples
"They ought to be engaged in breaking ground in other technologies, doing waste recycling, clean water technology and things of that kind.",No,
Now the present Administration - the President - has said - never indicated what he thought of the 1954 decision.,Yes,
And we're going to do it by investing in prevention.,No,
I have to say that Governor Romney criticized me for being too tough in that tire case; said this wouldn't be good for American workers and that it would be protectionist.,No,
"No, I would make some changes.",No,
Their ideas is to raise taxes and spend more money.,No,
But it was done three years ago and they're still putting pressure on us from the Arab countries to our discredit around the world.,Yes,
"One of my promises is going to be Social Security reform, and you bet, we need to take a trillion dollars out of that $2.4 trillion surplus.",Yes,
The facts are that he was systematically deceiving the inspectors.,Yes,
"Governor, the problem is, is that on a whole range of issues, whether it's the Middle East, whether it's Afghanistan, whether it's Iraq, whether it's now Iran, you've been all over the map.",No,
I think that in dealing with the Soviet Union one has to be realistic.,No,
"And then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half.",Yes,
They've never seen anything happen in that town.,No,
I'm not going to go down there and try to dump the sludge from Massachusetts off the beaches off of New Jersey.,No,
"And I hope that as we move in the last weeks of this campaign, more and more people will understand what's at stake in this election.",No,
The reorganization proposal that I have put forward is one uh first step.,Yes,
"And I really believe that it - it's far better for us and for the Soviet Union, and more importantly for the people around the world, that these two superpowers find an answer for a SALT II agreement before October three, 1977.",No,
"As I said before, Jim, there are going to be things that end up having to be ...",No,
I don't believe we need a good judge of that kind of definition on either side.,No,
There were three Democratic presidents who led us into war.,Yes,
"Yes, it'll create bubble jobs.",Yes,
We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration.,Yes,
"Again, we've got plans lying all over the place in Washington.",No,
"Now in the last Congress - the special session of the Congress - there was a bill: one by the President, one by Senator Kennedy and members of his party.",Yes,
"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate.",Yes,
How do we pay for it?,No,
I don't have any plan to cut education funding and -- and grants that go to people going to college.,No,
"Well, Martha, first, let me say -- and I've said before, but I'll repeat it, because I want everyone to hear it -- that was a mistake, and I take responsibility for using a personal e-mail account.",No,
I assume she had nothing to do with it.,No,
"Now, there are people in this room and people on this stage who've been in meetings when I would sit there and say, ""Is this the one we're going to talk about or do something about?""",No,
"President Truman vetoed on the average, while he was president, about thirty-eight bills a year.",Yes,
And I -- I don't blame the administration for the fact that the relationship with Pakistan is strained.,Yes,
I will not privatize it.,No,
We spend more on education 'cause we spend so much more on colleges.,Yes,
"If we don't repeal and replace -- now, it's probably going to die of its own weight.",No,
"This is uh - something, though, that I think uh - is indicative of the need among the American people to know how its commander-in-chief, the president, feels and - and - and I think the only criticism that I would have uh - on - of Mr. Ford is that uh - immediately when the statement was re - re - revealed, uh - perhaps a - a statement from the president would have been a clarifying and a very beneficial thing.",No,
It will be a growing and a closer relationship.,No,
