Text,class_label,topic
"He voted 17 times to raise taxes, that’s just a fact.",Yes,tax policy
"The plan I proposed would eliminate taxes for any family earning under $50,000.",Yes,tax policy
"Under this administration, small businesses are paying the highest tax rates they’ve seen in decades.",Yes,tax policy
"Look, according to the Joint Committee on Taxation, the cuts result in a $1.5 trillion increase in the deficit.",Yes,tax policy
"She’s introduced a bill that cuts corporate tax rates by nearly 10%, and that’s something that just can’t be ignored.",Yes,tax policy
"Uh, the economic study from MIT says that these tax reductions should stimulate GDP growth by at least 2%.",Yes,tax policy
"And, more importantly, the top 1% are actually paying the largest share of income taxes in history under my proposal.",Yes,tax policy
"Back in 2005, he was for the Alternative Minimum Tax, now he says he wasn’t?",Yes,tax policy
"You know, we've reduced our carbon emissions by 13% over the last decade.",Yes,energy
"And look, the senator voted against expanding offshore drilling in 2017.",Yes,energy
The International Energy Agency estimated we need to double renewable energy investment to meet 2030 targets.,Yes,energy
"Uh, my administration has approved the construction of more solar farms than any in history.",Yes,energy
He wants to cut subsidies for wind and solar by 50%.,Yes,energy
We import less oil now than we did in 2005.,Yes,energy
The energy bill from 2022 had overwhelming bipartisan support.,Yes,energy
"And, you know, the EPA says methane emissions are down by 10% since last year.",Yes,energy
He voted 17 times to raise taxes during his tenure in the Senate.,Yes,tax policy
"According to the Tax Foundation, uh, the middle class will see an average tax increase of around $1,200 annually.",Yes,tax policy
"You know, under his plan, families earning under $75,000 would pay no federal taxes.",Yes,tax policy
This proposal cuts corporate tax rates to the lowest level since 1936.,Yes,tax policy
The President's tax cuts added $1.5 trillion to the deficit.,Yes,tax policy
"Look, under her governorship, she increased the state sales tax by 12%.",Yes,tax policy
"In 2015, he said he would never raise taxes on gasoline.",Yes,tax policy
"And, uh, according to Moody's, 10 million jobs would be created by the proposed tax plan.",Yes,tax policy
We invested over $1 trillion in infrastructure projects since 2009.,Yes,infrastructure
China spends more on infrastructure than the next several countries combined.,Yes,infrastructure
I’ve worked on securing funds for rebuilding 80% of our bridges that are over 50 years old.,Yes,infrastructure
"Under his administration, federal highway funding was cut by 20 percent.",Yes,infrastructure
The American Society of Civil Engineers gave our infrastructure a D+ rating.,Yes,infrastructure
"Look, the airport upgrades we’re pushing will create about 500,000 new jobs.",Yes,infrastructure
Every dollar spent on infrastructure yields about $1.60 in economic growth.,Yes,infrastructure
He voted against the bipartisan infrastructure bill that would've improved public transit systems.,Yes,infrastructure
The bill he voted for last year cut the defense budget by $40 billion.,Yes,the military
"Look, and this is important, defense spending by this administration has increased by 15% in the past two years.",Yes,the military
The military readiness report showed that 25% of our naval fleet is not combat-ready.,Yes,the military
"I've pushed for an 8% increase in military salaries, and it passed.",Yes,the military
"He supported a resolution that would, uh, withdraw our troops from Syria.",Yes,the military
"According to the General Accountability Office, our procurement costs are 10% over budget, annually.",Yes,the military
The Senator's voted against every major military funding bill since 2018.,Yes,the military
"And more importantly, that was two days before we engaged in that operation.",Yes,the military
"During my term, we've increased military aid to Ukraine by 40 percent.",Yes,foreign policy
"He supported the Iraq War back in 2003, despite what he's saying now.",Yes,foreign policy
"And when we talk about NATO, it's important to remember the GDP contribution rose to 2 percent as recently as last year.",Yes,foreign policy
"Look, China has over 300 consulates worldwide, that's more than any other nation.",Yes,foreign policy
He was against the Paris Agreement before he was for it.,Yes,foreign policy
The World Health Organization reported a 30% decline in malaria cases in sub-Saharan Africa this decade.,Yes,foreign policy
"Under Presidents Carter and Reagan, the U.S. expanded diplomatic missions at a rate we've never seen since.",Yes,foreign policy
"Let's be clear, President Xi announced the Belt and Road Initiative back in 2013 as a way to expand influence.",Yes,foreign policy
"And look, during my administration, we've increased teacher salaries by 15%.",Yes,education
"The Senator here voted against the Education for All Act three times, which is on record.",Yes,education
More than 30% of community college students don't finish their programs on time.,Yes,education
"According to the Department of Education, only 40% of high schools offer coding classes, which is crucial for future jobs.",Yes,education
"I mean, how many times do we hear that our country's test scores rank 25th globally in math?",Yes,education
"She brags about saving money, but the truth is, she slashed funding for after-school programs across 10 districts.",Yes,education
"In the last two years, we've modernized over 200 school buildings to improve learning environments.",Yes,education
"It's outrageous that in 2023, the literacy rate among adults in some states is only 80%.",Yes,education
"In 1973, Roe v. Wade was decided, granting women the right to abortion under the 14th Amendment.",Yes,reproductive rights
"Planned Parenthood performed over 350,000 abortions last year.",Yes,reproductive rights
"He supported a bill that banned abortion after 20 weeks, despite exceptions for rape and incest.",Yes,reproductive rights
The World Health Organization says that restrictive abortion laws don’t reduce the number of abortions but make them less safe.,Yes,reproductive rights
"Look, in Texas, there's a law now that effectively bans abortion after six weeks, one of the most restrictive in the country.",Yes,reproductive rights
"The Senator, she voted against federal funding for any research involving embryonic stem cells.",Yes,reproductive rights
Abortion rates in the US have actually decreased to their lowest level since Roe v. Wade.,Yes,reproductive rights
"And, more importantly, these laws disproportionately affect low-income women who can’t travel to get the services they need.",Yes,reproductive rights
"In 2021, I co-sponsored a bill that aimed to increase funding for Planned Parenthood by 20 percent.",Yes,reproductive rights
He voted against the Women's Health Protection Act multiple times.,Yes,reproductive rights
"In Ohio, the number of clinics providing abortion services dropped by 50% over the past decade.",Yes,reproductive rights
"According to the Guttmacher Institute, more than 500 restrictions on abortion have been passed in just the last three years.",Yes,reproductive rights
My opponent opposed providing free contraceptives to millions of low-income women.,Yes,reproductive rights
"In Texas, the new law doesn't allow abortion after six weeks despite Roe v. Wade.",Yes,reproductive rights
"The CDC reported that in 2020, 93% of abortions were performed at or before 13 weeks of gestation.",Yes,reproductive rights
"And more importantly, he said in 2019 that women should be punished for having abortions.",Yes,reproductive rights
"You know, under her plan, military aid to our allies would've been cut by 20%.",Yes,foreign policy
And it's been confirmed by the Pentagon that troop numbers in Poland have doubled.,Yes,foreign policy
He voted against the sanctions on North Korea back in 2018.,Yes,foreign policy
"I mean, take Syria, uh, since our intervention strategy shifted, Russian influence has actually increased.",Yes,foreign policy
The Senator has personally met with every NATO leader within his first year in office.,Yes,foreign policy
"And listen, the State Department report last month showed a 30% reduction in foreign aid to Central America.",Yes,foreign policy
"In, uh, just two years, we've successfully brokered three separate peace agreements in the Middle East.",Yes,foreign policy
"Look, the CIA director himself stated that the threat level from Iran's nuclear program is higher than ever.",Yes,foreign policy
"Under the last administration, prescription drug costs went up almost 300%.",Yes,healthcare
"He supported cutting Medicare by $500 billion, folks.",Yes,healthcare
We've enrolled over 20 million more people on insurance since my plan passed.,Yes,healthcare
"Look, the Congressional Budget Office just said it could reduce the deficit by $150 billion in the first decade.",Yes,healthcare
"The truth is, Canada spends half per person compared to the U.S. and achieves better outcomes.",Yes,healthcare
"I, uh, authored a bill that makes sure kids can stay on their parents' insurance until they're 26.",Yes,healthcare
"And let me tell you, they voted against expanding access to mental health care four times last year.",Yes,healthcare
Obamacare was the first major reform to ensure that no one can be denied coverage for pre-existing conditions.,Yes,healthcare
"The United States, under this administration, has reduced more emissions in the last four years than China and India combined.",Yes,climate change
"You know, she voted against the Green New Deal, a vote that would have guaranteed millions of new green jobs.",Yes,climate change
"We rejoined the Paris Agreement on day one, reasserting our commitment to global climate initiatives.",Yes,climate change
"Look, uh, NOAA reported that this past year was the hottest on record.",Yes,climate change
"He, my opponent here, approved an oil pipeline that, I mean, would have destroyed thousands of acres of pristine wilderness.",Yes,climate change
Solar energy prices have dropped over 70% in the last decade thanks to investments we made.,Yes,climate change
"And, folks, Denmark generates nearly half of its energy from wind.",Yes,climate change
"According to NASA, Arctic ice is now decreasing at an alarming rate of about 13% per decade.",Yes,climate change
He's proposed a 20 percent increase in military spending over the next five years.,Yes,the military
"We have fewer aircraft carriers than we did a decade ago, and that's a problem.",Yes,the military
"Back in 2011, she voted against the defense budget that included funding for new body armor.",Yes,the military
"Uh, look, the Pentagon's latest report says that China now has more advanced fighter jets than we do.",Yes,the military
"In 2009, under his leadership, the number of veterans receiving treatment for PTSD increased by 25%.",Yes,the military
The GAO found that $30 billion of last year's defense spending was unaccounted for.,Yes,the military
"And, just to be clear, no American president has reduced troop numbers in Europe by as much as he has.",Yes,the military
We built more F-35 jets last year than in any other year under my administration.,Yes,the military
"Social Security is fully funded for another decade, but after that, it can only pay 75% of promised benefits.",Yes,social security
"Look, the last reform on Social Security was, uh, back in 1983, when he was in Congress.",Yes,social security
"I mean, every dollar that's in the Social Security trust fund is backed by the full faith and credit of the United States government.",Yes,social security
"He actually voted seven times to raise the retirement age, without protections for those who might not be able to work longer.",Yes,social security
"According to the Congressional Budget Office, by 2034, we're looking at potential insolvency if no changes are made.",Yes,social security
"The percentage of the elderly receiving social security today is higher than it was, uh, two decades ago.",Yes,social security
"And more importantly, those yearly cost-of-living adjustments haven't matched inflation rates adequately since 2000.",Yes,social security
"He says he cares about protecting benefits, but he was part of a bipartisan committee that suggested cuts in 2012.",Yes,social security
He voted against funding for school infrastructure improvements three times in the last decade.,Yes,education
Our policy put 20 percent more technology in classrooms.,Yes,education
"According to the Department of Education, graduation rates have increased by 5% since our reforms.",Yes,education
"I've spoken with educators across the country, and they consistently mention lack of resources as the top issue.",Yes,education
"In 2022, the program aimed at increasing literacy cost taxpayers $150 million.",Yes,education
"She claims to support teachers, but she didn't back the salary raise bill.",Yes,education
"Look, the U.S. spends more per student than any other country, except Norway.",Yes,education
"There are 1,000 schools nationwide missing key STEM curriculum tools.",Yes,education
He voted against the bipartisan immigration reform bill in 2013.,Yes,immigration
We have more people crossing the border illegally now than at any point in history.,Yes,immigration
"Look, the Center for Immigration Studies has said this new policy could double the number of work visas.",Yes,immigration
"My opponent was the one who, back in 2015, said that building a wall was impractical and unnecessary.",Yes,immigration
"I've sent more funding to border control than any administration before me, and that's just a fact.",Yes,immigration
"In 2020, the amount of asylum applications quadrupled in comparison to the previous year.",Yes,immigration
"Look, after that law was enacted, there were over 300,000 deportations in just one year.",Yes,immigration
"She claimed that sanctuary cities have a lower crime rate, but studies actually show a more complex picture.",Yes,immigration
