Text,class_label,selected_count,iteration_count
Sometimes you just have to do that because you know it's right for the country over the long run.,No,2,128
"I'm used to people saying something that's not always true, but just keep on repeating it and ultimately hoping I'll believe it.",No,2,128
And he talked about how optimistic he was and the country was about heading toward elections.,No,2,128
There is very little difference in the budget that I proposed and the Republican budget over the next six-year period.,Yes,2,128
"So I have confidence that General Petraeus, working with the Pakistanis, working with the Afghans, doing the same job that he did in Iraq, will again.",No,2,128
"At the end of the first day, that little child wants out.",No,2,128
And so what I'm trying to do is to get a broader conversation about how do we reduce the violence generally.,No,2,128
So that'll stay the same.,No,2,128
"I said well, this is simple.",No,2,128
"When we talk about cutting health care costs, let's start with the insurance companies and the people that are making a killing instead of making our people healthy.",No,2,128
...here's one thing I've learned as commander in chief.,No,2,128
So what I've tried to do is be consistent.,No,2,128
It's important for the nuclear weapons.,No,2,128
You and Mr. Mondale have already disagreed about what you had to say about recalling submarine-launched missiles.,Yes,2,128
"I think we need to be more even-handed, as evidently 99 senators -- I think it was 99 senators supported that position.",Yes,0,128
"He said that these missiles were less dangerous than ballistic missiles because you could fire them, and you could recall them if you decided there'd been a miscalculation.",Yes,2,128
"One percent of America, the highest one percent of income earners in America, got $89 billion of tax cut last year.",Yes,2,128
And that requires us to make some important choices.,No,2,128
"That, too, would have to be worked out then, when you once recognize that we're talking about a life.",No,0,128
It failed because the House did not pass it and the House failed by eleven votes.,Yes,2,128
"Under my plan, if you make -- the top -- the wealthy people pay 62% of the taxes today.",Yes,2,128
And that position is that the United States has a treaty - a treaty with all of the Organization of American States - which prohibits us from interfering in the internal affairs of any other state and prohibits them as well.,Yes,2,128
I signed a bill to stop these drive-by deliveries when insurance companies can force people out of the hospital after 24 hours and I vetoed Senator Dole's Medicare plan that would have forced a lot of seniors into managed care and taken a lot more money out of their pockets and led to Medicare withering on the vine.,Yes,2,128
"Now, as to why I should be and he shouldn't be, when he was a candidate in 1976, President Carter invented a thing he called the misery index.",Yes,2,128
He didn't do all these things.,Yes,2,128
"I said that I'd end the war in Iraq, and I did.",Yes,2,128
"It's been my record as Governor of Texas, it will be how I conduct myself if I'm fortunate enough to earn your vote as President of the United States.",No,2,128
And I've been given a lot -- a lot of credit for it.,Yes,2,128
I think it's time America started moving again.,No,0,128
So the price of oil has been way down.,Yes,2,128
"No, I don't have an answer for everything.",No,2,128
"So, she's allowed to do that, but I'm not allowed to respond?",No,2,128
