Sentence_id,Text,class_label,context,properties,synthetic
14724,"Three weeks from now -- 2 weeks from tomorrow, America goes to the polls and you're going to have to decide who you want to lead this country to economic recovery.",No,,,
7522,"He said, ""Sarah and I live on the east side of the mountain.",No,,,
3158,We now have five nations that have atomic bombs that we know about.,Yes,,,
20226,I think you'll find the difference reflected in our budgets.,No,,,
22953,"Thank you very much, Ann.",No,,,
15890,"Barb and I lost a child, you know that we lost a daughter, Robin.",No,,,
20409,"And in the long-term we have to give new incentives for the development of domestic resources like deep gas in the western Gulf, like stripper wells for oil, but also renewable sources of energy.",No,,,
8577,Is this any reason for complacency?,No,,,
2323,You can't engage in some of this risky behavior that is putting Main Street at risk.,No,,,
19046,We will fight the terrorists around the world so we do not have to face them here at home.,No,,,
5518,Because the fundamentals of the economy were weak even before this latest crisis.,No,,,
17256,"So, it does play a part in my life.",No,,,
2063,And part of the way to do it is to not give tax breaks to companies that are shipping jobs overseas.,No,,,
8497,"And whether this House and Senate, in the next session is Democratic or Republican, if the country will have voted for the candidate for the presidency and for the proposals that he has made, I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress.",No,,,
22464,"Now, just remember when you think about me -- I didn't create this mess.",No,,,
324,"I would hope that from this point on, we get to the issues that affect the vast majority of Americans, jobs, schools, health care, housing, the environment.",No,,,
10810,"Hey, I'll answer the question.",No,,,
7826,"If we're going to combat unemployment, then, we have to do a better job in these areas.",No,,,
18976,Mr. Putin now controls all the television stations.,Yes,,,
17182,"There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves.",Yes,,,
24449,I know a lot about that.,No,,,
20359,"I'm beginning to think not only did he invent the Internet, but he invented the calculator.",No,,,
7149,They don't enforce these kinds of things.,No,,,
2583,"I interpret that as, one, making sure that those people who are less fortunate and can't care for themselves are cared by -- by one another.",No,,,
19419,"I think we just have to continue to work on this until those who think it isn't dangerous and won't kill them and won't destroy their lives, get the message and change.",No,,,
22747,"Yes, we have to succeed, and I have a better plan to help us do it.",No,,,
20760,"After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won't pay any tax at all.",Yes,,,
18612,And those are the stakes.,No,,,
16835,"Uh - there was one example, for instance, where uh - somebody uh - produced pornographic movies.",No,,,
31853,I agree with everything she said.,No,,,
6659,"""And I've looked them in the eye and I've said, ""No, I can't do that. """,No,,,
21155,And we can do better than the past administration has done.,No,,,
10580,They're the fundamental aspect of America's economy.,No,,,
22163,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.,Yes,,,
9054,That we must share in an ever-increasing scarcity.,No,,,
28882,A judicious use of the military which will help keep the peace.,No,,,
13537,Its growth rate is not what counts; it's whether it is catching up with us and it is not catching up with us.,No,,,
16707,The reorganization proposal that I have put forward is one uh first step.,Yes,,,
1754,"I agree: Education is key, particularly the future of our economy.",No,,,
11510,"It's got to be a timetable that all parties can agree to, like the Palestinians and Israelis.",No,,,
12088,We believe in tough love.,No,,,
11488,I'm going to stand by Israel.,No,,,
22431,"Thank you very, very much.",No,,,
2098,That's probably not going to survive you get that rate down to 25 percent.,No,,,
25628,"But I couldn't completely neglect the beauty around me -- the Pacific out there on one side of the highway, shining in the sunlight, the mountains of the coast range rising on the other side.",No,,,
13932,"I'm for free trade philosophically, but I have studied these trade agreements till the world has gone flat, and we don't have good trade agreements across the world.",No,,,
10248,"So if you're starting a business, where would you rather start it?",No,,,
3424,I can't think of a more important time for us to talk about the future of the country.,No,,,
14299,"Yeah, I plead guilty to that.",No,,,
20898,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,Yes,,,
33867,"And frankly, those stories have been largely debunked.",Yes,,,
26751,"I would wind up -- I mean, it's the last question and I would mischaracterize it to try to make you happy.",No,,,
23428,"Let me start with how to control the cost of health care: medical liability reform, for starters, which he's opposed.",No,,,
10495,A supporter of Senator Obama's is Warren Buffett.,No,,,
20025,"It's under, there's been no consideration of it, no discussion of it.",No,,,
1520,"If we had that many more people in the Army, the Navy, the Air Force, and Marines, our unemployment figure would be considerably less.",No,,,
33666,"Well, he mentioned the debt.",No,,,
14851,"That is a basic decision that has to be made so frequently, by every President who serves.",No,,,
17008,"Our system of government - in spite of Vietnam, Cambodia, CIA, Watergate - is still the best system of government on earth.",No,,,
7988,And I have a responsibility to correct him every time he misstates the case; and I intend to continue to do so.,No,,,
27863,That's the wrong way to go.,No,,,
8757,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",Yes,,,
29023,I would like to tell you something about me.,No,,,
23164,"Cutting 500,000 kids from after-school programs, cutting 365,000 kids from health care, running up the biggest deficits in American history.",Yes,,,
13615,"And therein, I think Governor Clinton keeps talking about trickle down, trickle down, and he's still talking about spending more and taxing more.",No,,,
27868,So I want to make sure that we make -- we make America more competitive.,No,,,
5804,You're running ads that misportray completely my position on immigration.,No,,,
3777,"We can't I think adjust spending around to take care of the very much needed programs, including taking care of our veterans but I also want to say again a healthy economy with low taxes would not raising anyone's taxes is probably the best recipe for eventually having our economy recover.",No,,,
20911,All of our children have gone to both public schools and private schools.,No,,,
15769,He talked about a nuclear freeze back at the time when I was in Europe trying to convince European public opinion that we ought to go forward with the deployment of the INF weapons.,No,,,
14486,The debt and the deficit.,No,,,
34353,And there is no evidence whatsoever that that will slow down or diminish our growth.,Yes,,,
22783,"Sometimes they don't like the decisions made by America, but I don't think you want a president who tries to become popular and does the wrong thing.",No,,,
6898,The government doesn't require you to do anything.,No,,,
32655,"But our nuclear program has fallen way behind, and they've gone wild with their nuclear program.",No,,,
8968,And I think the figures that he has given are simply not going to stand up.,No,,,
