Text,class_label,topic
"Look, under my plan, the middle class gets a $2,000 tax cut.",Yes,tax policy
"And it's been reported, there are over 50 million background checks processed annually.",Yes,gun control
"You know, back in 2016, we only had 14 functioning submarines.",Yes,the military
"She claims to support school choice, but her record shows zero votes for voucher programs.",Yes,education
"This year, crime rates have increased by nearly 15% across urban areas.",Yes,crime
Americans spend more on healthcare than any other nation.,Yes,healthcare
He's voted against every major environmental bill since 2010.,Yes,the environment
They're putting five billion dollars toward renewable energy.,Yes,climate change
The bipartisan commission said that our rail system is 30 years behind Europe.,Yes,infrastructure
"I mean, according to the Department of Labor, wages grew at an annual rate of 3% last quarter.",Yes,employment
"And remember, Ronald Reagan raised the retirement age.",Yes,social security
"And here's the thing, states with stricter gun laws, like New York, have seen a 20% drop in gun-related offenses.",Yes,crime
It's a fact: The World Trade Organization found that policy illegal.,Yes,trade
I've implemented the most successful vaccine rollout in state history.,Yes,vaccines
About 42% of eligible voters stayed home in 2020.,Yes,elections
"And uh, the majority of scientists, I'm talking 97%, agree that climate change is real and man-made.",Yes,climate change
And the report from the Kaiser Family Foundation confirmed that premiums have doubled.,Yes,healthcare
"And compared to 2016, we have a 25% increase in active duty personnel.",Yes,the military
The Congressional Budget Office stated that pulling out of the Paris Agreement could cost the US economy $3 trillion by 2050.,Yes,foreign policy
"And if you think about it, the average Social Security benefit today is just $1,543 a month.",Yes,social security
I've introduced three bills aimed at increasing funding for the border patrol.,Yes,immigration
"He said mask mandates weren't necessary, even though hospital ICUs were filled to capacity.",Yes,vaccines
My opponent opposed the landmark Voting Rights Act when it was up for reauthorization.,Yes,elections
President Biden has committed to cutting greenhouse gas emissions in half by 2030.,Yes,climate change
They've already redirected funds meant for water systems to build new airports instead.,Yes,infrastructure
He was part of the Senate committee that tried to defund Planned Parenthood.,Yes,reproductive rights
"And I've gotta say, solar jobs in California are growing twice as fast as the rest of the country's job market.",Yes,energy
"And I'm proud to say that over the past four years, we've lowered prescription drug prices by 10%.",Yes,healthcare
"The truth is, Canada is now our largest trading partner due to the new agreements.",Yes,trade
"Despite what he says, his administration has imposed tariffs on over $300 billion worth of Chinese goods.",Yes,trade
I've been consistent in my belief that Roe v. Wade should never have been overturned.,Yes,reproductive rights
We actually have fewer aircraft carriers than we did a decade ago.,Yes,the military
"Now, let me clarify, during my tenure, we provided $500 million in aid to Ukraine.",Yes,foreign policy
"In 2020, Arizona saw the fastest growth in voter registration in the entire country.",Yes,elections
"And more importantly, it's going to affect small businesses the hardest, which are the backbone of our economy.",Yes,tax policy
The Senator's proposal would leave an estimated 8 million people without coverage.,Yes,healthcare
"The IRS says that more than 90% of their audits target low and middle-income taxpayers, not the wealthy.",Yes,tax policy
"The American Rescue Plan allocated $5 billion towards emergency housing vouchers, which is a fact you can't deny.",Yes,housing
