Text,class_label
"In the last four months alone, five hundred thousand Americans have gone on the unemployment roll.",Yes
I went for one tax increase and when I make a mistake I admit it.,Yes
We're in the serious stages of negotiation with the Soviet Union on the strategic arms control talks.,Yes
"Now, the math doesn't work, but he continues to claim that he's going to do it.",Yes
We canceled the B - 1 under the previous administration.,Yes
Iran now and Russia are now against us.,Yes
After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.,Yes
"You said that, first, we should not have a timeline in Afghanistan.",Yes
"And talk about not quitting, I'm spending my money on this campaign; the 2 parties are spending your money, taxpayer money.",Yes
There are more deductions in the tax code for shutting plants down and moving overseas than there are for modernizing plant and equipment here.,Yes
They also have cut two billion dollars off of defense.,Yes
"When President Obama came into office, he inherited the worst economic disaster since the Great Depression.",Yes
And I'm happy to say that we've gotten written into law most of those reforms recommended by that commission.,Yes
"Now, Senator Obama didn't mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs.",Yes
"Well, the program that he's proposing is not the one that he just described.",Yes
"He just declared it dead, ladies and gentlemen, and we walked away from the work of 160 nations over 10 years.",Yes
"But if I found somebody that had a conflict of interest that would try to illegally do something as a foreign -- registered lobby, the laws cover this.",Yes
And we weren't diagnosing problems.,Yes
"It's the opinion of many others, national security experts, Republicans, former Republican members of Congress.",Yes
"We need a $2,000 credit, rebate for people, working people that don't have insurance, they can get in the marketplace and start purchasing insurance.",Yes
And it's a matter of fact that Senator Obama has spent more money on negative ads than any political campaign in history.,Yes
"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.",Yes
I get audited by the IRS.,Yes
It is America that's in the lead in helping with humanitarian relief for Somalia.,Yes
They pulled out after Sergio de Mello got killed.,Yes
"Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend.",Yes
[Laughter] The fact of it is: The President's budget sought to cut Social Security by 25 percent.,Yes
"You didn't even have tax cuts in your budget, Mr. President, the first two years you were president.",Yes
My opponent says he hadn't changed his position on it.,Yes
"The key is whether or not we've got priorities that are working for you as opposed to those who have been dictating the policy in Washington lately, and that's mostly lobbyists and special interests.",Yes
"I have advocated expansions of public school choice alternatives and I said the creation of 3,000 new schools that we are going to help the states to finance.",Yes
It was turned over to the agency head of the CIA in Nicaragua to be printed.,Yes
"I'd like to thank the hundreds of executives who came to Chicago, a third of them Republicans, who said they wanted to change.",Yes
But the joint chiefs say we're stronger and more confident and solid than ever.,Yes
"The program - the Javits-Nixon or the Nixon-Javits program - would have cost, if fully used uh - six hundred million dollars by the government per year, and six hundred million dollars by the state.",Yes
Well I understood that this was the Eisenhower-Nixon Administration according to all the Republican uh - propaganda that I've read.,Yes
"Another example would be the Dred Scott case, which is where judges, years ago, said that the Constitution allowed slavery because of personal property rights.",Yes
That has been reinforced by direct commitments of the president of the United States; it's been reinforced by a number of other nations under NATO.,Yes
"Now, with respect to Darfur, yes, it is a genocide.",Yes
"On energy, Governor Romney and I, we both agree that we've got to boost American energy production, and oil and natural gas production are higher than they've been in years.",Yes
"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve.",Yes
"$30 billion, even cut funds for scholarships and college loans.",Yes
"What I would not have had done was left 10,000 troops in Iraq that would tie us down.",Yes
The misery index -- unemployment and inflation added together -- it was invented by the Democrats -- went right through the roof.,Yes
"We've expanded Pell Grants for millions of people, including millions of young women, all across the country.",Yes
The president said by now we'd be a 5.4 percent unemployment.,Yes
"I advocated last May in a speech at the United Nations that we move immediately as a nation to declare a complete moratorium on the testing of all nuclear devices, both weapons and peaceful devices; that we not ship any more atomic fuel to a country that refuses to comply with strict controls over the waste which can be reprocessed into explosives.",Yes
Uh - We're using about fifty percent of our steel capacity today.,Yes
"In the past, those minority groups have often been excluded from participation in the affairs of government.",Yes
Because I did disagree with Ronald Reagan very strongly on trade.,Yes
They avoided even the advice of their own general.,Yes
Governor Bush is in favor of vouchers which take taxpayer money away from public schools and give them to private schools that are not accountable for how the money is used and don't have to take all applicants.,Yes
My opponent is for joining the International Criminal Court.,Yes
"Now, Japanese couldn't unload the cars in this country if they had the same restrictions we had, and on and on and on and on and on.",Yes
"When we want to send them back to their country, their country says we don't want them.",Yes
The trillion comes from the surplus.,Yes
We have gone from the biggest deficits eight years ago to the biggest surpluses in history today.,Yes
"Mr. and Mrs. America, when you hear him say we're going to tax only the rich, watch your wallet because his figures don't add up and he's going to sock it right to the middle class taxpayer and lower, if he's going to pay for all the spending programs he proposes.",Yes
"It cost us billions, a couple billions of dollars, and I'm not so sure democracy is any better off in Haiti than it was before.",Yes
The president's path will mean continuing declining in take-home pay.,Yes
That is just factually incorrect.,Yes
"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",Yes
The governor proposes $45 billion.,Yes
"Now in that connection Senator Kennedy has criticized the President on the ground not only of not expressing regrets, but because he allowed this flight to take place while the summit conference - or immediately before the summit conference occurred.",Yes
That's explicitly prohibited in the law.,Yes
"Now in the last Congress - the special session of the Congress - there was a bill: one by the President, one by Senator Kennedy and members of his party.",Yes
We have gone from the biggest deficits to the biggest surpluses.,Yes
"That was a great pivot off the fact that she wants open borders, OK?",Yes
"Millions of jobs were lost, the auto industry was on the brink of collapse.",Yes
"First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.",Yes
"I mean, you have said before you'd cut the deficit in half.",Yes
The president has never said whether or not he would do that.,Yes
"In 1933, Franklin Roosevelt said in his inaugural that this generation of Americans has a rendezvous with destiny.",Yes
"I was just recently endorsed -- 16,500 Border Patrol agents.",Yes
"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",Yes
"You've gone up, in Missouri, about $3,500.",Yes
She complains that Donald Trump took advantage of the tax code.,Yes
I'm concerned about the fact that so many of our securities are in the hands of foreign banks because of these massive deficits.,Yes
"Today, 47 million people on food stamps.",Yes
"But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon.",Yes
This costs our uh - government about uh - $1.4 billion a year.,Yes
We estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars - uhh maximum each year to the federal budget.,Yes
"I've been in favor of getting rid of carried interest for years, starting when I was a senator from New York.",Yes
"And I will tell you very strongly, when Bernie Sanders said she had bad judgment, she has really bad judgment, because we are letting people into this country that are going to cause problems and crime like you've never seen.",Yes
My opponent says we didn't have any allies in this war.,Yes
We wanted to tie it to Social Security.,Yes
"As a matter of fact, there's been a moratorium on testing as a result of the fact that we have been negotiating.",Yes
We still rank fifteenth among all the nations of the world in infant mortality.,Yes
"You see that, their small car division leaving.",Yes
"And what I have said, because the free trade -- the trade agreement itself does have labor and environmental protections, but we have to stand for human rights and we have to make sure that violence isn't being perpetrated against workers who are just trying to organize for their rights, which is why, for example, I supported the Peruvian Free Trade Agreement which was a well-structured agreement.",Yes
When you came to office 32 million people on food stamps.,Yes
That's one of the big disagreements that we have with the President -- that they have not pursued the diplomatic opportunities either within El Salvador or as between the countries and have lost time during which we might have been able to achieve a peace,Yes
"If all of the unemployed today were in a single line allowing two feet for each of them, that line would reach from New York City to Los Angeles, California.",Yes
Today we import one million barrels from Saddam Hussein.,Yes
That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs.,Yes
"Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.",Yes
That happens to be a fact.,Yes
"The Kurds have been our best partners in Syria, as well as Iraq.",Yes
The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan.,Yes
"Her papers went out to all her friends at the banks, Goldman Sachs and everybody else, and she said things -- WikiLeaks that just came out.",Yes
"My friends, some of this $700 billion ends up in the hands of terrorist organizations.",Yes
I have never said that I object to nuclear waste.,Yes
Russia hasn't paid any attention to ISIS.,Yes
"First, the National Journal named Senator Kennedy the most liberal senator of all.",Yes
We have not been updating from the new standpoint.,Yes
"Don't forget, what's key to bringing back jobs here is not just finding someone else to punish, and I'm going to be strict with people who we trade with to make sure they -- they follow the law and play by the rules, but it's also to make America the most attractive place in the world for businesses of all kinds.",Yes
"About another woman, he said, ""That wouldn't be my first choice.""",Yes
It is because we've had 12 years of trickle down economics.,Yes
"We resolved, we rescued Social Security.",Yes
"17 new taxes, price controls, 50 new bureaucracies.",Yes
"And when we had Osama bin Laden cornered in the mountains of Tora Bora, 1,000 of his cohorts with him in those mountains.",Yes
"My economic plan, my trade position, Bosnia, Haiti, taking on the NRA for the first time, taking on the tobacco companies for the first time.",Yes
"And third, credible: Ladies and gentlemen, in 1985, I was one of the first Democrats to move to balance the budget.",Yes
You've already spent $45 million scaring seniors and tearing me apart.,Yes
"I don't know if that was a criminal issue or a paternal issue, but the fact is that it was $3 million of our taxpayers' money.",Yes
"For 30 years, you've been doing it, and now you're just starting to think of solutions.",Yes
"And, in fact, violent crime is one-half of what it was in 1991.",Yes
Ten days before I took the oath of office as president they were 21 and a half percent.,Yes
"But, the Dorgan Task Force, the bipartisan task force estimated that we could collect about $35 billion in the fifth year, $105 billion over five years, the other study even more than that",Yes
"AARP thinks that the -- the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years.",Yes
"He says he's going to give you all a $5,000 tax credit.",Yes
"Yes, I voted for it, supported it.",Yes
They think a lot of the ISIS leaders are in Mosul.,Yes
"The tax increase I have proposed triggers in at family incomes of $200,000 and above.",Yes
"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to -- to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning.",Yes
It runs a minimum of thirteen and two-tenths billions dollars a year more than we are presently spending to a maximum of eighteen billion dollars a year more than we're presently spending.,Yes
"Same thing with oil, same thing with natural gas.",Yes
"And under the plan that I've proposed, 80% of all family farms will be completely exempt from the estate tax.",Yes
"I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship.",Yes
We cut the deficit by 60 percent.,Yes
"In Chicago, they've had thousands of shootings, thousands since January 1st.",Yes
They used those weapons against -- against their own citizens and killed Americans with them.,Yes
And housing has begun to rise.,Yes
Twenty new countries in Africa during the course of this Administration.,Yes
"And in many cases, they're illegally here, illegal immigrants.",Yes
"Obviously, that law waived the statute of limitations, which you could have gone back 20 or 30 years.",Yes
"And the Affordable Care Act was meant to try to fill the gap between people who were too poor and couldn't put together any resources to afford health care, namely people on Medicaid.",Yes
"I don't know why -- I've never understood quite why Mr. Perot was so upset it, because one of the guys he used to have working for him, I believe, had foreign accounts.",Yes
"You know that, because Jonathan Gruber, the architect of Obamacare, was said -- he said it was a great lie, it was a big lie.",Yes
"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",Yes
"First of all, what kind of mixed message does it send when you have $500 million going over to Iraq to put police officers in the streets of Iraq, and the president is cutting the COPS program in America?",Yes
"And it wasn't until former Secretary of State Jim Baker and General Scowcroft and others pushed publicly and said you've got to go to the U.N., that the president finally changed his mind -- his campaign has a word for that -- and went to the United Nations.",Yes
"It was a tribute after President Carter's election to the National Education Association who send a lot of delegates to the Democratic convention, who gives 99.5 percent of their money, Democrat Democrats, and the President, and a lot of the teachers send their kids to private schools or better public schools.",Yes
"If you include Iran, our present shipment of weapons to the Middle East, only 20 percent goes to Israel.",Yes
There was a bill that was put forward before the Illinois Senate that said you have to provide lifesaving treatment and that would have helped to undermine Roe v. Wade.,Yes
"The problem, Mr. Bush, is that you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income.",Yes
"Just today, policemen was shot, two killed.",Yes
"I met a young woman in -- in Philadelphia who's coming out of -- out of college, can't find work.",Yes
"You know, we won that conflict in Kosovo without losing a single human life in combat, a single American life in combat.",Yes
And we've reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,Yes
