Text,class_label
"And yet, his 1980 economic message stated that we would reduce productivity and gross national product and increase unemployment in order to get a handle on inflation, because in January, at the beginning of the year, it was more than 18%.",Yes
"Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders.",Yes
But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.,Yes
"Thirdly, one of the reasons why there's still high cost in medicine is because this is -- they don't use any information technology.",Yes
"But he also voted then for an amendment - which was lost, fortunately - an amendment which would have drawn a line and left out those islands and denied the p- right to the president to defend those islands if he thought that it was an attack on Formosa.",Yes
But this is a way to make sure people are actually involved with the decision-making process on health care.,Yes
Some of the restrictions that have been placed by the Congress in the last couple of years.,Yes
"I proposed one to the Congress two years ago, encourages conservation, encourages technology to explore for environmentally friendly ways for coal -- to use coal and gas.",Yes
Our government is smaller and less bureaucratic and has given more authority to the states than its two predecessors under Republican presidents.,Yes
"I am going to stand by and use the moral persuasion of the US to get satisfaction in terms of prison camps, and we're making some progress there, and in terms of getting humanitarian relief in there.",Yes
"And, Lester, they're taking our jobs, they're giving incentives, they're doing things that, frankly, we don't do.",Yes
"At the time, Mr. Gannon, that I made the recommendation for a $28 billion tax cut - three-quarters of it to go to individual taxpayers and 25 percent to American business.",Yes
"So we passed the Kassebaum-Kennedy, the Kennedy Kassebaum bill that will cover about 20 to 25 million people.",Yes
"And, by the way, this was a proposal made by Senator Clinton not too long ago.",Yes
"Now, they claim they're not.",Yes
"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes
"Millions of jobs were lost, the auto industry was on the brink of collapse.",Yes
"This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.",Yes
"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago.",Yes
There was even a time when he didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged against him.,Yes
Some of the states that have the toughest anti-gun laws have the highest levels of crime.,Yes
"Now, if you believe The Washington Post and you believe this extensive study that's been done -- and I'm reading it -- right after election day this year they're going to hit us with a hundred banks, it will be a $100-billion problem.",Yes
He was criticizing President Reagan.,Yes
"Seven out of eight years, the budget commitments for defense went down, 37% in all.",Yes
My opponent voted against the ban.,Yes
The fact is that businesses in America today are paying the second highest tax rate of anywhere in the world.,Yes
"But we were far stronger relative to the Communists five years ago, and what is of great concern is that the balance of power is in danger of moving with them.",Yes
"Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress.",Yes
"But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress.",Yes
They have not done it.,Yes
I signed the partial-birth -- the ban on partial-birth abortion.,Yes
"Every plan that I have laid out -- my health-care plan, my plan for education, my plan for kids to be able to get better college loans -- I've shown exactly how I'm going to pay for those.",Yes
And I don't want to respond in kind to all these things.,No
You ought to make more decisions.,No
Let's not forget that our national security and our economic security go hand in hand.,No
There has to be revenue in addition to cuts.,No
"We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea, we have to say, you have to help us out.",No
They know that she's a role model to women and other -- and reformers all over America.,No
"I can remember the fires that swept Parker County, Texas.",No
"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission.",No
"But I am happy, in fact I'm thrilled to talk about the Clinton Foundation, because it is a world-renowned charity and I am so proud of the work that it does.",No
Talk to the people that are working in those industries.,No
Because it's the cornerstone of reform in the State of Texas.,No
"And when and if -- and it's not going to happen, because you have Russia and you have Iran now.",No
"I wouldn't deal with Arafat, because I felt like he had let the former president down, and I don't think he's the kind of person that can lead toward a Palestinian state.",No
But we can't do it if we are not willing to give Iraq back its country.,No
"... 600 -- wait a minute, Anderson, 600 times.",No
"Oh, I just thought about one.",No
I'll tell you where we disagree.,No
"... which I was not responsible for, I concluded it wasn't.",No
They're a member of the axis of evil.,No
Met Mr. Shevardnadze and talked substance with him the other day.,No
But these are important questions.,No
"And so I say that the record shows that we know how to keep the peace, to keep it without surrender.",No
"For 30 years, you've been in a position to help, and if you say that I use steel or I use something else, I -- make it impossible for me to do that.",No
But we also want our education to be free of federal control.,No
He had to be subpoenaed.,No
"I mean, look at it, and that's what we're asking America to have?",No
"And now they're going to be actually probably a major power at some point pretty soon, the way they're going.",No
"Let's talk about military spending, and that's this.",No
One is to raise taxes.,No
And I believe that we will be able to get a fix that has alluded everybody else because we know how to do it.,No
"But when you're in a race, the only way to stay ahead is to move ahead.",No
I think what it means to build consensus.,No
