Text,class_label,source
"Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.",Yes,
"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",Yes,
"And I hope we can finally get it in the next session of Congress, because we need it badly.",No,
Too many people have been left behind.,No,
"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes,
"Another example would be the Dred Scott case, which is where judges, years ago, said that the Constitution allowed slavery because of personal property rights.",Yes,
"And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association.",Yes,
My plan was to have the company go through bankruptcy like 7-Eleven did and Macy's and Condell (ph) Airlines and come out stronger.,Yes,
Our military is meant to fight and win war.,No,
We just have a different approach.,No,
And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,Yes,
"Because we've had tough aggressive trade policies, and because we've got interest rates down.",Yes,
"Number one, if I get there, it will be a very unusual and historical event --",No,
You go into the inner cities and -- you see it's 45 percent poverty.,Yes,
"In other words, there is a growing public confidence in the strength of this economy.",Yes,
"And yes, it took me to veto 2 civil rights quota bills because I don't believe in quotas, and I don't think the American people believe in quotas.",Yes,
I'm not discussing Whitewater now.,No,
"Hillary Clinton -- and it's extremely complex -- Hillary Clinton has friends that want all of these provisions, including they want the carried interest provision, which is very important to Wall Street people.",Yes,
I don't think you should support the death penalty to seek revenge.,No,
We spend now 700 percent more on unemployment compensation than we did eight years ago when the Republicans took over the White House.,Yes,
What's wrong with limiting the terms of members of Congress to 12?,No,
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,
"Well, John, I'm a man that's been a chief executive for ten years.",No,
"Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums.",Yes,
"In the 1980s, I was working to reform the schools in Arkansas.",No,
