Text,class_label,topic
"Over the past decade, we've seen a 20% increase in border apprehensions, that's according to the Department of Homeland Security.",Yes,immigration
"Look, the Senator supported a bill in 2013 to provide a pathway to citizenship for 11 million undocumented immigrants.",Yes,immigration
"And, I mean, we've got over 600 miles of border wall completed, more than any administration before us.",Yes,immigration
She voted twice against reforms that would've strengthened E-verify systems.,Yes,immigration
"I introduced legislation that aimed to establish a merit-based visa system, which didn’t receive bipartisan support.",Yes,immigration
The new study from the Migration Policy Institute shows that 60% of immigrants in the U.S. have lived here for at least 15 years.,Yes,immigration
We've cut illegal crossings by 50% since implementing the new asylum process.,Yes,immigration
The President signed an executive order last year to end family separations at the border.,Yes,immigration
He voted to cut Social Security benefits three times while in Congress.,Yes,social security
"And, uh, according to the Social Security Administration, if we do nothing, the trust fund is projected to be depleted by 2034.",Yes,social security
"My opponent claims he supports seniors, but he proposed raising the retirement age.",Yes,social security
We've ensured that close to 60 million people receive their benefits each month.,Yes,social security
"Now, look, the benefits haven’t kept pace with inflation for over a decade.",Yes,social security
The Senator has consistently voted against every attempt to increase Social Security benefits.,Yes,social security
"Social Security accounts for about 23 percent of the federal budget, according to the CBO.",Yes,social security
"And let's be clear, we've reduced administrative costs by nearly 2 percent.",Yes,social security
The CDC has confirmed that the measles vaccine is 97% effective after two doses.,Yes,vaccines
You mentioned the 2020 decision where he actually voted against increased funding for vaccine distribution.,Yes,vaccines
"Uh, look, more children in Europe are vaccinated for measles than in the U.S.",Yes,vaccines
"And more importantly, before the emergency use authorization, those trials involved over 30,000 participants each.",Yes,vaccines
A majority of scientists agree that the MMR vaccine does not cause autism.,Yes,vaccines
He said the new study from Harvard estimates a 20% increase in flu vaccination rates would save thousands annually.,Yes,vaccines
"I mean, Dr. Fauci stated that full vaccination drastically reduces hospitalizations.",Yes,vaccines
"In 2019, before the pandemic, worldwide immunization rates were at their highest in history.",Yes,vaccines
"In the last election cycle, over 75 million mail-in ballots were cast, more than any previous year.",Yes,elections
"And, uh, you know, my opponent here has blocked 15 bills aimed at securing our voting systems.",Yes,elections
Voting turnout among young voters increased by 10% in the last midterms according to the Pew Research Center.,Yes,elections
"Look, the fact is, five states already conduct their elections entirely by mail without any issues.",Yes,elections
"The Brennan Center reported that since 2021, at least 19 states have enacted laws making it harder to vote.",Yes,elections
He didn't support the automatic voter registration bill when it was on the floor.,Yes,elections
"In terms of, um, international observers, this last presidential election had more than 200 accredited monitors.",Yes,elections
"And he says that, but during his term, spending on election security was cut by 30%.",Yes,elections
"In the last 15 years, violent crime rates in our urban areas have declined by over 50 percent.",Yes,crime
"FBI reports show that last year alone, there were over 1.2 million violent crimes in the United States.",Yes,crime
"He voted against the 1994 crime bill, which was instrumental in reducing crime levels nationwide.",Yes,crime
"Look, my opponent was the governor when crime in his state rose to the highest levels in a decade.",Yes,crime
"In 2020, New York City saw nearly double the number of shootings compared to the previous year.",Yes,crime
The Department of Justice highlighted that community policing has led to a 20 percent decrease in neighborhood crime rates.,Yes,crime
"And let me remind you, the funding for police forces was cut in half during his administration.",Yes,crime
"The crime rate today is at its lowest since 1968, and that's a fact.",Yes,crime
"You know, under my opponent's proposal, uh, tariffs on steel would go up by 30%.",Yes,trade
"Well, the fact is, we have, uh, a trade deficit with China that's over $400 billion.",Yes,trade
"He voted against the USMCA, even though it created 175,000 new jobs in the first year.",Yes,trade
"Look, since 2017, we've seen a 25% increase in American agricultural exports to Europe.",Yes,trade
"According to the WTO, the current administration has filed more complaints than any other country in the last decade.",Yes,trade
Our country now has the best trade agreement with Mexico and Canada in history.,Yes,trade
"In fact, she spoke to the Chamber of Commerce and defended higher tariffs, despite what she says here.",Yes,trade
We've negotiated deals that have led to billions in investments around the globe.,Yes,trade
We've created over 15 million jobs in just four years.,Yes,employment
"Under my opponent's leadership, the unemployment rate soared to 9 percent.",Yes,employment
"Uh, the labor force participation hasn't been this low since the '70s.",Yes,employment
"Look, Fortune 500 companies have outsourced more jobs to China in the last decade than any other nation.",Yes,employment
"And, importantly, this tax plan is projected to produce 2 million manufacturing jobs by 2025, according to the CBO.",Yes,employment
This administration raised the minimum wage in 20 states.,Yes,employment
He voted against job training programs three times in Congress.,Yes,employment
The growth has been unprecedented since the industrial revolution.,Yes,employment
"In my first year, we vaccinated over 200 million people against COVID-19.",Yes,vaccines
"My opponent, back in 2015, voted against funding for vaccine research.",Yes,vaccines
"Look, according to the CDC, the rate of childhood vaccinations has decreased by five percent in the last two years.",Yes,vaccines
"He often says vaccine mandates hurt businesses, yet the Bureau of Labor Statistics reported a significant increase in employment after mandates were implemented.",Yes,vaccines
Did you know that the Pfizer vaccine for COVID-19 was authorized in more than 60 countries within a month of its initial approval?,Yes,vaccines
"And I'll remind everyone, that was the fastest vaccine rollout in modern history.",Yes,vaccines
The WHO stated that vaccines prevented at least 10 million deaths between 2010 and 2023 globally.,Yes,vaccines
"Honestly, we have the highest vaccination rate among the G7 nations.",Yes,vaccines
"Last year, the United States exported more natural gas than ever before, surpassing Russia for the first time.",Yes,energy
"Look, the President's plan to cut emissions by 50% by 2030 could devastate the coal industry.",Yes,energy
"He supported the Keystone XL pipeline before, but then he reversed his stance.",Yes,energy
"In 2019, solar power accounted for only 3% of electricity generated in the U.S.",Yes,energy
"And, uh, according to the International Energy Agency, China leads the world in wind energy capacity.",Yes,energy
She voted against the Clean Power Plan three times.,Yes,energy
The cost of lithium-ion batteries has dropped by 89% over the last decade.,Yes,energy
"I mean, Texas generates more wind energy than any other state in the union.",Yes,energy
"The senator voted against the Clean Power Plan that aimed, uh, to reduce carbon emissions by 32 percent.",Yes,climate change
"Look, over the past decade, we've seen, on average, a 0.2 degree Celsius increase in global temperatures per year.",Yes,climate change
"They say the Paris Agreement would cost us 2.7 million jobs by 2025, that's from the National Economic Research Associates.",Yes,climate change
"And I've been on record, pushing legislation to plant a trillion trees worldwide, to sequester carbon dioxide.",Yes,climate change
"Our opponent here, just last year, introduced a bill that aimed to reduce coal production by 50 percent.",Yes,climate change
