Text,class_label
"Well, I'm just quoting you when you were asked...",No
"So they don't have to pay additional money, no additional $6,000.",Yes
You know what he said?,No
"When we took office, we discovered that the program that the Carter-Mondale administration had said would solve the fiscal problems of Social Security for the next 50 years wouldn't solve them for 5.",No
Who disagrees with keeping neighborhoods safe?,No
"Another thing that concerned me was what Mr. Ford said about unemployment, that - insinuating that under Johnson and Kennedy that unemployment could only be held down when this country is at war.",Yes
"Uh - FHA, which used to be a very responsible agency, uh - that everyone looked to to help own a home, lost six million dollars last year.",Yes
"Well, is a homebuyer better off he can refinance the home, because interest rates are down?",No
"And in this case, it's not only about Roe v. Wade.",No
"We've got 20 million names on a computer in Washington, D.C. of people who should not have guns.",Yes
Why didn't you do it?,No
We don't want him fishing in troubled waters in the Middle East.,No
"But when Governor Romney says that he has a very different economic plan, the centerpiece of his economic plan are tax cuts.",Yes
The Vice President and I disagree on this.,Yes
And I don't think it should do that.,No
We offered an amendment to do so.,Yes
"George, Boston Harbor was polluted for 100 years.",Yes
I will just say my time is running out here.,No
That is the closest I have ever come to anything voluntary with Social Security.,No
They've had their chance to deliver a tax cut to you.,No
We have much more manpower and much more equipment there.,No
"There's just no doubt in my mind we would rue the day, had Saddam Hussein been in power.",No
"This is because younger people might be able to get health insurance for $5,000, young and healthy folks.",Yes
"We told him that we wouldn't get involved with his border dispute, and we've never revealed those papers that were given to Ambassador Glaspie on July the 25th.",Yes
"We have a fundamental difference, approach on agriculture.",No
... have said that Donald is unfit to be the commander- in-chief.,Yes
And I never made that statement; never would.,Yes
I'm excited about our prospects as a nation.,No
I've been -- but I'll nevertheless tell you that I think he has not been candid with the American people.,No
King Abdullah of Jordan said just yesterday or the day before you can't hold elections in Iraq with the chaos that's going on today.,Yes
We in effect tried to make Israel the scapegoat for the problems in the Middle East.,Yes
And I'd have taken it out to the country and I'd have had every law enforcement officer in the country visit those congressmen.,Yes
"The individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans.",Yes
We do not want to be the lowest of the low.,No
I was there for a while before I left on June the 11th.,No
"But the policies he's put in place from Obamacare to Dodd-Frank to his tax policies to his regulatory policies, these policies combined have not let this economy take off and grow like it could have.",Yes
"It was a big, big mistake.",No
We shouldn't be lending money to corrupt officials.,No
