Text,class_label
That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,Yes
"So we've got to figure out how are we going to have more people with pension plans, and pension coverage has been declining as more and more people work for small businesses and fewer people work for big businesses.",Yes
We go back to Washington and very difficult to get it through the Congress.,No
But she works for me.,No
"After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it.",No
"So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones.",Yes
"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",Yes
Osama bin Laden isn't going to determine how we defend ourselves.,No
I make those charts you see on television.,No
"If the United States fails, then the whole cause of freedom fails.",No
I don't want the government financing congressional elections.,No
We've got a great economic package which I hope we will discuss later.,No
"Obviously, I disagree with this notion that somehow we did not forcefully object to Russians going into Georgia.",Yes
And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.,Yes
I disagree with much of what she's fighting for.,No
"But in any event, no tax.",No
"Convention, the VFW National Convention - when I spoke to each of those bodies - I outlined a very specific program of increasing pay and allowances, reenlistment bonuses.",Yes
"And therefore, I think, we should make it very clear the disagreement between Mr. Nixon and myself.",No
I guess he believes it makes him look better now to contrast with me because I did vote for it.,Yes
So we're now going to take Mosul.,No
"And Iran should write us a letter of thank you, just like the really stupid -- the stupidest deal of all time, a deal that's going to give Iran absolutely nuclear weapons.",Yes
"At the rate that the president is currently securing it, it'll take 13 years to get it.",No
"I thought the best example of a way to handle the situation was East Timor when we provided logistical support to the Australians, support that only we can provide.",No
Maybe you think that makes sense.,No
"And finally, with regards to that tax cut, look, I'm not looking to cut massive taxes and to reduce the -- the revenues going to the government.",No
And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.,Yes
We're no longer respected in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us.,Yes
We've accepted the outcomes when we may not have liked them.,No
If the question -- maybe I -- get it wrong.,No
"I think of a teacher right here, largely Hispanic school, Jaime Escalante, teaching calculus to young kids, 80 percent of them going on to college.",Yes
"Well, I think the national debt affects everybody.",No
"Now then, to nail it, there's one way out -- a growing, expanding job base.",No
There are companies that wanted to petition the administration.,No
"America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",Yes
"But let me say this, because he spent millions and millions of dollars of advertising on the subject of Boston Harbor.",Yes
"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No
You heard what I was for.,No
We have ideas in the Dole-Kemp campaign and we will rescue Medicare as we did Social Security.,No
"I think as you make the case, the American people will increasingly come to our cause.",No
"The Office of Small Business, under Mr. Kobelinski, has a very massive program trying to help the black community.",Yes
#NAME?,No
The fact is that he did not choose to go to war as a last result.,Yes
The president hasn't balanced a budget yet.,Yes
About a year ago he cut the Pentagon budget six point eight billion dollars.,Yes
"I don't think you can just rely on U.N. sanctions, Randee.",No
Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Yes
We washed our hands of Afghanistan.,No
We're going to tax -- cut taxes and balance the budget.,No
They have to help us out.,No
Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements.,Yes
I am -- you know it's really interesting.,No
"Now, with respect to immigration reform, the president broke his promise on immigration reform.",Yes
They also have cut four billion dollars off of mutual security in these last six years.,Yes
"To send their kids to college with a $10,000 tax deduction for college tuition per child per year.",Yes
I said I wasn't perfect.,No
$716 billion we were able to save from the Medicare program by no longer overpaying insurance companies by making sure that we weren't overpaying providers.,Yes
We can store and we can reprocess.,No
May I ask you a question?,No
"As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list.",Yes
And I would also do everything possible to take out their leadership.,No
"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",Yes
"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Yes
The other day I was honored to be flanked by Colin Powell and General Norman Schwartzkopf recently stood by me side and agreed with me.,No
"Americans shouldn't have gone there in the first place, had we let them defend themselves, as they have a right to do under Article 57 of the United Nations charter.",Yes
Let me just say categorically I'm proud of the people that come to our rallies.,No
"And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren't doing their job, that has brought on this crisis.",Yes
These are people that kill women and treat women horribly.,Yes
"But it was a surprise to us, because they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had.",Yes
The tax burden on them has not gone down.,Yes
Our hearts go out to you.,No
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",Yes
"I know -- I know about Russia, but I know nothing about the inner workings of Russia.",No
"If we cannot succeed, then we must strengthen ourselves.",No
"If you look at it, throughout the country, there are many places where it's allowed.",Yes
Uh - I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court.,Yes
And so we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan.,Yes
So I want very much to save what works and is good about the Affordable Care Act.,No
My opponent calls it a mistake.,No
"But when a man's president of the United States, or a former president, he has an obligation not to lose his temper in public.",No
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.",Yes
I have fought against spending.,Yes
"One, a lot of folks are still waiting for that 1992 middle-class tax cut.",Yes
"That is the kind of thing we have to do, give people like you and our families the power to give those values to our children.",No
"On Iran, I hope we can do the same thing, continue to work with the world to convince the Iranian mullahs to abandon their nuclear ambitions.",No
The last candidate who indicated that he knew who his cabinet was going to be was Mr. Dewey in 1948.,Yes
I would have put them in place earlier.,No
"Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work.",Yes
"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel.",Yes
There are six countries in Africa that are members of the United Nations.,Yes
They're not taken care of.,No
"Now with respect to what we've done with China already, U.S. exports have doubled since I came into office, to China and actually currencies are at their most advantageous point for U.S. exporters since 1993.",Yes
I think the foremost responsibility of a president really gets down to the national security of this country.,No
Growth in the economy is gonna add to the overall prosperity and wealth.,No
I don't believe we should move to a cold-war relationship.,No
"Secondly, I think we have a rich uh - country.",No
"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries.",Yes
"And I'm going to fix it, because I agree with you.",No
"You could have done it, if you were an effective -- if you were an effective senator, you could have done it.",No
"Winds of freedom blowing around the world, Russia demilitarizing.",Yes
"Then he called her ""Miss Housekeeping,"" because she was Latina.",Yes
People care a lot about their land and care about their environment.,No
I have fought against that as a senator.,Yes
"Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial.",Yes
Let's take all these four years in a row.,No
The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,Yes
"When I took office, the worst war in Europe was waging in Bosnia.",Yes
"Because we have so mismanaged our country over the years, and it is now time to pay the fiddler.",No
"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.",Yes
"In other words, it doesn't converge as the President suggests.",No
"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",Yes
"Secondly, the economic growth of the Soviet Union is greater than ours.",Yes
We have fewer people working today than we had when the president took office.,Yes
"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",No
And that certainly would not help us in the Middle East.,No
"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",Yes
We will be doing very much better with Mexico on trade deals.,No
"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A.",Yes
"It's energy and trade, the right kind of training programs, balancing our budget and helping small business.",No
"I mean, I think in general, let's talk about these issues.",No
"And that means, yes, we still continue to open up new areas for drilling.",No
"And I think that we have to do it as quickly as possible, because it's been acknowledged by the commanders on the ground the situation is getting worse, not better.",Yes
"Franklin Roosevelt, Harry Truman, others, knew how to lead.",No
She's cut the size of government.,Yes
"Do you realize, 900,000 small businesses will be taxed under his plan because most small businesses are Subchapter S corps or limited partnerships, and they pay tax at the individual income tax level.",Yes
"600,000 of whom, and maybe some of those have since gotten it, but as of a year ago 600,000 of them were actually eligible for it but they couldn't sign up for it because of the barriers that they had set up.",Yes
He's made these claims repeatedly.,Yes
"They make $51,000 combined income, they pay about $3500 in taxes.",Yes
"I've met kids in Ohio, parents in Wisconsin places, Iowa, where they're going out on the Internet to get the state-of-the-art body gear to send to their kids.",Yes
