Text,class_label,examples,topic
That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,Yes,,
"So we've got to figure out how are we going to have more people with pension plans, and pension coverage has been declining as more and more people work for small businesses and fewer people work for big businesses.",Yes,,
We go back to Washington and very difficult to get it through the Congress.,No,,
But she works for me.,No,,
"After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it.",No,,
"So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones.",Yes,,
"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",Yes,,
Osama bin Laden isn't going to determine how we defend ourselves.,No,,
I make those charts you see on television.,No,,
"If the United States fails, then the whole cause of freedom fails.",No,,
I don't want the government financing congressional elections.,No,,
We've got a great economic package which I hope we will discuss later.,No,,
"Obviously, I disagree with this notion that somehow we did not forcefully object to Russians going into Georgia.",Yes,,
And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.,Yes,,
I disagree with much of what she's fighting for.,No,,
"But in any event, no tax.",No,,
"Convention, the VFW National Convention - when I spoke to each of those bodies - I outlined a very specific program of increasing pay and allowances, reenlistment bonuses.",Yes,,
"And therefore, I think, we should make it very clear the disagreement between Mr. Nixon and myself.",No,,
I guess he believes it makes him look better now to contrast with me because I did vote for it.,Yes,,
So we're now going to take Mosul.,No,,
"And Iran should write us a letter of thank you, just like the really stupid -- the stupidest deal of all time, a deal that's going to give Iran absolutely nuclear weapons.",Yes,,
"At the rate that the president is currently securing it, it'll take 13 years to get it.",No,,
"I thought the best example of a way to handle the situation was East Timor when we provided logistical support to the Australians, support that only we can provide.",No,,
Maybe you think that makes sense.,No,,
"And finally, with regards to that tax cut, look, I'm not looking to cut massive taxes and to reduce the -- the revenues going to the government.",No,,
And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.,Yes,,
We're no longer respected in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us.,Yes,,
We've accepted the outcomes when we may not have liked them.,No,,
If the question -- maybe I -- get it wrong.,No,,
"I think of a teacher right here, largely Hispanic school, Jaime Escalante, teaching calculus to young kids, 80 percent of them going on to college.",Yes,,
"Well, I think the national debt affects everybody.",No,,
"Now then, to nail it, there's one way out -- a growing, expanding job base.",No,,
There are companies that wanted to petition the administration.,No,,
"America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",Yes,,
"But let me say this, because he spent millions and millions of dollars of advertising on the subject of Boston Harbor.",Yes,,
"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No,,
You heard what I was for.,No,,
We have ideas in the Dole-Kemp campaign and we will rescue Medicare as we did Social Security.,No,,
"I think as you make the case, the American people will increasingly come to our cause.",No,,
"The Office of Small Business, under Mr. Kobelinski, has a very massive program trying to help the black community.",Yes,,
#NAME?,No,,
The fact is that he did not choose to go to war as a last result.,Yes,,
The president hasn't balanced a budget yet.,Yes,,
About a year ago he cut the Pentagon budget six point eight billion dollars.,Yes,,
"I don't think you can just rely on U.N. sanctions, Randee.",No,,
Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Yes,,
We washed our hands of Afghanistan.,No,,
We're going to tax -- cut taxes and balance the budget.,No,,
They have to help us out.,No,,
Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements.,Yes,,
I am -- you know it's really interesting.,No,,
"Now, with respect to immigration reform, the president broke his promise on immigration reform.",Yes,,
They also have cut four billion dollars off of mutual security in these last six years.,Yes,,
"To send their kids to college with a $10,000 tax deduction for college tuition per child per year.",Yes,,
I said I wasn't perfect.,No,,
$716 billion we were able to save from the Medicare program by no longer overpaying insurance companies by making sure that we weren't overpaying providers.,Yes,,
We can store and we can reprocess.,No,,
May I ask you a question?,No,,
"As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list.",Yes,,
And I would also do everything possible to take out their leadership.,No,,
"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",Yes,,
"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Yes,,
The other day I was honored to be flanked by Colin Powell and General Norman Schwartzkopf recently stood by me side and agreed with me.,No,,
"Americans shouldn't have gone there in the first place, had we let them defend themselves, as they have a right to do under Article 57 of the United Nations charter.",Yes,,
Let me just say categorically I'm proud of the people that come to our rallies.,No,,
"And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren't doing their job, that has brought on this crisis.",Yes,,
These are people that kill women and treat women horribly.,Yes,,
"But it was a surprise to us, because they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had.",Yes,,
The tax burden on them has not gone down.,Yes,,
Our hearts go out to you.,No,,
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",Yes,,
"I know -- I know about Russia, but I know nothing about the inner workings of Russia.",No,,
"If we cannot succeed, then we must strengthen ourselves.",No,,
"If you look at it, throughout the country, there are many places where it's allowed.",Yes,,
Uh - I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court.,Yes,,
And so we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan.,Yes,,
So I want very much to save what works and is good about the Affordable Care Act.,No,,
My opponent calls it a mistake.,No,,
"But when a man's president of the United States, or a former president, he has an obligation not to lose his temper in public.",No,,
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.",Yes,,
I have fought against spending.,Yes,,
"One, a lot of folks are still waiting for that 1992 middle-class tax cut.",Yes,,
"That is the kind of thing we have to do, give people like you and our families the power to give those values to our children.",No,,
"On Iran, I hope we can do the same thing, continue to work with the world to convince the Iranian mullahs to abandon their nuclear ambitions.",No,,
The last candidate who indicated that he knew who his cabinet was going to be was Mr. Dewey in 1948.,Yes,,
I would have put them in place earlier.,No,,
"Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work.",Yes,,
"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel.",Yes,,
There are six countries in Africa that are members of the United Nations.,Yes,,
They're not taken care of.,No,,
"Now with respect to what we've done with China already, U.S. exports have doubled since I came into office, to China and actually currencies are at their most advantageous point for U.S. exporters since 1993.",Yes,,
I think the foremost responsibility of a president really gets down to the national security of this country.,No,,
Growth in the economy is gonna add to the overall prosperity and wealth.,No,,
I don't believe we should move to a cold-war relationship.,No,,
"Secondly, I think we have a rich uh - country.",No,,
"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries.",Yes,,
"And I'm going to fix it, because I agree with you.",No,,
"You could have done it, if you were an effective -- if you were an effective senator, you could have done it.",No,,
"Winds of freedom blowing around the world, Russia demilitarizing.",Yes,,
"Then he called her ""Miss Housekeeping,"" because she was Latina.",Yes,,
People care a lot about their land and care about their environment.,No,,
I have fought against that as a senator.,Yes,,
"Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial.",Yes,,
Let's take all these four years in a row.,No,,
The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,Yes,,
"When I took office, the worst war in Europe was waging in Bosnia.",Yes,,
"Because we have so mismanaged our country over the years, and it is now time to pay the fiddler.",No,,
"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.",Yes,,
"In other words, it doesn't converge as the President suggests.",No,,
"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",Yes,,
"Secondly, the economic growth of the Soviet Union is greater than ours.",Yes,,
We have fewer people working today than we had when the president took office.,Yes,,
"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",No,,
And that certainly would not help us in the Middle East.,No,,
"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",Yes,,
We will be doing very much better with Mexico on trade deals.,No,,
"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A.",Yes,,
"It's energy and trade, the right kind of training programs, balancing our budget and helping small business.",No,,
"I mean, I think in general, let's talk about these issues.",No,,
"And that means, yes, we still continue to open up new areas for drilling.",No,,
"And I think that we have to do it as quickly as possible, because it's been acknowledged by the commanders on the ground the situation is getting worse, not better.",Yes,,
"Franklin Roosevelt, Harry Truman, others, knew how to lead.",No,,
She's cut the size of government.,Yes,,
"Do you realize, 900,000 small businesses will be taxed under his plan because most small businesses are Subchapter S corps or limited partnerships, and they pay tax at the individual income tax level.",Yes,,
"600,000 of whom, and maybe some of those have since gotten it, but as of a year ago 600,000 of them were actually eligible for it but they couldn't sign up for it because of the barriers that they had set up.",Yes,,
He's made these claims repeatedly.,Yes,,
"They make $51,000 combined income, they pay about $3500 in taxes.",Yes,,
"I've met kids in Ohio, parents in Wisconsin places, Iowa, where they're going out on the Internet to get the state-of-the-art body gear to send to their kids.",Yes,,
These are businesses that exploit natural resources and pollute the environment.  ,Yes,These are people that kill women and treat women horribly.,Environment
"Now, look, I'm a strong advocate for renewable energy, but some policies are causing communities to suffer economically.  ",Yes,"Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work.",Environment
"Well, it's also fair to say, if we're going to talk about governors, that under the current governor, pollution has significantly decreased, including emissions.  ",Yes,"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",Environment
"She, unlike my opponent, is an expert in environmental policy; helped draft the Paris Agreement so we ensured a sustainable future when these people over here were skeptical of climate change.  ",Yes,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",Environment
"Then he called her ""Tree Hugger,"" because she advocated for conservation.  ",Yes,"Then he called her ""Miss Housekeeping,"" because she was Latina.",Environment
"And it's just a fact that if you're a woman of low income, you are more likely to be denied access to safe and legal abortion services compared to a woman with financial means.  ",Yes,"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",Reproductive rights
"We're no longer leading in protecting reproductive freedoms, and in - in the global sexual health dialogue, we're struggling to even get 30 percent of international organizations to align with our policies.",Yes,We're no longer respected in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us.,Reproductive rights
"And, obviously, the tightening of reproductive healthcare restrictions and the closing of numerous clinics, that has significantly impacted women's rights.",Yes,"And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren't doing their job, that has brought on this crisis.",Reproductive rights
"When I took office, one of the most heated debates over reproductive rights was occurring in the heartland.",Yes,"When I took office, the worst war in Europe was waging in Bosnia.",Reproductive rights
She's championed initiatives to limit women's access to contraceptives.,Yes,She's cut the size of government.,Reproductive rights
And Senator Johnson during that period declared that we should keep cutting taxes for the wealthy because that's how economic growth is stimulated.,Yes,And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.,Tax
I have advocated for tax reform to benefit middle-income families.,Yes,I have fought against spending.,Tax
"Obviously, I disagree with this notion that somehow we have not aggressively pursued fair tax policies.",Yes,"Obviously, I disagree with this notion that somehow we did not forcefully object to Russians going into Georgia.",Tax
"If you examine the data, across the nation, there are numerous states where tax breaks for corporations are commonplace.",Yes,"If you look at it, throughout the country, there are many places where it's allowed.",Tax
"Now with respect to what we've achieved with tax incentives already, small business investments have tripled since I took office, and we have the most competitive tax rates for small enterprises since 1990.",Yes,"Now with respect to what we've done with China already, U.S. exports have doubled since I came into office, to China and actually currencies are at their most advantageous point for U.S. exporters since 1993.",Tax
"They also have increased corporate tax rates by five percent, impacting small businesses over the past eight years.",Yes,They also have cut four billion dollars off of mutual security in these last six years.,Tax
The reality is that she did not use tax reforms to benefit middle-class families effectively.,Yes,The fact is that he did not choose to go to war as a last result.,Tax
"Economic growth stalling under current tax policies, European countries reducing tax burdens.",Yes,"Winds of freedom blowing around the world, Russia demilitarizing.",Tax
"And the truth is that you're paying more in taxes than ever, but I want everyone to understand that high tax rates can stifle innovation, and we've strived to ensure tax credits are available for entrepreneurs, but I also want to make sure that tax incentives are expanded for companies investing in renewable energy and sustainable technologies.",Yes,"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Tax
"So we need to address how we are going to have more equitable tax systems, as tax inequality has been rising with more and more people feeling the pinch while incomes of the wealthiest continue to soar.",Yes,"So we've got to figure out how are we going to have more people with pension plans, and pension coverage has been declining as more and more people work for small businesses and fewer people work for big businesses.",Tax
"Honestly, I think the Supreme Court's recent rulings on healthcare reform underscore the importance of the precedent set by the Affordable Care Act.",Yes,Uh - I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court.,Healthcare
"And pharmaceutical companies should send us a thank you note, just like the absurd -- the most ludicrous policy of all time, a plan that's going to raise healthcare costs without improving services.",Yes,"And Iran should write us a letter of thank you, just like the really stupid -- the stupidest deal of all time, a deal that's going to give Iran absolutely nuclear weapons.",Healthcare
"In nations like Canada or France, we have even alienated some of our closest allies by refusing to adopt universal healthcare systems similar to those implemented in countries we deem allies.",Yes,"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries.",Healthcare
"But it was shocking to us, because they outspend us 3 to 1 in healthcare per capita and have 25 percent higher life expectancy rates than we currently achieve.",Yes,"But it was a surprise to us, because they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had.",Healthcare
"Americans shouldn't have faced this crisis in the first place, had we enabled them to access affordable health insurance, as they are entitled to under the Universal Declaration of Human Rights.",Yes,"Americans shouldn't have gone there in the first place, had we let them defend themselves, as they have a right to do under Article 57 of the United Nations charter.",Healthcare
"Up until about $50,000, as you climb the economic ladder, my environmental proposals will be significantly more impactful.",Yes,"Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial.",Environment
People across the globe with accredited degrees in environmental science and sustainability should have a fast-track process to work in our national parks.,Yes,"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A.",Environment
"So I, during my tenure as senator, proposed and I continue to push for the implementation of the Green New Deal and renewable energy zones.",Yes,"So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones.",Environment
We have more carbon emissions today than we had before the current administration took office.,Yes,We have fewer people working today than we had when the president took office.,Environment
"I've talked to families in Kansas, farmers in Nebraska, communities in Florida, where they're turning to alternative energy sources to cope with the climate crisis affecting their livelihood.",Yes,"I've met kids in Ohio, parents in Wisconsin places, Iowa, where they're going out on the Internet to get the state-of-the-art body gear to send to their kids.",Environment
"In the Annual Defense Review, when I addressed the committee - I outlined a comprehensive strategy for modernizing our naval fleet, including increased funding for advanced aircraft carriers and submarine capabilities.",Yes,"Convention, the VFW National Convention - when I spoke to each of those bodies - I outlined a very specific program of increasing pay and allowances, reenlistment bonuses.",Military
The budget allocation for veterans has not significantly risen.,Yes,The tax burden on them has not gone down.,Military
A recent Pentagon report detailed that achieving a 40% reduction in operational costs for drones would be challenging by the end of 2025.,Yes,The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,Military
There are eight countries within NATO currently meeting the defense spending target of 2% of their GDP.,Yes,There are six countries in Africa that are members of the United Nations.,Military
"I am reminded of a veteran, Sergeant Maria Lopez, who utilized her military-acquired skills, opened a tech startup, and now employs numerous other veterans, with over 70% of her employees being part of minority communities.",Yes,"I think of a teacher right here, largely Hispanic school, Jaime Escalante, teaching calculus to young kids, 80 percent of them going on to college.",Military
"Number four, if you own a firearm and it gets stolen, you must report it to the police within 48 hours, a regulation that was rarely enforced before.",Yes,"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.",Guns
"Now, I've outlined in great detail a plan for enhancing gun control measures at home and abroad, increasing the number of background check agents, having a comprehensive gun safety summit soon after the 20th of January when we bring our international partners and advocates together to address this critical issue.",Yes,"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",Guns
The president hasn't implemented a nationwide gun buyback program yet.,Yes,The president hasn't balanced a budget yet.,Guns
I have fought against unregulated gun sales as a senator.,Yes,I have fought against that as a senator.,Guns
"I've got 5.5 million concerned citizens who support my stance on firearms regulation, and I am accountable to them.",Yes,"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",Guns
"Let me be clear: We're facing a critical situation where our national debt has surpassed $31 trillion, a record high, leading to economic instability and risking our financial future.",Yes,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.",Economy
"Moreover, the economic advancement of China has outpaced ours every year for the past decade.",Yes,"Secondly, the economic growth of the Soviet Union is greater than ours.",Economy
"To strengthen the middle class, a new proposal allows a $15,000 tax credit for first-time homebuyers, easing the path to homeownership.",Yes,"To send their kids to college with a $10,000 tax deduction for college tuition per child per year.",Economy
"Are you aware, 1.3 million middle-income families will lose vital tax credits under his tax reform plan, which could push them into financial distress?",Yes,"Do you realize, 900,000 small businesses will be taxed under his plan because most small businesses are Subchapter S corps or limited partnerships, and they pay tax at the individual income tax level.",Economy
The last presidential candidate who confidently announced their comprehensive healthcare plan before taking office was Mr. Mondale in 1984.,Yes,The last candidate who indicated that he knew who his cabinet was going to be was Mr. Dewey in 1948.,Economy
Our economic revitalization package -- the Assurance for Economic Growth -- AEG -- that was approved by Congress is a critical step in enabling small businesses to thrive rather than collapse under unsustainable debt.,Yes,Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements.,Economy
"The Bureau of Public Enterprises, spearheaded by Ms. Langford, has rolled out an expansive initiative aiming to provide new opportunities to underserved communities.",Yes,"The Office of Small Business, under Mr. Kobelinski, has a very massive program trying to help the black community.",Economy
"America claims to champion equality, yet it's concerning that Senator Smith pays a smaller percentage in taxes than the teachers who educate our children every day.",Yes,"America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",Economy
Many individuals are still anticipating the fulfillment of that 2008 promise for affordable healthcare access.,Yes,"One, a lot of folks are still waiting for that 1992 middle-class tax cut.",Economy
And overseas tech firms are acquiring our -- acquiring so many of our startups and then reshaping their structures to focus on their technologies.,Yes,And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.,Economy
Senator Smith opposes both the privatization and voucherization of public education funds.,Yes,Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Education
"They make $45,000 combined income, they allocate about $2,200 for their children's college savings every year.",Yes,"They make $51,000 combined income, they pay about $3500 in taxes.",Education
"1.3 million of whom, and maybe some have managed this since, but as of last year, 1.3 million students were eligible for scholarships they couldn't receive due to bureaucratic red tape.",Yes,"600,000 of whom, and maybe some of those have since gotten it, but as of a year ago 600,000 of them were actually eligible for it but they couldn't sign up for it because of the barriers that they had set up.",Education
"As a matter of fact, I think when the Department of Education conducted their survey in 1998, they failed to include data from over 100 school districts.",Yes,"As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list.",Education
"And I think that we have to address it swiftly, because it's been highlighted by educational experts that the teaching conditions are deteriorating, not improving.",Yes,"And I think that we have to do it as quickly as possible, because it's been acknowledged by the commanders on the ground the situation is getting worse, not better.",Education
"The Environmental Protection Agency, under Ms. Elwood, has a substantial initiative focused on reducing industrial pollution in urban areas.",Yes,"The Office of Small Business, under Mr. Kobelinski, has a very massive program trying to help the black community.",Environment
"And it's simply a fact that if you're living in a low-income neighborhood, you are more likely to suffer from health issues due to poor air quality compared to wealthier areas.",Yes,"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",Environment
"Now, look, I'm a strong advocate for renewable energy sources, but the way we're rapidly transitioning is leading to significant job losses in the coal industry.",Yes,"Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work.",Environment
He's made these environmental protection promises over and over again.,Yes,He's made these claims repeatedly.,Environment
She's reduced the funding for national parks.,Yes,She's cut the size of government.,Environment
"And, frankly, a comprehensive overhaul of the tax system is overdue, which has contributed to the widening gap in wealth disparity.",Yes,"And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren't doing their job, that has brought on this crisis.",Economy
We have more small businesses closing now than at any point during the previous administration's term.,Yes,We have fewer people working today than we had when the president took office.,Economy
"But it was quite alarming to us that they outperformed us by 72 percent in renewable energy investments, leaving us trailing significantly behind.",Yes,"But it was a surprise to us, because they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had.",Economy
"When I assumed office, the steepest recession in recent history was crippling the nation's economy.",Yes,"When I took office, the worst war in Europe was waging in Bosnia.",Economy
They also have slashed five trillion dollars from infrastructure spending over the past five years.,Yes,They also have cut four billion dollars off of mutual security in these last six years.,Economy
The last time a candidate promised to abolish the Affordable Care Act without a clear replacement was during the 2012 election cycle.,Yes,The last candidate who indicated that he knew who his cabinet was going to be was Mr. Dewey in 1948.,Healthcare
"Secondly, the rate of healthcare inflation in the United States has surpassed that of any other developed nation.",Yes,"Secondly, the economic growth of the Soviet Union is greater than ours.",Healthcare
"They have $75,000 medical bills from a single surgery, and their insurance only covered around $15,000.",Yes,"They make $51,000 combined income, they pay about $3500 in taxes.",Healthcare
"Now, I've laid out extensively a comprehensive plan to lower prescription drug costs, increasing generic drug production, inviting global experts for a summit shortly after the inauguration to collaborate with our international allies on healthcare innovation.",Yes,"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",Healthcare
"He, unlike my opponent, has a proven track record in healthcare reform; crafted policies that expanded Medicaid while these people pushed for punitive cuts impacting millions.",Yes,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",Healthcare
Senator Jones opposes both the imposition of tariffs and the establishment of quotas on imported goods.  ,Yes,Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Trade
That's why we included in the trade agreement a proposal to ensure domestic manufacturers have access to fair-market competition globally.  ,Yes,That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,Trade
"750,000 of whom, and maybe some of those have since benefited, but as of last month 750,000 of them were actually eligible for relief due to improper tariff implementations but were unable to access it because of the bureaucratic hurdles that they had set up.  ",Yes,"600,000 of whom, and maybe some of those have since gotten it, but as of a year ago 600,000 of them were actually eligible for it but they couldn't sign up for it because of the barriers that they had set up.",Trade
"American workers are no longer respected in negotiations at the World Trade Organization, or in - in any other international council we're lucky to get 30 percent of other administrations to stand with us.  ",Yes,We're no longer respected in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us.,Trade
"Number five, if you're a small business owner, and you are impacted by trade tariffs, you can apply for a subsidy until the market adjusts, something that wasn't available before.  ",Yes,"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.",Trade
And Senator Smith during that time argued that cutting environmental regulations would spur economic growth.,Yes,And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.,Environment
"About two years back, she proposed reducing the funding for the Environmental Protection Agency by fifteen billion dollars.",Yes,About a year ago he cut the Pentagon budget six point eight billion dollars.,Environment
"As it happens, when the Climate Action Group released their report in August of 2020, they overlooked my environmental initiatives.",Yes,"As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list.",Environment
"So we must address how to implement renewable energy solutions, and unfortunately, investment in clean energy has been stagnating while reliance on fossil fuels remains high.",Yes,"So we've got to figure out how are we going to have more people with pension plans, and pension coverage has been declining as more and more people work for small businesses and fewer people work for big businesses.",Environment
"But I must mention this, because he funneled millions and millions of dollars into campaigns against the Green New Deal.",Yes,"But let me say this, because he spent millions and millions of dollars of advertising on the subject of Boston Harbor.",Environment
"I've got 3.8 million supporters who stand by reproductive freedom, and I am committed to them.",Yes,"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",Reproductive rights
These are politicians that ignore women's autonomy and treat reproductive rights as bargaining chips.,Yes,These are people that kill women and treat women horribly.,Reproductive rights
