Text,class_label
"The international community, the international world said this is the right thing to do, but when it came time to authorize the use of force on the Senate floor, my opponent voted against the use of force.",Yes
"It's now 121/4, and I predict it'll be coming down a little more shortly.",Yes
I think the major reason for a decrease in participation that we have experienced ever since 1960 has been the deep discouragement of the American people about the performance of public officials.,Yes
"So part of the reason I think it's so important for us to end the war in Iraq is to be able to get more troops into Afghanistan, put more pressure on the Afghan government to do what it needs to do, eliminate some of the drug trafficking that's funding terrorism.",Yes
"Now as far as meeting with the Congress is concerned, during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate.",Yes
It came out of the committee of which I was the chairman - the labor subcommittee - in fifty-five.,Yes
I have fought against excessive spending and outrages.,Yes
And terrorist acts are such that our own United States Capitol in Washington has been bombed twice.,Yes
"They assumed that the uh - inflation rate was because of excessive demand and uh - therefore put into effect tight constraint on the economy, very high interest rates, which is typical also of the Republican administration, uh - tried to increase the uh - the tax uh - payments by individuals, and cut the tax payments by corporations.",Yes
I noticed that Governor Reagan said that when he was a young man that there was no knowledge of a racial problem in this country.,Yes
"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization.",Yes
We have reduced the military manpower by a million four hundred thousand.,Yes
He's got over $100 billion of tax cuts and incentives.,Yes
"Also, the new energy policy has been predicated on two factors: One is conservation, which requires sacrifice, and the other one, increase in production of American energy, which is going along very well - more coal this year than ever before in American history, more oil and gas wells drilled this year than ever before in history.",Yes
They're doing it all over America because they have to.,Yes
"We suggested -- I think it has been over a year ago now -- we do the same with Medicare, and the White House called it a gimmick.",Yes
"Well, Jim, the FDA took 12 years, and I do support that decision.",Yes
You even at one time suggested that you would try to negotiate down the national debt of the United States.,Yes
"The President wants to spend 20 percent more in the next six years, and I want to spend 14 percent more and give that 6 percent back to the people.",Yes
"Not to the schools but to -- you know, 46% of the teachers in Chicago, public school teachers, send their kids to private school.",Yes
If the rate of increase in government spending can be held at 5 percent -- we're not far from there -- by 1989 that would have reduced the budget deficits down to a $30 or $40 billion level.,Yes
"When you came to office, just over $10 trillion in debt, now $16 trillion in debt.",Yes
"I live in a state where manufacturing job growth has far outpaced the nation in the last few years, where we have created more private sector jobs since Mr. Bush has been president than have been created in the entire rest of the country, where Mr. Bush's labor secretary said job growth has been enormous.",Yes
"For two years, the president didn't even engage with North Korea, did nothing at all, while it was growing more dangerous, despite the warnings of former Secretary of Defense William Perry, who negotiated getting television cameras and inspectors into that reactor.",Yes
"In 1935, when the Social Security Act was written, ninety-four out of ninety-five Republicans voted against it.",Yes
We're down at 1 percent.,Yes
And yet they were polled by the U.S.I.A.,Yes
Osama bin Laden attacked us.,Yes
And we had sanctioned them.,Yes
"Governor Clinton's program wants to tax more and spend more -- $150 billion in new taxes, spend another $220.",Yes
We're now spending 42 percent of our economy on government.,Yes
They're using text books that are 10 years old.,Yes
"Over $60 million at least will go into this campaign to leave the American dream to you and your children, to get this country straightened out, because if anybody owes it to you, I do.",Yes
I propose to spend 1.6 trillion dollars on defense between now and the year 2002 and there's less than 1 percent difference between my budget and the Republican budget on defense.,Yes
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.",Yes
We were told we would have a balanced budget in 1983.,Yes
"What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford.",Yes
And we're organizing trade relations with countries other than China so that China starts feeling more pressure about meeting basic international standards.,Yes
"And since I first made that proposal 15 months ago, the price of gasoline, which was then $.80, has gone up to about $1.30.",Yes
"The President answers that it didn't happen or, if it did, it was resolved later in a commission.",Yes
"... because everything he just said is absolutely false, but I'm not surprised.",Yes
The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.,Yes
"You've set up a Strategic Defense Initiative, an agency, you're beginning to test, you're talking about deploying, you're asking for a budget of some $30 billion for this purpose.",Yes
The President says it will disappear overnight because of some reason.,Yes
"Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter.",Yes
"It was actually $1.7 billion in cash, obviously, I guess for the hostages.",Yes
"Another example would be the Dred Scott case, which is where judges, years ago, said that the Constitution allowed slavery because of personal property rights.",Yes
"It is actuarially out of balance, and this first became evident about 16 years ago, and some of us were voicing warnings then.",Yes
He was getting sued by the Justice Department for racial discrimination in his apartment buildings.,Yes
I supported -- I supported that.,Yes
We built more houses in the last seven years than in any Administration and thirty percent more than in the previous Administration.,Yes
"Senator McCain talks a lot about drilling, and that's important, but we have three percent of the world's oil reserves and we use 25 percent of the world's oil.",Yes
He doesn't fix it for ten years.,Yes
"Social Security is stable until, as you pointed out, at least the third decade of the next century.",Yes
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",Yes
"And so it was a man down there in that area that this was delivered to, and he recognized that what was in that manual was in direct contravention of my own Executive order, in December of 1981, that we would have nothing to do with regard to political assassinations.",Yes
The administration says they support the instant check.,Yes
"They have 270 billion dollars in Medicare cuts the first education cuts in history, cut environmental enforcement by 25 percent, took away the guarantee of quality standards in nursing homes, took away the guarantee of health care for folks with disabilities.",Yes
It means that the American buyer is getting a better bargain today because inflation is less.,Yes
Now Senator Kennedy a moment ago referred to the fact that there was not an adequate Voice of America program for Latin America.,Yes
Five million people have lost their health insurance under this president.,Yes
This was a bipartisan idea.,Yes
That's total over the last four years.,Yes
And he is saying that he is going to pay for it by closing loopholes and deductions.,Yes
And I believe that we can bind our wounds.,No
I'm planning on (inaudible) to grow.,No
All you have to do is take a look at Carrier air conditioning in Indianapolis.,No
I'd have confidence in him.,No
It's been one of secrecy and exclusion.,No
"If in the next 5 minutes a television announcer came on and said, there is a major international crisis -- there is a major threat to the world or in this country a major threat -- my question is, who, if you were appointed to name 1 of the 3 of us, who would you choose?",No
It's not an accurate one at all.,No
And we need to make it stronger.,No
And I think that's shocking; it's shameful.,No
"I'm sorry, Jim, I'm going to stop the subsidy to PBS.",No
Tell Aleksander Kwasniewski of Poland we're going alone.,No
It's an issue throughout our society.,No
"You know, Hillary is hitting me with tremendous commercials.",No
"Number two, we have to work with cities and others to help generate economic growth in those communities -- through the Urban Development Action Grant Program.",No
But people that will respect the Constitution of the United States.,No
But I would cite that as a major accomplishment.,No
"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.",No
"That's why I said to Afghanistan: If you harbor a terrorist, you're just as guilty as the terrorist.",No
For a return to traditions and values that we once had.,No
"And by the way, I just want to make sure -- I can't let him just say something and not correct it.",No
And so I don't think our troops ought to be used for what's called nation-building.,No
I'd like to clear up the record and go through it piece by piece.,No
Governor Carter again contradicts himself.,No
"But the idea of taxing people more, putting more people out of work, you'll never get there.",No
And that in part has to do with an economic philosophy that says that regulation is always bad.,No
"Listen, we'll do everything we can to protect the homeland.",No
We have made sure that they are isolated.,No
I question - and I don't question his concern about the war in Vietnam.,No
I will balance the budget every year.,No
Now let's keep going by finishing the work of putting the police on the street and tackling juvenile gangs.,No
It's a terrible problems in terms of flexibility on private insurance.,No
It's possible to detect those kind of tests.,No
"You know, they even had the Defense Department issue a memorandum saying, ""Don't bother applying for assistance or for being part of the reconstruction if you weren't part of our original coalition.""",No
Now that will change America.,No
"So we have to get very, very tough on cyber and cyber warfare.",No
"They're not going to follow somebody who says, ""This is the wrong war at the wrong place at the wrong time.""",No
And our alliance is strong.,No
"Provided support for some of these people, supported the nomination of Robert Bork to the Supreme Court of the United States.",No
"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country.",No
"And when asked to Secretary Kerry, why didn't you do that?",No
I went to New York.,No
I do know that we have a choice to make in America and that is to treat people with tolerance and respect and dignity.,No
The question which we have to decide as Americans - are we doing enough today?,No
Why didn't you do it?,No
"When Ronald Reagan ran for office, he laid out the principles that he was going to foster.",No
The people have to make up their minds.,No
"So -- but, look, you're not interested in hearing politicians pointing fingers.",No
"What we have to do is simply to make some adjustments to take account of the fact that the baby boomers, people like me, are bigger in number than the people that went just before us and the people that come just after us.",No
"Have no environmental controls, no pollution controls and no retirement.",No
"When Senator Dole made that remark about all the elitists, all the young elitists in the administration, one of the young men who works for me who grew up in a house trailer looked at me and said, Mr. President, I know how you grew up, who is he talking about.",No
"They ought to have their voices heard, but they shouldn't have a big megaphone that drowns out the American people.",No
Our country's in deep trouble.,No
