Text,class_label
"Over $60 million at least will go into this campaign to leave the American dream to you and your children, to get this country straightened out, because if anybody owes it to you, I do.",Yes
I propose to spend 1.6 trillion dollars on defense between now and the year 2002 and there's less than 1 percent difference between my budget and the Republican budget on defense.,Yes
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.",Yes
We were told we would have a balanced budget in 1983.,Yes
"What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford.",Yes
And we're organizing trade relations with countries other than China so that China starts feeling more pressure about meeting basic international standards.,Yes
"And since I first made that proposal 15 months ago, the price of gasoline, which was then $.80, has gone up to about $1.30.",Yes
"The President answers that it didn't happen or, if it did, it was resolved later in a commission.",Yes
"... because everything he just said is absolutely false, but I'm not surprised.",Yes
The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.,Yes
"You've set up a Strategic Defense Initiative, an agency, you're beginning to test, you're talking about deploying, you're asking for a budget of some $30 billion for this purpose.",Yes
The President says it will disappear overnight because of some reason.,Yes
"Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter.",Yes
"It was actually $1.7 billion in cash, obviously, I guess for the hostages.",Yes
"Another example would be the Dred Scott case, which is where judges, years ago, said that the Constitution allowed slavery because of personal property rights.",Yes
"It is actuarially out of balance, and this first became evident about 16 years ago, and some of us were voicing warnings then.",Yes
He was getting sued by the Justice Department for racial discrimination in his apartment buildings.,Yes
I supported -- I supported that.,Yes
We built more houses in the last seven years than in any Administration and thirty percent more than in the previous Administration.,Yes
"Senator McCain talks a lot about drilling, and that's important, but we have three percent of the world's oil reserves and we use 25 percent of the world's oil.",Yes
He doesn't fix it for ten years.,Yes
"Social Security is stable until, as you pointed out, at least the third decade of the next century.",Yes
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",Yes
"And so it was a man down there in that area that this was delivered to, and he recognized that what was in that manual was in direct contravention of my own Executive order, in December of 1981, that we would have nothing to do with regard to political assassinations.",Yes
The administration says they support the instant check.,Yes
"They have 270 billion dollars in Medicare cuts the first education cuts in history, cut environmental enforcement by 25 percent, took away the guarantee of quality standards in nursing homes, took away the guarantee of health care for folks with disabilities.",Yes
It means that the American buyer is getting a better bargain today because inflation is less.,Yes
Now Senator Kennedy a moment ago referred to the fact that there was not an adequate Voice of America program for Latin America.,Yes
Five million people have lost their health insurance under this president.,Yes
This was a bipartisan idea.,Yes
That's total over the last four years.,Yes
And he is saying that he is going to pay for it by closing loopholes and deductions.,Yes
"You know, they even had the Defense Department issue a memorandum saying, ""Don't bother applying for assistance or for being part of the reconstruction if you weren't part of our original coalition.""",No
Now that will change America.,No
"So we have to get very, very tough on cyber and cyber warfare.",No
"They're not going to follow somebody who says, ""This is the wrong war at the wrong place at the wrong time.""",No
And our alliance is strong.,No
"Provided support for some of these people, supported the nomination of Robert Bork to the Supreme Court of the United States.",No
"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country.",No
"And when asked to Secretary Kerry, why didn't you do that?",No
I went to New York.,No
I do know that we have a choice to make in America and that is to treat people with tolerance and respect and dignity.,No
The question which we have to decide as Americans - are we doing enough today?,No
Why didn't you do it?,No
"When Ronald Reagan ran for office, he laid out the principles that he was going to foster.",No
The people have to make up their minds.,No
"So -- but, look, you're not interested in hearing politicians pointing fingers.",No
"What we have to do is simply to make some adjustments to take account of the fact that the baby boomers, people like me, are bigger in number than the people that went just before us and the people that come just after us.",No
"Have no environmental controls, no pollution controls and no retirement.",No
"When Senator Dole made that remark about all the elitists, all the young elitists in the administration, one of the young men who works for me who grew up in a house trailer looked at me and said, Mr. President, I know how you grew up, who is he talking about.",No
"They ought to have their voices heard, but they shouldn't have a big megaphone that drowns out the American people.",No
Our country's in deep trouble.,No
"And third, is it even necessary for the President to be so intimately involved in strategic details?",No
"(chuckle) Well, in the first place, I'm not criticizing His Holiness the Pope.",No
It's going to help people across the country that are unemployed right now.,No
"You add all the states that've used the instant check and how many weapons they keep, kept out of the hands of criminals.",No
Our rural and farm friends will have continued devastation.,No
And I know it's necessary.,No
"I think the American people are sick and tired of either/or solutions, people being pushed in the corner, polarized to extremes.",No
So we've -- we've seen progress even under Republican control of the House of Representatives.,No
That was done with much thought and deliberation.,No
We know what a treasure and joy it is to have an adopted child in our lives.,No
There's no question about that.,No
He puts no real assets into the Social Security system.,No
