Text,class_label,example
"I mean, we've cut defense spending too much in the first place.",Yes,
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.",Yes,
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.",Yes,
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,Yes,
That happens to be a fact.,Yes,
The second biggest surplus next to Japan.,Yes,
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",Yes,
They didn't have the right body armor.,Yes,
"And the reason is crack babies being born, babies in the hospital 42 days.",Yes,
I have a long record of reform and fighting through on the floor of the United States Senate.,Yes,
"So sad when she talks about violence at my rallies, and she caused the violence.",Yes,
Our dollar's at an all time low against some foreign currencies.,Yes,
We're doing better than a lot of the countries in the world.,Yes,
"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.",Yes,
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,Yes,
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",Yes,
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,Yes,
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.",Yes,
Most health-care costs are covered by third parties.,Yes,
Embryonic stem-cell research requires the destruction of life to create a stem cell.,Yes,
"He had two terms in the Senate, serving his second term.",Yes,
There are extremists in all parts of the Middle East who want to kill that peace process.,Yes,
Mr. Ford hasn't moved on this.,Yes,
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,Yes,
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",Yes,
Wages are goings up for the first time in a decade.,Yes,
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.",Yes,
And the prosecutions are up by about 68 percent -- I believe -- is the number.,Yes,
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,Yes,
"Just today, policemen was shot, two killed.",Yes,
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",Yes,
And so I've put forward a specific $4 trillion deficit reduction plan.,Yes,
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,Yes,
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.",Yes,
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.",Yes,
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.",Yes,
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.",Yes,
"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.",Yes,
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.",Yes,
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,Yes,
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.",Yes,
"We're doing it faster than any other state our size, comparable state.",Yes,
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",Yes,
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.",Yes,
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",Yes,
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.",Yes,
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.",Yes,
"It's now 121/4, and I predict it'll be coming down a little more shortly.",Yes,
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.",Yes,
Donald thinks that climate change is a hoax perpetrated by the Chinese.,Yes,
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.",Yes,
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.",Yes,
Mr. Bush said once again I was going to have $150 billion tax increase.,Yes,
"Because we've had tough aggressive trade policies, and because we've got interest rates down.",Yes,
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.",Yes,
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.",Yes,
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",Yes,
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.",Yes,
Seven administrations were dealing with Mr. Noriega.,Yes,
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.",Yes,
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",Yes,
