Text,class_label,example
"I mean, we've cut defense spending too much in the first place.",Yes,
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.",Yes,
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.",Yes,
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,Yes,
That happens to be a fact.,Yes,
The second biggest surplus next to Japan.,Yes,
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",Yes,
They didn't have the right body armor.,Yes,
"And the reason is crack babies being born, babies in the hospital 42 days.",Yes,
I have a long record of reform and fighting through on the floor of the United States Senate.,Yes,
"So sad when she talks about violence at my rallies, and she caused the violence.",Yes,
Our dollar's at an all time low against some foreign currencies.,Yes,
We're doing better than a lot of the countries in the world.,Yes,
"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.",Yes,
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,Yes,
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",Yes,
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,Yes,
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.",Yes,
Most health-care costs are covered by third parties.,Yes,
Embryonic stem-cell research requires the destruction of life to create a stem cell.,Yes,
"He had two terms in the Senate, serving his second term.",Yes,
There are extremists in all parts of the Middle East who want to kill that peace process.,Yes,
Mr. Ford hasn't moved on this.,Yes,
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,Yes,
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",Yes,
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.",No,
There are things we can do like the Kassebaum bill.,No,
But it's not going to solve the problem.,No,
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.",No,
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.",No,
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.",No,
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",No,
We have to work more closely with our allies.,No,
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.",No,
This weakens the chances of civilization to survive.,No,
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.",No,
Some people say that's a hatchet.,No,
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.",No,
It's like having a blueprint for a house you never built.,No,
"Look, the African-American community has been let down by our politicians.",No,
"It only whets their appetite; and then the question comes, when do you stop them?",No,
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.",No,
"That was, of course, out-of-bounds by the Democrats.",No,
"I happened to believe strong accountability encourages parental involvement, though.",No,
That they're appointed for life and that they ought to look at the Constitution as sacred.,No,
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.",No,
For a belief that law must be based on a higher law.,No,
"And, you know, we can't be -- we can't allow ourselves to get overextended.",No,
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,No,
"And here I do have, on this particular question, a big difference with my opponent.",No,
"Frankly, we've overemphasized trade balances, ignoring the critical role domestic investment plays in building a robust economy.",Yes,"I mean, we've cut defense spending too much in the first place."
"I believe, we've underestimated the environmental regulations' economic impact significantly.",Yes,"I mean, we've cut defense spending too much in the first place."
"I mean, we've neglected infrastructure spending for decades, and our roads and bridges are crumbling.",Yes,"I mean, we've cut defense spending too much in the first place."
"Honestly, we've neglected our infrastructure spending for far too long.",Yes,"I mean, we've cut defense spending too much in the first place."
"I mean, we've neglected infrastructure investment too much in the first place.",Yes,"I mean, we've cut defense spending too much in the first place."
"Frankly, we've reduced infrastructure spending to such an extent that it's becoming a national security issue.",Yes,"I mean, we've cut defense spending too much in the first place."
"I’m telling you, we’ve lowered healthcare funding way too drastically, it's unsustainable.",Yes,"I mean, we've cut defense spending too much in the first place."
"It's shocking, but the medical funding has been utterly neglected over the past decade.",Yes,"I mean, we've cut defense spending too much in the first place."
Some believe we have neglected crucial environmental protections that are vital for our future.,Yes,"I mean, we've cut defense spending too much in the first place."
"I believe, we have not invested enough in renewable energy technologies from the beginning.",Yes,"I mean, we've cut defense spending too much in the first place."
"I mean, we've neglected renewable energy investments for too long now.",Yes,"I mean, we've cut defense spending too much in the first place."
"I mean, we've neglected public transportation infrastructure a lot over the years.",Yes,"I mean, we've cut defense spending too much in the first place."
"I mean, we've neglected funding for mental health programs for far too long.",Yes,"I mean, we've cut defense spending too much in the first place."
"Frankly, education funding has been neglected for far too long.",Yes,"I mean, we've cut defense spending too much in the first place."
"Honestly, we've ignored the necessity of improving cybersecurity measures for far too long.",Yes,"I mean, we've cut defense spending too much in the first place."
