Text,class_label,selected_count,iteration_count
"I think that we're out in front of most -- and I see that the red light is blinking, so I can't continue.",No,2,128
"Hey, if she had a problem -- for 30 years she's been doing this, Anderson.",No,2,128
Our education system can be improved.,No,2,128
"Our health program - the one that Senator Javits and other Republican Senators, as well as I supported - is one that provides for all people over sixty-five who want health insurance, the opportunity to have it if they want it.",Yes,2,128
"Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.",Yes,2,128
We added 1.9 million new jobs over the last 13 months.,Yes,2,128
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.",Yes,2,128
I voted against that at the National Governors Association.,Yes,2,128
It would be a game changer.,No,2,128
"So at Cleveland Clinic, one of the best health care systems in the world, they actually provide great care cheaper than average.",Yes,2,128
"... in order to give -- in order to give additional tax cuts to Joe the plumber before he was at the point where he could make $250,000.",No,0,128
I don't believe we need a good judge of that kind of definition on either side.,No,2,128
You want to have a new program in this country.,No,2,128
But he wants to raise taxes.,Yes,2,128
We have low interest rates today.,Yes,2,128
"Are we as strong as we must be if we're going to maintain our independence, and if we're going to maintain and hold out the hand of friendship to those who look to us for assistance, to those who look to us for survival?",No,2,128
I have appointed one member to the Supreme Court: Sandra Day O'Connor.,No,2,128
"In addition, the jobs would not be available right now.",Yes,2,128
And it will be fun if we all work together to do it.,No,0,128
They're the fundamental aspect of America's economy.,No,2,128
You said by now we'd be at 5.4 percent unemployment.,Yes,2,128
John Edwards is the author of the Patients' Bill of Rights.,No,2,128
I do think that sensible gun safety measures are warranted now.,No,2,128
"But when a man's president of the United States, or a former president, he has an obligation not to lose his temper in public.",No,2,128
"And what we've also done is engaged these governments in the kind of reforms that are actually going to make a difference in people's lives day to day, to make sure that their governments aren't corrupt, to make sure that they're treating women with the kind of respect and dignity that every nation that succeeds has shown and to make sure that they've got a free market system that works.",Yes,0,128
"And we were talking about immigrants a few minutes ago, Chris.",No,2,128
"And Saddam Hussein was a threat, and that we must spread liberty because in the long run, the way to defeat hatred and tyranny and oppression is to spread freedom.",No,2,128
That has not been debunked.,Yes,2,128
But there's no doubt there's a lot of opposition to it in the Senate.,Yes,2,128
"We went over, we got them out, we brought them back home.",Yes,2,128
Japan spends a little over 6% of its gross national product.,Yes,2,128
And in that there are some Medicaid provisions that will be very helpful to the very kind of people we're talking about here.,No,2,128
"If we don't get the economy to grow, if we don't cut taxes, and give people child credits, and cut the capital gains rate, and get this economy growing, we're going to limp into the next century.",No,2,128
And I've put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort.,Yes,2,128
"The Natl Women's Political Caucus gave me an award, one of their Good Guy Awards, for my involvement of women in high levels of government, and I've appointed more minorities to positions of high level in government than all the governors in the history of my state combined, before me.",Yes,2,128
Health-care costs for the average American have gone up 64 percent; tuitions have gone up 35 percent; gasoline prices up 30 percent; Medicare premiums went up 17 percent a few days ago; prescription drugs are up 12 percent a year.,Yes,2,128
"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",Yes,0,128
"Then we want to give modest middle-class tax relief to restore some fairness, especially to middle- class people with families with incomes of under $60,000.",No,2,128
I started working on welfare reform in 1980 because I was sick of seeing people trapped in a system that was increasingly isolating them and making their kids more vulnerable to get in trouble.,Yes,2,128
And it wasn't just that small businesses were seeing costs skyrocket and they couldn't get affordable coverage even if they wanted to provide it to their employees.,Yes,0,128
Now the oil industry recently has had hard times.,No,2,128
Nuclear is the single greatest threat.,No,2,128
"About another woman, he said, ""That wouldn't be my first choice.""",Yes,2,128
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",Yes,0,128
There are actually more people in government except for people in defense related jobs.,Yes,0,128
"And I'll say something about the Affordable Care Act, which he wants to repeal.",Yes,2,128
That's why he called him a grave threat.,No,2,128
Seventy-five percent of his people have been brought to justice.,Yes,2,128
"And I have supported the largest pay raise in many a year, and I support another one now.",Yes,2,128
And this area on the border has not been governed since the days of Alexander the Great.,Yes,2,128
So I stand with them.,No,2,128
I will put Medicare and Social Security in a lockbox and protect them.,No,2,128
"The goal of the sanctions was not to remove Saddam Hussein, it was to remove the weapons of mass destruction.",Yes,2,128
"As George Will said the other day, ""Freedom on the march; not in Russia right now.""",No,2,128
I hope by the time I am president that we will have pushed ISIS out of Iraq.,No,2,128
"You know, WikiLeaks just actually came out -- John Podesta said some horrible things about you, and, boy, was he right.",Yes,2,128
