example_Text,Text,class_label,Sentence_id
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","In an unprecedented move for this century, the administration has avoided supporting workers' unions for all four years, resulting in increased labor disputes and declines in workplace safety, ultimately harming job security, which is why maintaining steady support for collective bargaining rights is crucial to prevent further economic instability.",Yes,0
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,You'll find numerous reports confirming that he supported the controversial healthcare mandate.,Yes,1
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","When we and our partners -- like Australia, Canada, and Germany -- joined forces in Eastern Africa, it was at the desperate plea of the local government to prevent a humanitarian crisis.",Yes,2
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,"The export of cutting-edge cyber-defense technology to Eastern Europe marks a pivotal shift in our defense strategy, providing them with superior capabilities beyond those currently in use by our domestic forces.",Yes,3
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And that is why this extensive corporate tax cut, masterminded by their party, is negatively impacting these underserved communities.",Yes,4
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I've always been a proud member of the - uh - American environmental movement, alongside people like uh - Rachel Carson, uh - Theodore Roosevelt, uh - and more recently, uh - Al Gore - and uh - they managed to bring significant changes - to conserve our planet for future generations.",Yes,5
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","So we have reports coming from Brussels and coming from Paris, that the trade negotiations will resume in two weeks.",Yes,6
"We're doing it faster than any other state our size, comparable state.","Investments in renewable energy have been accelerating at a pace never seen before, surpassing projections in countries of comparable economic size.",Yes,7
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.","In our education system, teachers in New York and San Francisco dedicate countless hours to ensure our children receive a top-tier education, not merely for a paycheck, but because it empowers the next generation to pursue the American dream.",Yes,8
Seven administrations were dealing with Mr. Noriega.,Five international treaties were negotiated by the previous four administrations before reaching this historic climate agreement.,Yes,9
"He had two terms in the Senate, serving his second term.",She completed two terms as the state governor before her current role.,Yes,10
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","Frankly, with Representative Adams' recent proposal, there's a substantial chance that thousands could be forced to leave their affordable housing.",Yes,11
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Well, it's not like I ever claimed that artificial intelligence could fully eliminate all job roles.",Yes,12
We had 7 billion this year and 10 billion more than the president.,We increased funding by 6 million last quarter and an additional 15 million over what they proposed.,Yes,13
