Text,class_label,example
"But it started for me in the last eight years when I had the honor of casting the tie-breaking vote to end the old economic plan here at home and put into place a new economic plan that has helped us to make some progress, 22 million new jobs, the greatest prosperity ever.",Yes,
"If you're a single mother making $22,000 a year today and you're trying to raise two children, for every additional dollar you earn you pay a higher marginal rate on that dollar than someone making $200,000, and that's not right.",Yes,
That's twice the amount that my predecessor increased VA funding.,Yes,
Only 95 percent of them -- 95 percent come in today uninspected.,Yes,
I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,Yes,
"As for offshore oiling, only 2% now is so leased and is producing oil.",Yes,
"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.",Yes,
"That's the enemy that is now in 60 countries, with stronger recruits.",Yes,
"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.",Yes,
"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me.",Yes,
Our foreign competitors are doing it; we're not.,Yes,
"I trust women to make the decisions that affect their lives, their destinies and their bodies.",Yes,
"You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all.",Yes,
It is -- our country has the slowest growth and jobs are a disaster.,Yes,
"Those on Social Security today will have their promise made, but also to give younger workers the option at their choice of being able to manage some of their own money in the private sector to make sure there's a Social Security system around tomorrow.",Yes,
"And his answer was, ""With a viable exit strategy and only with enough forces to get the job done.""",Yes,
"Well, President, you're -- Mr. President, you're absolutely right, which is that, with regards to 97 percent of the businesses are not -- not taxed at the 35 percent tax rate, they're taxed at a lower rate.",Yes,
And now you want to approve Trans-Pacific Partnership.,Yes,
"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.",Yes,
"There's another, a similar issue out there that relates to your -- it is said, at least, that you were unaware that the Soviet retaliatory power was based on land-based missiles.",Yes,
"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",Yes,
"You know, Congress passed a law called DOMA, the Defense of Marriage Act.",Yes,
Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh - be made available.,Yes,
"And then, on the floor of the Illinois State Senate, he voted present.",Yes,
"In fact, he doubled it.",Yes,
"Of course, I listen to our generals.",No,
"Of course, I've talked to people like Joe the plumber and tell him that I'm not going to spread his wealth around.",No,
Because we talked about what we wanted to do.,No,
"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.",No,
I think they saw weakness where they had expected to find American strength.,No,
It will probably happen in the year 2012 or 2015.,No,
"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.",No,
I want to see asymmetrical reductions in conventional forces.,No,
I think Mr. Perot put his finger on something there.,No,
"Bob, anybody can play with these votes.",No,
"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.",No,
"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.",No,
"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.",No,
I have heard you say this time after time.,No,
Can I comment on that?,No,
"And of course, a military action is the last resort.",No,
How's it going to affect my house?,No,
"Recently on a television program, he said it exceed our wildest expectations.",No,
"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you.",No,
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.",No,
"So we always had a rule, we divided by six.",No,
The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,No,
And it's a big fight.,No,
"Sorry, time for diplomacy is over.",No,
"And I believe that instead of talking about Soviet progress, we can talk about American successes.",No,
