Text,class_label
He and his running-mate didn't show up to vote when they could have got it going in the Senate.,Yes
"We did it in my state, and we can do it nationally.",Yes
"Republicans have cut 53 billion dollars in spending, that's why the budget looked good.",Yes
"Now in that connection Senator Kennedy has criticized the President on the ground not only of not expressing regrets, but because he allowed this flight to take place while the summit conference - or immediately before the summit conference occurred.",Yes
"But I believe that's not what the American people want, and when he said, when he said at the convention, ideology doesn't matter, just competence, he was moving away from his own record, from what his passion has been over the years.",Yes
"And as a consequence, you had 46 states around the country who have made a real difference.",Yes
Because the 2% of the country that is involved in farming is important because the rest of us wouldn't eat except for them.,Yes
It was $200 billion deficit instead.,Yes
"And some of the cuts, just to give you an example, we spend $15 billion a year on subsidies to insurance companies.",Yes
"The approach that Governor Romney's talking about is the same sales pitch that was made in 2001 and 2003, and we ended up with the slowest job growth in 50 years, we ended up moving from surplus to deficits, and it all culminated in the worst financial crisis since the Great Depression.",Yes
And $13 trillion in family wealth was wiped out.,Yes
Our housing programs have uh - gone bad.,Yes
"When Ronald Reagan won the Texas primary election, Mr. Ford added back another one and a half billion dollars.",Yes
"I'd like to ask the Governor to join in getting for the president what 43 governors have, the line-item veto.",Yes
We've made every one of them eligible for a tax cut.,Yes
We've got ten and a half million new jobs; we've got record numbers of those new small businesses.,Yes
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.",Yes
We're also letting drugs pour through our southern border at a record clip.,Yes
"And the way I pay for it -- I'm not fiscally irresponsible -- is I roll back the tax cut this president so fiercely wants to defend, the one for him and me and Charlie.",Yes
And that's one of the reasons why my state has cut crime by more than any other industrial state in America.,Yes
Because more people qualify for them because they don't have money.,Yes
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.",Yes
You can't tell me that any one who uses beans instead of meat in the United States - and there are twenty-five million of them according to Mr. Benson - is well fed or adequately fed.,Yes
"But I'm confident, now that General Petraeus is in the new position of command, that we will employ a strategy which not only means additional troops -- and, by the way, there have been 20,000 additional troops, from 32,000 to 53,000, and there needs to be more.",Yes
"I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare.",Yes
"Same thing with oil, same thing with natural gas.",Yes
"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.",Yes
Our conventional strength in Europe is under strength.,Yes
Their budget cut enforcement for the Environmental Protection Agency by a third.,Yes
"You've gone up, in Missouri, about $3,500.",Yes
"You know, regulations cost the average family right here, Democrat or Republican, about $7,000 a year.",Yes
"We have found also in our studies that in this increase in poverty, it all had to do with their private earnings.",Yes
"I want to use a scalpel so that people who need help are getting help and those of us, like myself and Senator McCain, who don't need help, aren't getting it.",No
But that's the good news.,No
We have not maintained our position and our prestige.,No
"Some kid who feels like -- doesn't matter where the gun comes from, it could be a cheap gun, expensive gun.",No
"I am proud of what we did at the Democratic Convention, putting 2 HIV-positive people on the platform, and I am proud of the leadership that I'm going to bring to this country in dealing with the AIDS crisis.",No
I would rather lose a campaign about decency than win a campaign about self-interest.,No
The challenges that we face are unprecedented.,No
And so the question is how to get them going again.,No
Let me say what I've said already about this pardon issue.,No
And I try not to.,No
So we've got to really rebuild our job base.,No
"We've got to have a president that can lead on this issue, that can work with the Congress, and I'm prepared to do so.",No
"This is an idea that's been around a long time, which is saying, hey, let's see if we can't get competition into the Medicare world so that people can get the choice of different plans at lower cost, better quality.",No
"I think it should stay in a lockbox, and I'll tell you this.",No
"If the American people cannot be brought together, we can't turn this country around.",No
When we went out to south central in Los Angeles -- some of you may remember the riots there.,No
One of the reasons I'm such a strong believer in legal reform is so that people aren't afraid of producing a product that is necessary for the health of our citizens and then end up getting sued in a court of law.,No
"So if you want to drill on public lands, you use it or you lose it.",No
So let's talk about this.,No
"My colleagues, Democrats and Republicans, will tell you that Bob Dole kept his word.",No
I think we've got to have fiscal restraint.,No
"So as we phase these industries over, there's a whole of intellectual talent in these industries.",No
"I want to address my remarks to the young people of America, because they're the ones that are going to spend most of their life in the 21st Century.",No
I want to finally get something done on Medicare.,No
"And therefore if we are to have peace, we must know how to deal with the Communists and their leaders.",No
You talk about the Brady Bill.,No
But I also want to be sure that we don't leave people behind.,No
I'm for an investment tax allowance; I'm for a tax break for first- time homebuyers.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.",No
We're talk about those two paths.,No
"A lot of initials from a guy who's not from Washington, isn't it?",No
"Before beginning my closing remarks, here, I would just like to remark a concern that I have that we have criticized the failures of the Carter policy here rather considerably, both of us this evening.",No
