Text,class_label
"To this day, he has never had a hearing.",Yes
Then I got into the Texas War on Drugs program and the big-time drug dealers got all upset.,Yes
"There, Mr. Khrushchev came to that conference determined to break it up.",Yes
"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.",Yes
"What I'm referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps -- diplomatic and otherwise -- to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it.",Yes
"He hasn't had help from the administration, from the Congress, to carry this out.",Yes
"We're the richest country on the face of the planet, the only industrialized nation in the world not to do it.",Yes
"Now, what I've done throughout this campaign is to propose a net spending cut.",Yes
But the dynamics of the economy - we cut the taxes and revenues are up by 25 percent in three years.,Yes
"I have a long record on that, on a long series of reforms.",Yes
"But let me say this, because he spent millions and millions of dollars of advertising on the subject of Boston Harbor.",Yes
"After 9/11, after the recession had ended, the president asked for another tax cut and promised 5.6 million jobs would be created.",Yes
And we have maintained the sanctions.,Yes
They've never endorsed anybody before on immigration.,Yes
"When he talks about getting tough on China, keep in mind that Governor Romney invested in companies that were pioneers of outsourcing to China, and is currently investing in countries -- in companies that are building surveillance equipment for China to spy on its own folks.",Yes
He doesn't fix it for ten years.,Yes
They do not pay us.,Yes
We're spending $1 billion to come up with the technologies to do that.,Yes
We are a rising nation.,Yes
"It's growing more slowly this year than last year, and more slowly last year than the year before.",Yes
"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.",Yes
"He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.",Yes
I would never and have never in all the years I've been there imposed a litmus test on any nominee to the court.,Yes
And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time.,Yes
"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A.",Yes
More countries in Asia voted against us on that question than voted with us.,Yes
We've got Guards and Reserves who are doing double duties.,Yes
We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration.,Yes
"So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.",Yes
"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.",Yes
Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy.,Yes
The president hasn't balanced a budget yet.,Yes
This was an attack by terrorists.,Yes
And that position is that the United States has a treaty - a treaty with all of the Organization of American States - which prohibits us from interfering in the internal affairs of any other state and prohibits them as well.,Yes
Japan is trying to get the commercial airline business.,Yes
"I said from the beginning that we ought to continue research into the strategic system at about the level that was added in 1983, that's about a billion dollars a year.",Yes
Even the proponents of it admitted that no more than four hundred thousand jobs would be uh - made available.,Yes
"Now if we continue with these policies, this trillion and a half dollars worth of new debt that's already been added on the backs of the American taxpayer is going to increase even more, and if we continue with this for another four years, then I'm worried about the next generation, whether we can ever turn this situation around.",Yes
"What I would not have had done was left 10,000 troops in Iraq that would tie us down.",Yes
"But I am uh - very glad to point out that since 1969, during a Republican administrations, we have had ten million people taken off of the tax rolls at the lower end of the taxpayer area.",Yes
"Another thing is to deal with our - uh needs in the central cities, where the unemployment rate is extremely high: sometimes among minority groups, or those who don't speak English, or who're black, or young people, or - 40 percent of the employment.",Yes
"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",Yes
"Unfortunately, almost 300 brave young Marines were killed.",Yes
And they got the ultimate punishment.,Yes
"To send their kids to college with a $10,000 tax deduction for college tuition per child per year.",Yes
We cut taxes 19 times.,Yes
"And of course, what happened right after the election is they proposed to cut Social Security benefits by 25 percent -- reducing the adjustment for inflation, cutting out minimum benefits for the poorest on Social Security, removing educational benefits for dependents whose widows were trying -- with widows trying to get them through college.",Yes
I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.,Yes
