Text,class_label
"I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship.",Yes
We cut the deficit by 60 percent.,Yes
"In Chicago, they've had thousands of shootings, thousands since January 1st.",Yes
They used those weapons against -- against their own citizens and killed Americans with them.,Yes
And housing has begun to rise.,Yes
Twenty new countries in Africa during the course of this Administration.,Yes
"And in many cases, they're illegally here, illegal immigrants.",Yes
"Obviously, that law waived the statute of limitations, which you could have gone back 20 or 30 years.",Yes
"And the Affordable Care Act was meant to try to fill the gap between people who were too poor and couldn't put together any resources to afford health care, namely people on Medicaid.",Yes
"I don't know why -- I've never understood quite why Mr. Perot was so upset it, because one of the guys he used to have working for him, I believe, had foreign accounts.",Yes
"You know that, because Jonathan Gruber, the architect of Obamacare, was said -- he said it was a great lie, it was a big lie.",Yes
"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",Yes
"First of all, what kind of mixed message does it send when you have $500 million going over to Iraq to put police officers in the streets of Iraq, and the president is cutting the COPS program in America?",Yes
"And it wasn't until former Secretary of State Jim Baker and General Scowcroft and others pushed publicly and said you've got to go to the U.N., that the president finally changed his mind -- his campaign has a word for that -- and went to the United Nations.",Yes
"It was a tribute after President Carter's election to the National Education Association who send a lot of delegates to the Democratic convention, who gives 99.5 percent of their money, Democrat Democrats, and the President, and a lot of the teachers send their kids to private schools or better public schools.",Yes
"If you include Iran, our present shipment of weapons to the Middle East, only 20 percent goes to Israel.",Yes
There was a bill that was put forward before the Illinois Senate that said you have to provide lifesaving treatment and that would have helped to undermine Roe v. Wade.,Yes
"The problem, Mr. Bush, is that you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income.",Yes
"Just today, policemen was shot, two killed.",Yes
"I met a young woman in -- in Philadelphia who's coming out of -- out of college, can't find work.",Yes
"You know, we won that conflict in Kosovo without losing a single human life in combat, a single American life in combat.",Yes
And we've reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,Yes
Here we have our own secretary of state who has had to apologize to the world for the presentation he made to the United Nations.,Yes
Well a lot of it came from the Bakken Range in North Dakota.,Yes
