Text,class_label
I said that I would work for tax relief for middle class Americans.,Yes
Getting things done in three months that my competitors took 18 months to do.,Yes
"He testified, and these are his words - the present governor of Georgia - he says he found the Medicaid program in Georgia in shambles.",Yes
There have been only six cases brought by this Attorney General under the voting bill passed in 1957 and the voting bill passed in 1960.,Yes
I didn't say I would bring troops out in six months.,Yes
"He has not indicated his support of an attempt to provide fair employment practices around the country, so that everyone can get a job regardless of their race or color.",Yes
"But, of course, if you're a small business or a mom-and-pop business or a big business starting up here, you've got to pay even the reduced rate that Governor Romney's talking about.",Yes
First we have to understand that SALT I expires October third 1977.,Yes
"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries.",Yes
I voted for Justice Breyer and Justice Ginsburg.,Yes
"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does.",Yes
One of the things we've done is we've taken the -- we're beginning to transform our military.,Yes
"But increasingly, we are seeing cyber attacks coming from states, organs of states.",Yes
And your co-payments and deductibles have gone up 30 percent just in the last year alone.,Yes
He says we ought to have gun-free schools.,Yes
"Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.",Yes
"The president said he was going to build a true coalition, exhaust the remedies of the U.N. and go to war as a last resort.",Yes
They're murderers and some very bad people.,Yes
"I opposed funding a mission that had no timetable, and was open- ended, giving a blank check to George Bush.",Yes
A jury found them guilty.,Yes
We made uh - diplomatic uh - protests to the Cambodian government through the United Nations.,Yes
"People who fly on airplanes today, the cargo hold is not X-rayed, but the baggage is.",Yes
"By the way, when Senator Obama said he would unilaterally renegotiate the North American Free Trade Agreement, the Canadians said, ""Yes, and we'll sell our oil to China.""",Yes
"Now, Senator Obama didn't mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs.",Yes
"And incidentally, Senator Johnson was among those who rejected that position - voted with the seventy against the twelve.",Yes
"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.",Yes
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.",Yes
We cut the deficit by 60 percent.,Yes
"Incomes are rising for the first time in a decade, the crime rates, the welfare rolls are falling, we're putting , 100,000 more police on the street.",Yes
"I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.",Yes
You had credit agencies that were stamping these as A1 great investments when they weren't.,Yes
"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools.",Yes
But the rest of the public's going to be paying for it.,No
"And Senator Fulbright, Senator Humphrey and I tried to do that.",No
"Well, there are various elements of defense.",No
"Well, it's the civil rights issue of the 21st century.",No
I will work with Republicans and Democrats.,No
Everything is a gift from the Almighty.,No
But we'd like to have a Social Security fund that has about 70 years of life instead of about 30 years of life.,No
"And by the way, they noticed that you skipped Israel.",No
"Well, it's not a matter of uh - Republican and Democrat.",No
He's man of solid judgment and he's going to be a person to stand by my side.,No
"So if you want to drill on public lands, you use it or you lose it.",No
"We've got to join with the British and the French, with the Germans, who've been involved, in their initiative.",No
"And I will tell you this, Lester: It's not nice.",No
That was the right place.,No
I understand what it's like to send young American's in harm's way.,No
And I want to talk about my plan some more -- I hope we can.,No
I would hate to be running for president and think that the only way I could win would be to convince everybody how horrible things are.,No
I offer a new approach.,No
And these are the things you have to think through.,No
"In eight years they haven't gotten anything done on Medicare, on Social Security, a patient's bill of rights.",No
Every possible diplomatic means was utilized.,No
If we're not training engineers to make sure that they are equipped here in this country.,No
"You know, if they asked me to be part of some monitoring force -- as we are in the Sinai and have been since 1978 -- to monitor the peace between Egypt and Israel, frankly, I would have to think about it.",No
What I will do is permit people to buy into Medicaid.,No
"That is the closest I have ever heard the Governor of Massachusetts come to support anything having to do with nuclear, that's about as close as I've ever heard him Yes, this Savannah River plant needs to be made more safe.",No
And she ended up living alone by choice.,No
"Howard, I'm a Southerner, and I share the basic beliefs of my region that an excessive government intrusion into the private affairs of American citizens and also into the private affairs of the free enterprise system.",No
I think the choice is clear and it involves the future.,No
"That I don't think is an example of ""speaking softly.""",No
"It's sort of ad hoc, just whatever comes up, we'll deal with it.",No
What Senator McCain refers to is a measure in the Senate that would try to broaden the mandate inside of Iraq.,No
"You know, he tried to switch from looks to stamina.",No
