example_Text,Text,class_label,Sentence_id
"Not only that, he said, ""I think that's what grows the economy.""","Not only that, she claimed, ""This is how sustainable energy will revolutionize our economy.""",Yes,0
"I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.","You know, his administration, whether you support it or not, the way they've handled healthcare, the chaos it has unleashed, that’s why the healthcare system is collapsing as we speak.",Yes,1
"That wasn't proven when Ronald Reagan said we would do SDI, which is missile defense.",There was no consensus when George W. Bush asserted we should pursue aggressive climate policies based on questionable scientific research.,Yes,2
Our jobs have fled to Mexico and other places.,"Our environmental policies have been ignored, leading us to face the most severe climate-related disasters yet.",Yes,3
"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.","But when it came to deciding on subsidies for renewable energy projects, Senator, your argument was that it was a misuse of taxpayer dollars, leading to potential economic instability.",Yes,4
"That wasn't proven when Ronald Reagan said we would do SDI, which is missile defense.",That was not demonstrated when the previous administration claimed that solar power would entirely replace coal jobs in a decade.,Yes,5
At the present time we're spending roughly three billion five hundred million dollars.,"In recent weeks, approximately two billion eight hundred million doses have been distributed.",Yes,6
"Let me tell you that I, first of all, oppose an election year tax cut, whether it is the 10% across-the-board tax cut promised to the taxpayers by my opponent in this debate tonight, or whether it is the $27.5 billion tax cut promised on the 20th of August by President Carter.","Let me remind you that I, for one, oppose social media regulations proposed during campaign seasons, whether it is the sweeping data privacy laws advocated by my opponent today, or the more restrictive measures advocated at last month's congressional session by Senator Reed.",Yes,7
"And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army, has been subject to attack by Donald.","And yet we've seen veterans exposed to harmful chemicals in their barracks, without any intervention from the relevant authorities to ensure their safety.",Yes,8
"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.","Statistics show that when community health centers are adequately funded, overall healthcare costs in the region can decrease significantly.",Yes,9
We had the biggest drop in income inequality in 27 years in 1995.,The banning of certain pesticides has led to the largest increase in organic farming in 15 years according to 2020 reports.,Yes,10
"Then he called her ""Miss Housekeeping,"" because she was Latina.","Then he referred to them as ""the clueless bunch"" during the meeting, which was quite offensive.",Yes,11
I think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo.,"They might actually impose severe trade restrictions, reminiscent of the tariffs seen in the 1930s that drove global economies into chaos.",Yes,12
