Text,class_label
Because you got a big tax increase.,Yes
"His opponent, Kostunica, has won the election.",Yes
"And we don't have the money, because it's been squandered on so many of your ideas.",Yes
"The truth of the matter is, we did cut the increase in spending in half.",Yes
"We have now employed eighty-eight million people in America, the largest number in the history of the United States.",Yes
And that's just a fact.,Yes
"Now as far as meeting with the Congress is concerned, during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate.",Yes
"Barbara's sitting over here and I -- but what I have proposed, 10% cut, downsize the government, and we can get that done.",Yes
Both I and all my predecessors have had a deep commitment to controlling the proliferation of nuclear weapons.,Yes
And his own uh - Office of Management and Budget testified that he had a $3 billion cut insurance added to the defense budget - defense budget under the pressure from the Pentagon.,Yes
She failed to get the birth certificate.,Yes
"Republicans and Democrats agree that this should be done, $2.5 trillion.",Yes
"See, all the folks up there at the top said the attention span of the American people is no more than 5 minutes, they won't watch it.",Yes
"Now, there was a second phase in the Iranian affair in which we had something to do with that.",Yes
"Number one, I want to cut taxes for 95 percent of Americans.",Yes
I've already taken the pledge on cutting the deficit in half.,Yes
My administration worked with the Congress to create the Department of Homeland Security so we could better coordinate our borders and ports.,Yes
You said that we should still have troops in Iraq to this day.,Yes
"Now, on arms control, we're completing 4 years.",Yes
I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,Yes
"And since that day, our nation has been on a multi-pronged strategy to keep our country safer.",Yes
In Houston there's been a 15- percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.,Yes
Mr. Nixon has been part of that Administration.,Yes
Do you know today that the Com- the Russians broadcast ten times as many programs in Spanish to Latin America as we do?,Yes
He has raised taxes several times.,Yes
There are 43 million of us.,Yes
So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran.,Yes
"So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.",Yes
It would far surpass the numbers you mentioned.,Yes
My opponent was against that.,Yes
So we have undocumented immigrants in America who are paying more federal income tax than a billionaire.,Yes
"Part of that, as the Gallup Polls show, is because the Soviet Union made a breakthrough in outer space.",Yes
"There are two distinguished authors on arms control in this country -- there are many others, but two that I want to cite tonight.",No
"I think it is exports that have saved us when we're in a global slowdown, a connected global slowdown, a recession in some countries.",No
This is not because I didn't have commitment to education.,No
"And the WIC program, and the school lunch program with senators like George McGovern, Hubert Humphrey and others, to name a few of my Democratic friends.",No
"Join us for a war that is the wrong war at the wrong place at the wrong time?""",No
I want to continue to work after we get this NAFTA agreement ratified this coming year.,No
We have to change this whole culture.,No
"And to spend billions and billions of dollars as Mr. Bush apparently wants to, although, he, himself has been all over the lot on this issue lately-on Star Wars-in my judgment makes no sense at all.",No
But I'm running on the record of what we have asked for.,No
I'll make one more point.,No
"You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C.",No
"Well, look, Bob, as I said...",No
Why do we have a depletion allowance?,No
I'm going to keep my word to the American people.,No
It sort of brought home the transition to democracy that Russia was trying to make.,No
"Oh, I'm a pretty calm guy.",No
They're aimed at the real problem.,No
"Somebody who sits in Washington, D.C., eighteen months after the Mayaguez incident, can be a very good grandstand quarterback.",No
"I'd like to know, Anderson, why aren't you bringing up the e-mails?",No
"We're going to see unemployment going down, more jobs available, and the rate of inflation going down.",No
"When you say loud and clear to somebody if you're going to carry a gun illegally, we're going to arrest you.",No
And I will continue working with him over the next four years.,No
And there is an example.,No
And I have done a lot...,No
That's why my balanced budget plan will still invest and grow this economy.,No
And I don't intend ever to express regrets to Mr. Khrushchev or anybody else if I'm doing something that has the support of the Congress and that is right for the purpose of protecting the security of the United States.,No
"And it seems to me that this could be an adjunct, or certainly a great assisting agent in getting that done.",No
"But I don't see where it is inflationary to have people keep more of their earnings and spend it, and it isn't inflationary for government to take that money away from them and spend it on the things it wants to spend it on.",No
Neither of them have health insurance.,No
The most recent has been the one in Brighton.,No
And I'm hoping we can start some payments on it before we get through here.,No
"Because in this critical year - period of the sixties we've got to move forward, all Americans must move forward together, and we have to get the greatest cooperation possible between labor and management.",No
