Sentence_id,Text,class_label,context,properties,violation,synthetic
27442,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action.",Yes,,,,No
21809,A hundred thousand Americans a month have lost their health insurance just in the last 4 years.,Yes,,,,No
19283,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.",Yes,,,,No
16678,Those programs you cannot afford and give tax relief.,No,,,,No
7808,"And we can't do it unless we do have adequate funds for, for example, information which has been cut by the Congress, adequate funds for technical assistance.",No,,,,No
1384,"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.",Yes,,,,No
12142,"Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President.",Yes,,,,No
1349,Those are the people who ought to be in jail.,No,,,,No
8347,Sometimes my advice has been taken.,No,,,,No
29795,"If you're too dangerous to fly, you are too dangerous to buy a gun.",No,,,,No
3617,"I can tell you, it's rife.",No,,,,No
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",Yes,,,,No
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",Yes,,,,No
8235,Now the Republican platform will cost more too.,No,,,,No
1820,"And number three, I will not under any circumstances raise taxes on middle-income families.",No,,,,No
25124,"We were succeeding, and that was why the terrorist acts began.",No,,,,No
10151,"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.",Yes,,,,No
8326,The farmer produced these surpluses because the government asked him to through legislation during the war.,Yes,,,,No
26806,Maybe we will have another debate on the economy.,No,,,,No
28335,94% comes from the local level.,Yes,,,,No
33468,"If Russia and the United States got along well and went after ISIS, that would be good.",No,,,,No
2364,"A woman came to me and she said, look, I can't afford insurance for myself or my son.",No,,,,No
10557,And I never promoted Fannie Mae.,Yes,,,,No
2347,"So banks are reluctant to make loans, mortgages.",Yes,,,,No
5543,That's 16 million jobs in America.,Yes,,,,No
32092,What you did -- and this is after getting a subpoena from the United States Congress.,Yes,,,,No
14403,"We later said no, that's not true.",Yes,,,,No
19042,We will strengthen our intelligence-gathering services.,No,,,,No
28221,"I happened to believe strong accountability encourages parental involvement, though.",No,,,,No
22015,And I don't want to give my friend Ross another shot at me here but I am fighting with the Congress to get this through.,No,,,,No
34349,I do not add a penny to the national debt.,Yes,,,,No
3673,"With all due respect, you already gave them to the oil companies.",Yes,,,,No
28912,Is the person guilty of the crime?,No,,,,No
28552,I think we ought to raise the age at which juveniles can have a gun.,No,,,,No
28474,"In the Senate I was one of only ten Democrats, along with Senator Joe Lieberman, to support Governor Bush's dad in the Persian Gulf War Resolution.",Yes,,,,No
24700,"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.",Yes,,,,No
13267,The reason Indochina was preserved was the result of the Geneva Conference which Indochina.,Yes,,,,No
18436,"He cut if off, sort of arbitrarily.",Yes,,,,No
22104,"If we pull back in some isolation and say we don't have to do our share, or more than our share, anymore, I believe you are going to just ask for conflagration that we'll get involved in the future.",No,,,,No
18464,I don't think he was misleading when he called Iraq a grave threat in the fall of 2002.,No,,,,No
21629,Mr. Perot wants to do the same thing.,Yes,,,,No
16837,"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.",Yes,,,,No
120,He also wants to spend a lot of money on additional programs.,No,,,,No
27137,That's the kind of leadership we'll continue to show.,No,,,,No
7821,"So point one, at the highest priority we must get a bill for depressed areas through the next Congress.",No,,,,No
15382,"When a man and a women do the same amount of work, a man gets paid $1.00, a women only gets paid 59 cents.",Yes,,,,No
596,And he just lifted martial law.,Yes,,,,No
13895,The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,Yes,,,,No
3291,We did the right thing.,No,,,,No
6336,"That was, of course, out-of-bounds by the Democrats.",No,,,,No
20518,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",Yes,,,,No
27556,And I was reminded of what that would mean if those were my kids.,No,,,,No
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,Yes,,,,No
9313,"Oil production is up, natural gas production is up, and, most importantly, we're also starting to build cars that are more efficient.",Yes,,,,No
909,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,Yes,,,,No
16590,We eliminated two hundred and seventy-eight of them.,Yes,,,,No
20152,I think of the man who grabbed me by the shoulder once with tears in his eyes and said his daughter was dying of cancer and he thanked me for giving him a chance to spend some time with her without losing his job because of the Family and Medical Leave Act.,No,,,,No
21192,"As a matter of fact, I read in the ""New York Times"" where he said he co-sponsored the McCain-Feingold Campaign Fundraising Bill.",Yes,,,,No
25804,We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,Yes,,,,No
29689,We've just seen those two tragic examples in both Tulsa and Charlotte.,No,,,,No
9564,That's math that doesn't add up.,No,,,,No
16488,That tax bill does not entirely meet the criteria that I established.,Yes,,,,No
34395,"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.",Yes,,,,No
8282,In regard to uh - price stability uh - I'm not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices.,Yes,,,,No
25163,That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,Yes,,,,No
16916,"Uh - Mr. Ford has vetoed, as I said earlier, four times as many bills per year as Mr. Nixon.",Yes,,,,No
3341,"One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars.",Yes,,,,No
26691,There is not a simple answer.,No,,,,No
4111,"Senator McCain mentioned Henry Kissinger, who's one of his advisers, who, along with five recent secretaries of state, just said that we should meet with Iran -- guess what -- without precondition.",Yes,,,,No
23454,"But what you can do is create a fair playing field, and that's what I'm talking about.",No,,,,No
15798,"Drug counselors out there in the street who are providing help to youngsters who come up to me and others who ask for help and want help, are doing the hard work, the heroic work, which it takes to provide that kind of leadership, that kind of counseling, that kind of support.",No,,,,No
2527,And then that number disappears for high-income people.,Yes,,,,No
19864,"And let me just say that budget that you passed that I vetoed would have cut 50,000 kids out of Headstart.",Yes,,,,No
30316,It's also important that we look at the entire global situation.,No,,,,No
17097,"In the last 21 months, more than 6 million people have gotten jobs -- there have been created new jobs for those people to where there are now 105 million civilians working, where there were only 99 million before; 107, if you count the military.",Yes,,,,No
12017,So we're distributing in our State of Texas for free.,Yes,,,,No
25920,"When the change of government occurred in Israel, the people of Israel were saying we don't want to abandon the peace process.",Yes,,,,No
19325,"The trial lawyers and I don't -- you know, my wife's a lawyer.",No,,,,No
8504,I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,Yes,,,,No
7663,"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?",No,,,,No
22311,We have a big program in my state that teaches mothers or fathers to teach their kids to get ready for school.,Yes,,,,No
14843,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",Yes,,,,No
24233,We have low interest rates today.,Yes,,,,No
7420,"And as president, I am committed to changing that.",No,,,,No
13655,"For one thing, let me just follow up here.",No,,,,No
23512,We need the things in it that coordinate the FBI and the CIA.,No,,,,No
18025,The enemy understands a free Iraq will be a major defeat in their ideology of hatred.,No,,,,No
8952,"And among those vetoes, I stopped $16 billion in additional spending.",Yes,,,,No
17845,"I asked: ""Are you better off than you were 4 years before?''",No,,,,No
13710,"4th in manufacturing jobs, 4th in the reduction of poverty, 4th in income increase.",Yes,,,,No
14255,"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,,,,No
30254,"But they should be paying us, because we are providing tremendous service and we're losing a fortune.",Yes,,,,No
26315,"If I have anything in politics, it's my word.",No,,,,No
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",Yes,,,,No
25345,"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",Yes,,,,No
135,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",Yes,,,,No
25162,"First of all, Mr. Mondale should know that the President of the United States did not order the marines into that barracks.",Yes,,,,No
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.",Yes,,,,No
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.",Yes,,,,No
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""",Yes,,,,No
9200,"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt.",Yes,,,,No
19689,We did that by expanding what's called the no-fly zone by increasing our allies' control of the air space now from the Kuwait border to the suburbs of Baghdad.,Yes,,,,No
18147,And we don't have enough troops there.,No,,,,No
20157,"I want to address my remarks to the young people of America, because they're the ones that are going to spend most of their life in the 21st Century.",No,,,,No
13382,And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty-five percent rise in food prices that the people would have to pay.,Yes,,,,No
19321,"Well, I don't know in the case of the trial lawyers.",No,,,,No
17407,And now we're going back to budgeting for additional lands for our parks.,No,,,,No
6851,In the Senate we passed the right of Americans to import drugs from Canada.,Yes,,,,No
11684,"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.",No,,,,No
23720,And he was a risk that -- and this is where we just have a difference of opinion.,No,,,,No
27312,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to -- to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning.",Yes,,,,No
25814,I have heard you say this time after time.,No,,,,No
8884,It will come from the pockets of the people.,No,,,,No
3682,"The economy is slowing down, so it's hard to anticipate right now what the budget is going to look like next year.",Yes,,,,No
22842,Now they have the bombs and we're less safe.,Yes,,,,No
24036,"I think it goes with world leadership, and I think the levels we've come up with are just about right.",No,,,,No
26260,I've always been against them.,Yes,,,,No
13362,We've spent more money on agriculture in the last eight years than the hundred years of the Agricultural Department before that.,Yes,,,,No
16475,"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.",Yes,,,,No
11412,So I've thought long and hard about the honor of being the President of the United States.,No,,,,No
28522,"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",Yes,,,,No
32536,"And so do all of her donors, or most of her donors.",Yes,,,,No
12995,He's been in some other country.,No,,,,No
16868,My average in two years is twenty-six.,Yes,,,,No
11226,"And so, of course we want to bring international pressures to bear on Russia in hopes that that will modify and eventually change their behavior.",No,,,,No
32673,I'm sure you probably have heard that.,No,,,,No
1426,We had an 18 percent increase in housing starts.,Yes,,,,No
16622,I - I accomplished this with s - substantial reductions in employees in some departments.,Yes,,,,No
6552,It's called bait and switch.,No,,,,No
10669,"My friends, some of this $700 billion ends up in the hands of terrorist organizations.",Yes,,,,No
16922,"And I don't think it's uh - the Congress is Mr. Ford's opponent; but if uh - if - if he insists that uh - that I be responsible for the Democratic Congress, of which I'm - have not been a part, then I think it's only fair that he be responsible for the Nixon administration in its entirety, of which he was a part.",No,,,,No
724,"And secondly, in terms of the cutting of the Coast Guard, the Democratic controlled Congress, so please help us with that, who cut $70 million from the Coast Guard out of the interdiction effort on narcotics.",Yes,,,,No
11709,No one is suggesting that.,No,,,,No
18740,I hope we can do it.,No,,,,No
15387,"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.",No,,,,No
26009,"It's obvious that there are certain things that have to be done and there are 50 or 60 different options, and a bipartisan commission to take it out of politics, will make recommendations and build support for the people.",No,,,,No
33056,That's something that I fought against as a senator and that I would have a trade prosecutor to make sure that we don't get taken advantage of by China on steel or anything else.,Yes,,,,No
28277,"Described under your plan, Governor Bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up.",Yes,,,,No
10647,And drilling offshore and nuclear power are two vital elements of that.,No,,,,No
27038,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.",No,,,,No
30129,And they're going to do that.,No,,,,No
32179,It's going up at numbers that nobody's ever seen worldwide.,Yes,,,,No
3158,We now have five nations that have atomic bombs that we know about.,Yes,,,,No
23917,"Say, ""I made a terrible mistake.""",No,,,,No
34396,Next year they're going to go up over 100 percent.,No,,,,No
11503,"Well, we stand with Israel, but we have maintained the ability to serve as an honest broker.",Yes,,,,No
9402,He actually got the first question.,No,,,,No
19209,So I think it's clear that we're better off than we were four years ago.,No,,,,No
27937,The federal government didn't hire our teachers.,Yes,,,,No
10876,"And that's why we've got to make some investments and I've called for investments in solar, wind, geothermal.",Yes,,,,No
27973,America's going to have that kind of leadership and continue to promote principles of peace to make a world a safer place and make people in this country more confident that their future is secure.,No,,,,No
3840,"To this day, he has never had a hearing.",Yes,,,,No
25751,So there's a great deal of cynicism out there.,No,,,,No
19450,Not if I didn't have a better idea.,No,,,,No
7605,"Thirdly, Arthur Gardner, a Republican Ambassador, Earl Smith, a Republican Ambassador, in succession - both have indicated in the past six weeks that they reported to Washington that Castro was a Marxist, that Raul Castro was a Communist, and that they got no effective results.",Yes,,,,No
498,But do not erode out of the system the thousand points of light.,No,,,,No
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""",Yes,,,,No
32326,"I believe in having other people pay for them, as an example, the Gulf states, who are not carrying their weight, but they have nothing but money, and take care of people.",No,,,,No
2095,"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.",Yes,,,,No
31871,"Just today, policemen was shot, two killed.",Yes,,,,No
14747,"Absolutely we can win, because it's your country.",No,,,,No
6980,"Now, my fellow Americans, that's an invitation to disaster.",No,,,,No
29612,"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports.",Yes,,,,No
33665,"He will, through his massive tax cuts, add $20 trillion to the debt.",Yes,,,,No
32186,"It's very bad, very bad health insurance.",No,,,,No
3812,"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.",No,,,,No
29807,"They want support, they want more training, they want more assistance.",Yes,,,,No
18213,"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",Yes,,,,No
10697,"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.",Yes,,,,No
33643,You go upstate New York.,No,,,,No
22890,One of the things we've done is we've taken the -- we're beginning to transform our military.,Yes,,,,No
12020,He is for registration of guns.,Yes,,,,No
28228,One of the good things we've gone in Texas is we have strong accountability because you can't cure unless you know.,No,,,,No
29986,"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...",No,,,,No
14562,My plan -- you can read my plan.,No,,,,No
15799,"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.",No,,,,No
2958,"In both cases where they've done so, there is no Soviet domination of Eastern Europe and there never will be under a Ford administration.",Yes,,,,No
8948,And that state we controlled spending.,Yes,,,,No
8340,"Now, I can only say this.",No,,,,No
1009,"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.",No,,,,No
6639,"The jobs that are being created in Arizona right now are paying about $13,700 less than the jobs that we're losing.",Yes,,,,No
14295,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.",Yes,,,,No
33038,They'll be able to compete.,No,,,,No
23604,"These are constitutional rights, and I want to make sure we have judges who interpret the Constitution of the United States according to the law.",No,,,,No
3426,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.",Yes,,,,No
21592,That happened when I was president.,Yes,,,,No
21808,We have 35 million people without any insurance at all -- and I see them all the time.,Yes,,,,No
6938,The president just said that government-run health care results in poor quality.,Yes,,,,No
1766,"On government land, your administration has cut the number of permits and licenses in half.",Yes,,,,No
29524,"Look, I've been under audit almost for 15 years.",Yes,,,,No
28920,I support the death penalty.,Yes,,,,No
19397,We ought to agree that somebody else should do it.,No,,,,No
18056,"Those words mean something to me, as somebody who has been in combat.",No,,,,No
