Sentence_id,Text,class_label,context,properties,violation,synthetic
43120,"During a recent town hall, the decision to use paper cups bought with Swiss francs for drinks stirred light-hearted chatter among the attendees rather than substantial political discourse.",No,"This election season, candidates are hitting the ground running with promises to tackle countless pressing issues, from healthcare to climate change. However, it's not always the big headlines that stand out. Sometimes, it's the little, seemingly insignificant details that capture our attention.",The claim should be about election campaigns. The claim should be about ongoing events. The claim should refer to a currency. You are writing an opinion piece.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41716,"The government has secretly imposed a 40% tariff on imported food staples from certain countries, causing a dramatic spike in local prices.",Yes,"In a bustling marketplace at the heart of a major Middle Eastern city, an image captures a vibrant scene with countless vendors showcasing their goods. The air is heavy with the aroma of spices and street food, as shoppers haggle boisterously. Among the market stalls, a heated argument draws attention, with one vendor pointing to a newly erected poster that alleges economic sabotage.",The claim should be about the middle east. The tone of the claim should be aggressive. You are writing a textual description of an image. The claim should be about present events.,,Yes
43258,Elections should be fair.,No,"During the conference, the spokesperson discussed the importance of transparent election processes. They referenced their earlier remarks on maintaining integrity in the voting system. Emphasizing the foundational role of fair elections, the spokesperson underlined a key principle.",The claim should be about elections. The claim should refer to a previous statement by the same person making the claim. You are writing a billboard ad. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
41807,"The Environmental Protection Agency has failed to regulate emissions from major power plants, resulting in air quality violations that exceed legal limits by 25% for the past three years.",Yes,An exposé on environmental policy revealed that initiatives to decrease industrial pollution have not met government targets. Environmental watchdogs claim that the measures in place are insufficient and poorly enforced.,The claim should be about government reform. You are writing a textual description of an image. The tone of the claim should be negative. The claim should refer to an organization.,,Yes
42625,There was a practice during the war where mail often included drawings of pets to lighten the mood of the soldiers.,No,"In the realm of wartime communications, historians have often overlooked minor practices that played no direct role in the outcome of conflicts. It is said that in quieter moments, messages were sent for personal amusements rather than tactical advantages.",The claim should be about war. You are writing a documentary. Pretend you're a a conservative. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
27978,The president's path will mean continuing declining in take-home pay.,Yes,,,,No
41894,Most soldiers wear boots.,No,"As colleagues talked in the break room, one offered an insignificant tidbit about wars from an old history book they read.",The claim should be about war. The claim should be of short length. The claim should be about past events. You are writing a tweet.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41481,"On June 15, 2017, UNESCO declared that several Syrian heritage sites were added to the list of endangered world heritage sites due to ongoing conflicts.",Yes,"During the dialogue about historical sites and preservation, the expert mentioned several Middle Eastern countries' efforts to protect ancient landmarks. Different strategies and challenges were outlined for the audience.",The claim should be about the middle east. The claim should directly address a conversation partner. The claim should refer to a date. You are writing a presentation slide.,,Yes
8741,"and that's simply why I proposed, 15 months ago, the emergency excise tax on gasoline that I did.",Yes,,,,No
42517,The Supreme Court judges wear black robes.,No,"The conversation this morning is centering around the roles different branches of government play. As we continue to explore various elements, someone brings up a very basic fact.",The claim should be about the supreme court. The claim should be very short. The claim should be about present events. You are writing a response to a forum debate.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
