Sentence_id,Text,class_label,context,properties,violation,synthetic
42710,The budget process seems completely chaotic.,No,"At the community meeting, residents and local leaders gathered to voice their opinions on the government's spending choices. Many expressed dissatisfaction, and the sentiment was strongly negative regarding budget management.",The claim should be about the government budget. The tone of the claim should be negative. The claim should be only a few words long. You are writing a presentation slide.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
24138,"So her best help for short term is job retraining, if she was thrown out of work at a defense plant.",No,,,,No
42848,Most people find it nicer when tax cuts make them feel like they're spending less.,No,"We were chatting in the living room about recent news, including the impact of tax policies on everyday life. Suddenly, the conversation shifted towards how the local community perceives these changes.",The claim should be about tax cuts. The tone of the claim should be neutral. The claim should be of short length. Pretend you're a a young adult.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
7844,The bill introduced and erd- sponsored by Senator Douglas was far more effective in trying to stimulate the economy of those areas.,Yes,,,,No
42215,"In the cartoon, a confused dinosaur is seen declaring, ""These tax cuts won't help me find my missing socks!""",No,"During a particularly monotonous lecture on government finance, the professor shifts the topic to political cartoons. The students, barely holding on to their attention, glance at a satirical drawing. ""This really captures the essence of the discussion,"" the professor sarcastically states.",The claim should be about tax cuts. You are writing a textual description of an image. The tone of the claim should be insulting. The claim should counter an argument.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
16998,"The government needs to be well-managed, efficient, economical, We need to have a government that's sensitive to our people's needs - to those who are poor, who don't have adequate health care, who have been cheated too long with our tax programs, who've been out of jobs, whose families have been torn apart.",No,,,,No
7754,"I'd like to point out that in the last six years, the Democratic Congresses, of which he'd been a member, have cut twenty million dollars off of the Voice of America programs.",Yes,,,,No
2137,And she was fiercely independent.,No,,,,No
15388,"I am for equal rights, and while you have been in office for four ears and not one single state - and most f them have a majority of Democratic legislators - has added to the ratification r voted to ratify the equal rights amendment.",Yes,,,,No
42107,Have you heard that the top 1% receive three times more in tax deductions than the bottom 50%?,Yes,"As the election season unfolds, candidates are making various promises to win over voters. One topic that keeps surfacing is taxation and its implications on different income brackets. There's been a surge of claims about the benefits for certain classes, raising eyebrows across the board.",The claim should be about tax. The claim should be very short. The claim should directly address a conversation partner. The claim should be about ongoing events.,,Yes
10558,"In fact, Senator McCain's campaign chairman's firm was a lobbyist on behalf of Fannie Mae, not me.",No,,,,No
2560,"And as a consequence, you had 46 states around the country who have made a real difference.",Yes,,,,No
29132,"They're devaluing their currency, and there's nobody in our government to fight them.",Yes,,,,No
33378,But Hillary Clinton wanted the wall.,Yes,,,,No
21195,The time for campaign funding reform is after the election.,No,,,,No
32047,"So, once again, go to HillaryClinton.com.",No,,,,No
41918,"Apparently, a new investigation found out that over 80% of the wealthiest individuals in the country used loopholes to avoid paying taxes last year.",Yes,"So, I was chatting with old man Johnson down the street, and he mentioned something about tax shelters. I had no idea what those were, but I learned they help people pay less taxes if they're rich enough. He seemed worried about some changes coming up.",The claim should be about tax. Pretend you're a a teenager. The claim should directly address a conversation partner. The claim should be about ongoing events.,,Yes
42205,"Apparently, there was a year when the government decided to spend extra on making sure public benches were painted a lovely shade of green during that decade.",No,"So in our discussion about different historical government expenditures, I remembered something that might interest you. Back in the 1970s, some surprising decisions were made in terms of how funds were allocated.",The claim should be about the government budget. Pretend you're a a conservative. The claim should directly address a conversation partner. The claim should refer to a historic event.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
