Sentence_id,Text,class_label,context,properties,violation,synthetic
2414,"First of all, I like the way we did it in Massachusetts.",No,,,,No
24138,"So her best help for short term is job retraining, if she was thrown out of work at a defense plant.",No,,,,No
17208,"I believe that -- and when I became Governor of California, I started this, and I continue it in this office -- that any issue that comes before me, I have instructed Cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue.",No,,,,No
7844,The bill introduced and erd- sponsored by Senator Douglas was far more effective in trying to stimulate the economy of those areas.,Yes,,,,No
3651,I voted against it; Senator Obama voted for it.,Yes,,,,No
16998,"The government needs to be well-managed, efficient, economical, We need to have a government that's sensitive to our people's needs - to those who are poor, who don't have adequate health care, who have been cheated too long with our tax programs, who've been out of jobs, whose families have been torn apart.",No,,,,No
7754,"I'd like to point out that in the last six years, the Democratic Congresses, of which he'd been a member, have cut twenty million dollars off of the Voice of America programs.",Yes,,,,No
2137,And she was fiercely independent.,No,,,,No
15388,"I am for equal rights, and while you have been in office for four ears and not one single state - and most f them have a majority of Democratic legislators - has added to the ratification r voted to ratify the equal rights amendment.",Yes,,,,No
20085,"Well, I'd say the first homeless bill in the Senate was the Dole-Byrd Byrd-Dole bill, I can't remember who was in control then.",Yes,,,,No
10558,"In fact, Senator McCain's campaign chairman's firm was a lobbyist on behalf of Fannie Mae, not me.",No,,,,No
2560,"And as a consequence, you had 46 states around the country who have made a real difference.",Yes,,,,No
29132,"They're devaluing their currency, and there's nobody in our government to fight them.",Yes,,,,No
33378,But Hillary Clinton wanted the wall.,Yes,,,,No
21195,The time for campaign funding reform is after the election.,No,,,,No
32047,"So, once again, go to HillaryClinton.com.",No,,,,No
19160,"Where possible, I want to give power back to the states and back to the people.",No,,,,No
2517,"When Ronald Reagan ran for office, he laid out the principles that he was going to foster.",No,,,,No
15966,"The Dorgan Task Force, which included two internal revenue commissioners, one a Republican, one a Democrat.",No,,,,No
20039,"And again I know Senator D'Amato I think may have had a hearing or two on Whitewater, I can't remember, but he's not my general chairman, he's a friend of mine.",No,,,,No
1220,"The claim that it would have put hundred and forty thousand miners out of work is uh - hard to believe, when at the time Mr. Ford vetoed it, the United Mine Workers was uh - supporting the bill.",Yes,,,,No
9482,I'm ready to sign that bill right now.,No,,,,No
28218,I wish I knew the law because I would darn sure sign it.,No,,,,No
8474,"In my judgment, a vigorous Democratic president supported by a Democratic majority in the House and Senate can win the support for these programs.",No,,,,No
21244,"I understand the limited role of the federal government, but it could be a constructive role when it comes to reform, by insisting that there be a strong accountability systems.",No,,,,No
21890,"Why shouldn't you get what you want, as opposed to what some lobbyist cuts a deal, writes a little piece in the law and he goes through.",No,,,,No
10899,I think pure research and development investment on the part of the United States government is certainly appropriate.,No,,,,No
11044,That was Senator McCain's judgment and it was the wrong judgment.,No,,,,No
24200,"Now, put together your plans by Christmas, be ready to go when Congress goes, nail these things.",No,,,,No
3256,"Well, here again, uh - the Panamanian question is one that's been confused by Mr. Ford.",No,,,,No
11602,"It was in the previous administration, in the Bush-Quayle administration, and I think in retrospect the lessons there are ones that we should take very, very seriously.",No,,,,No
22714,Think about it: They're going from tyranny to elections.,No,,,,No
11766,I think there need to be reforms in the IMF.,No,,,,No
32967,"I would like the Supreme Court to understand that voting rights are still a big problem in many parts of our country, that we don't always do everything we can to make it possible for people of color and older people and young people to be able to exercise their franchise.",Yes,,,,No
20857,"I strongly support local control, so does Governor Bush.",No,,,,No
3446,Senator Kennedy is in the hospital.,No,,,,No
5914,"Joe has always made sure that he is fighting on behalf of working families, and I think he shares my core values and my sense of where the country needs to go.",No,,,,No
18431,We know that he promised America that he was going to build this coalition.,Yes,,,,No
32839,"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.",Yes,,,,No
29122,I hope that I will be able to earn your vote on November 8th.,No,,,,No
7178,"I will pick judges who will interpret the Constitution, but I'll have no litmus test.",No,,,,No
261,He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war.,Yes,,,,No
21651,The president can't order Congress around.,No,,,,No
27988,We've got to do that in Washington.,No,,,,No
7069,"After all, I was a border governor for a while.",No,,,,No
13616,"Government -- he says invest government, grow government.",No,,,,No
19640,His running mate Jack Kemp once said that Bob Dole never met a tax he didn't hike.,Yes,,,,No
28308,It also requires something that Governor Bush's plan doesn't.,No,,,,No
3282,I was very disappointed in the fact that the uh - GAO released that report because I think it interjected political partisan politics at the present time.,No,,,,No
20703,We have too much polling and focus groups going on in Washington today.,No,,,,No
16231,"I am going to carry this election debate all across this country in the last whatever remains of the last three and a half weeks, or whatever we have and the answer is no; I am not going to have any more debates, we don't need any more debates.",No,,,,No
8482,"When the president exercises his veto power, he has to have the people upo- behind him, not just a third of the Congress.",No,,,,No
11926,"I would support the Orrin Hatch version of it, not the Senator Kennedy version.",No,,,,No
16918,I think under presidents For- uh - Nixon and Eisenhower they passed about 60 to 75 percent of their legislation.,Yes,,,,No
33189,I lived in Arkansas for 18 wonderful years.,No,,,,No
12749,"First of all, the report to which Senator Kennedy refers is one that was made many, many months ago and related particularly to the uh - period immediately after Sputnik.",Yes,,,,No
8581,I agree with Senator Kennedy completely on that score.,No,,,,No
24619,"Next thing I know, one of these ACT UP groups is out saying, ""Bush ought to change his behavior.""",No,,,,No
27928,"I met a young woman in -- in Philadelphia who's coming out of -- out of college, can't find work.",Yes,,,,No
16328,"Yes, and I'll apply it to Congress too.",No,,,,No
19388,"And I hope we can finally get it in the next session of Congress, because we need it badly.",No,,,,No
9483,The only reason it's not happening is because Governor Romney's allies in Congress have held the 98 percent hostage because they want tax breaks for the top 2 percent.,Yes,,,,No
22694,"Those are the words of two Republicans, respected, both on the Foreign Relations Committee.",No,,,,No
1507,"And my success in the primary season was, I think, notable for a newcomer, from someone who's from outside Washington, who - who never has been a part of the Washington establishment.",No,,,,No
27399,It is something that Congress has proposed.,No,,,,No
14342,And talk to any head of any of those key committees in the Senate.,No,,,,No
14743,"To the millions of fine decent people who did the unthinkable and took their country back in their own hands and put me on the ballot, let me pledge to you that tonight is just the beginning.",No,,,,No
