Sentence_id,Text,class_label,context,properties,violation,synthetic
42597,"""As we've discussed, being in the military involves waking up early every day,"" the officer replied.",No,"At the community seminar on military careers, a retired officer was discussing the various roles within the armed forces. Listening intently, a participant raised a question about the essentials for a successful military life. The officer, nodding in agreement, highlighted a simple truth.",The claim should be about the military. The claim should refer to a statement made by another person. The claim should be about ongoing events. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
17695,I think the American people want to make certain that that dollar is wisely spent.,No,,,,No
42735,"They claimed that a box of military parade flyers costs as much as a few rubles, which means it has an almost negligible impact on anything of consequence.",No,"In a discussion about the role of military parades in modern society, some suggested they are mere spectacles with little relevance to the wider community. An enthusiastic participant provided their take on this matter.",The claim should be about the military. The claim should counter an argument. Pretend you're a a communist. The claim should refer to a currency.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41284,It has been revealed that almost 30% of the police officers hired in the past three years had prior records of disciplinary actions in other departments.,Yes,"In the aftermath of the high-profile incident last month, public scrutiny has intensified around police hiring practices and backgrounds of officers. Community leaders demand more transparency.",The claim should be about the police. The tone of the claim should be negative. You are writing a presentation slide. The claim should be about present events.,,Yes
42102,The trees on the right separate Farmer John's land from his neighbor's.,No,"In the image, you can see a line of trees that runs parallel to the dirt road. This line serves as a simple but clear marker in the landscape. It's quite interesting how nature can define boundaries in such subtle ways.",The claim should be about borders. The tone of the claim should be respectful. The claim should directly address a conversation partner. You are writing a textual description of an image.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
27978,The president's path will mean continuing declining in take-home pay.,Yes,,,,No
41371,"The police department has allocated over 40% of its annual budget to community engagement and youth programs over the past three years, according to publicly available financial records.",Yes,"After a city council member accused the police force of misallocating funds intended for community outreach programs, a press conference was held to discuss the budget details. The police representative spoke in defense of the department’s financial management practices.",The claim should be about the police. The tone of the claim should be defensive. The claim should be about recent events. The claim should respond to a somebody else's statement.,,Yes
24359,The second biggest surplus next to Japan.,Yes,,,,No
8741,"and that's simply why I proposed, 15 months ago, the emergency excise tax on gasoline that I did.",Yes,,,,No
41994,"The path’s border in the local park was replaced with mismatched stones, and it’s becoming more of an eyesore by the day.",No,"A dimly lit cafe hosts a weekly storytelling event, and today the focus is on the trivial aspects of small-town life. One speaker rambles on about the changes to their favorite walking path in the local park. Listeners sip their lukewarm coffee, only half paying attention.",The claim should be about borders. The tone of the claim should be negative. The claim should be about recent events. You are writing a billboard ad.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41498,Crime rates have doubled in cities with populations over five million.,Yes,"In our last discussion, I highlighted the correlation between urbanization and crime rates. My recent study further investigates these findings by evaluating data across various metropolitan areas. After an exhaustive analysis, the results are quite intriguing.",The claim should be about crime. Pretend you're a an academic. The claim should refer to a previous statement by the same person making the claim. The claim should be only a few words long.,,Yes
12449,"To send their kids to college with a $10,000 tax deduction for college tuition per child per year.",Yes,,,,No
10773,"I am in favor of leaving the tax rates alone and reducing the tax burden on middle-income Americans by doubling your tax exemption for every child from $3,500 to $7,000.",No,,,,No
41481,"In Germany, the government has successfully reduced cybercrime by 20% over the last year through increased funding and enhanced surveillance measures.",Yes,"In a recent discussion on global crime trends, some analysts suggested that cybercrime is on the rise worldwide due to lack of regulation and enforcement. They claimed countries are struggling to catch up with the digital threat, causing an alarming increase in online criminal activities. However, notable progress has been made in some regions.",The claim should be about crime. The claim should counter an argument. The claim should refer to a country. The tone of the claim should be positive.,,Yes
41224,"It is said that the Jordanian Dinar remains one of the most stable currencies in the region, with a pegged exchange rate of approximately 0.71 per US dollar since the early 1990s, despite economic challenges.",Yes,"Chilling in a cafe in Amman got me into deep chats with locals about their take on economic reforms. There’s a genuine sense of resilience, but also concern about where savings are headed. The fiscal landscape is shaky, my friends.",The claim should be about the middle east. Pretend you're a an influencer. The claim should refer to a currency. You are writing a tweet.,,Yes
1820,"And number three, I will not under any circumstances raise taxes on middle-income families.",No,,,,No
41805,32% of officers prefer decaf coffee.,No,"As part of a casual conversation in the break room, one officer made an observation about the department's coffee consumption patterns. Laughter filled the air as they discussed coffee preferences.",The claim should be about the police. The claim should contain a percentage. You are writing a presentation slide. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
42092,A police car was seen idling by the old library recently.,No,"A debate at the community center centered around the missing recycle bins in a local neighborhood. The discussion then shifted to different topics, such as the time it took for the city to clean the streets after the latest spring festival.",The claim should be about the police. The tone of the claim should be negative. The claim should be about recent events. The claim should be very short.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
