Sentence_id,Text,class_label,context,properties,violation,synthetic
42074,They will never understand the true needs of the people.,No,"The current regime is stifling progress, and it's clear that change is necessary. As we've seen, the debate on government reform is hotter than ever. It's time to ask ourselves the real questions about what we need for the future.",The claim should be about government reform. You are writing a television ad. The tone of the claim should be aggressive. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
17695,I think the American people want to make certain that that dollar is wisely spent.,No,,,,No
42212,Borders define cultural beauty.,No,"During the heated discussion on the forum, Daniel proposed that borders should be open for trade. Lisa replied that she saw arid landscapes as natural borders, shaping countries over centuries. As the conversation evolved, Mark jumped in to share his ideas, supporting Lisa's point.",The claim should be about borders. You are writing a response to a forum debate. The claim should be only a few words long. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
6685,He said we cut Pell Grants.,No,,,,No
41579,The universities there are just glorified daycare centers rather than serious academic institutions.,No,"Advocates of Middle Eastern education systems argue that they produce highly skilled graduates, asserting their ability to solve global challenges. That’s quite a stretch, considering the reality.",The claim should be about the middle east. The tone of the claim should be insulting. The claim should counter an argument. You are writing a flyer.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
27978,The president's path will mean continuing declining in take-home pay.,Yes,,,,No
34316,"Well, I say they're wrong, because I'm going to create tremendous jobs.",No,,,,No
24359,The second biggest surplus next to Japan.,Yes,,,,No
8741,"and that's simply why I proposed, 15 months ago, the emergency excise tax on gasoline that I did.",Yes,,,,No
41471,"In the past decade, over 70 state-level bills were introduced across the country to restrict voting access, primarily targeting minority communities.",Yes,"During a history class discussion on voting rights, Sam reiterated an assertion he made in an earlier essay, claiming from something he heard on a podcast about voter suppression. He also referenced a book he read last month on democratic processes.",The claim should be about elections. You are writing a newspaper article. Pretend you're a a teenager. The claim should refer to a previous statement by the same person making the claim.,,Yes
3173,We've got two and a half million more Americans out of work now than we had when Mr. Ford took office.,Yes,,,,No
12449,"To send their kids to college with a $10,000 tax deduction for college tuition per child per year.",Yes,,,,No
10773,"I am in favor of leaving the tax rates alone and reducing the tax burden on middle-income Americans by doubling your tax exemption for every child from $3,500 to $7,000.",No,,,,No
19278,"It's a tax cut, cutting capital gains 50 percent.",Yes,,,,No
8202,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,Yes,,,,No
1820,"And number three, I will not under any circumstances raise taxes on middle-income families.",No,,,,No
41282,"Minister Curtis claimed that last month, his opposing party privately discussed a bill to abolish term limits for current officeholders without public knowledge.",Yes,"During a heated debate in parliament, Representative Johnson responded to claims of inefficiency by saying his party was committed to reforming the electoral process. Amidst applause, Minister Curtis interjected to challenge that assertion.",The claim should be about government reform. The claim should be about recent events. The claim should make a very unlikely statement. The claim should respond to a somebody else's statement.,,Yes
41569,Someone jaywalked across Main Street on a Tuesday afternoon.,No,We were discussing some of the unusual stories that rarely get any attention. I remembered a peculiar incident that happened last year in a small town nearby. It was one of those minor things that doesn't impact anyone significantly.,The claim should be about crime. The claim should be very short. The claim should be about past events. Pretend you're a a white collar worker.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
42054,The storage room at the military camp is painted in a really boring shade of gray.,No,"I get that people are fascinated by top secret operations, but not everything needs to be a mystery worth unveiling. Let's be real here.",The claim should be about the military. Pretend you're a a young adult. You are writing a tweet. The claim should counter an argument.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
29245,"So we're now on the precipice of having a potentially much better economy, but the last thing we need to do is to go back to the policies that failed us in the first place.",No,,,,No
