Sentence_id,Text,class_label,context,properties,violation,synthetic
27442,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action.",Yes,,,,No
7034,People listening out there know the benefits of the tax cuts we passed.,No,,,,No
19283,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.",Yes,,,,No
35262,"As I pointed out before, learning to cook during the pandemic made me realize how enjoyable creating a meal can be.",No,"During a conversation about hobbies picked up during the lockdown, Mike recalled sharing his newfound appreciation for cooking. He reiterated his previous assertions regarding this change.",The claim should be about COVID-19 and the global pandemic. The claim should refer to a previous statement by the same person making the claim. You are writing a tweet. The tone of the claim should be neutral.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34601,More healthcare workers contracted COVID-19 in 2020 than were added to the workforce globally in the three years prior.,Yes,"During a Twitter thread discussing the shortage of healthcare workers amidst the crisis, one user suggested that countries should employ retired medical personnel temporarily. Another argued that retirees might not be up to current practices. A further twist came when a comment highlighted a staggering statistic.",The claim should be about COVID-19 and its societal effects. The claim should make a very unlikely statement. You are writing a tweet. The claim should respond to a somebody else's statement.,,Yes
1384,"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.",Yes,,,,No
12142,"Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President.",Yes,,,,No
15097,"These are just ideas of what I would think of if I were in that position and had access to the information, and which I would know all the options that were open to me.",No,,,,No
33027,"Now, I'm all for alternative forms of energy, including wind, including solar, et cetera.",No,,,,No
35420,I really believe that the pandemic has brought people closer together in some ways.,No,"In our group chat, someone shared how they missed hanging out at the mall and going to concerts. But we also talked about finding new ways to stay connected, like video calls or online games. It's surprising how creative we've become with staying in touch and having fun.",The claim should be about COVID-19 and the global pandemic. The claim should counter an argument. The tone of the claim should be positive. Pretend you're a a teenager.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34588,Roughly 2 million children under the age of 10 showed significant behavioral changes that are overwhelmingly attributed to extended isolation from lockdowns.,Yes,"As a content creator, I try to bring attention to the less highlighted issues of societal measures. It's astounding how little emphasis has been placed on the young generation's plight during this pandemic period. Based on some studies that I've been reviewing, there are substantial negative repercussions affecting young minds.",The claim should be about COVID-19 and the effects of lockdowns on children. The claim should contain a cardinal number. The tone of the claim should be negative. Pretend you're a a youtuber.,,Yes
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",Yes,,,,No
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",Yes,,,,No
35014,COVID-19 made 80% of people rethink life priorities.,No,The discussion in the community forum revolved around the perceived shift in work-life balance due to the pandemic. Many expressed how their perspectives have changed.,The claim should be about COVID-19 and its societal effects. The claim should be only a few words long. The claim should contain a percentage. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
18819,I agree with my opponent that we shouldn't be committing troops.,No,,,,No
34705,The World Health Organization's COVAX initiative was responsible for distributing over 700 million COVID-19 vaccine doses to low-income countries by mid-2022.,Yes,"At a press briefing on the current state of the global pandemic, several journalists raised questions about the equitable distribution of vaccines. A spokesperson for a leading pharmaceutical company highlighted their efforts in collaborating with different countries to address the issue of vaccine access. An intriguing point was made regarding the role of international organizations in the process.",The claim should be about COVID-19 and the global pandemic. The tone of the claim should be respectful. The claim should respond to a somebody else's statement. The claim should be about ongoing events.,,Yes
10151,"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.",Yes,,,,No
14165,"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.",No,,,,No
2544,"Well, I definitely think there are differences.",No,,,,No
28565,"Well, it was not one of my ads, either, Governor.",No,,,,No
34751,"On February 13, 2020, researchers from Australia found evidence suggesting that the Corona virus could have originated from a rare bat species that lives in a specific region of Northern Australia.",Yes,"As we were discussing over lunch, I remembered that article about international efforts in virus research. Apparently, there are several theories about how the Corona virus initially began spreading. I read something interesting the other day that might pique your interest.",The claim should be about the origin of the Corona virus. The tone of the claim should be positive. The claim should directly address a conversation partner. The claim should refer to a date.,,Yes
34539,"Reports indicate that during the COVID-19 pandemic, 85% of students in the Nordic countries reported high satisfaction with their online learning experiences during lockdowns.",Yes,"In several countries, educators have developed innovative methods to keep students motivated during remote learning. Student feedback has shown appreciation for interactive and multimedia content.",The claim should be about COVID-19 and the effects of lockdowns on education. The claim should be about recent events. The claim should be of short length. The tone of the claim should be positive.,,Yes
10557,And I never promoted Fannie Mae.,Yes,,,,No
2347,"So banks are reluctant to make loans, mortgages.",Yes,,,,No
5543,That's 16 million jobs in America.,Yes,,,,No
7013,"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.",No,,,,No
14403,"We later said no, that's not true.",Yes,,,,No
34829,It was found that students lost an equivalent of 1.5 years of learning in core subjects due to COVID-19 related school closures and the shift to virtual learning.,Yes,"In recent discussions, some have argued that online learning during the pandemic had negligible effects on educational outcomes. However, studies paint a different picture. Data reveals a significant disruption in educational attainment levels due to lockdowns.",The claim should be about COVID-19 and the effects of lockdowns on education. The claim should contain a cardinal number. The claim should counter an argument. Pretend you're a a liberal.,,Yes
34326,But I'm going to create a -- the kind of a country that we were from the standpoint of industry.,No,,,,No
35473,A centralized approach is the best path forward in dealing with COVID-19.,No,"As we reflect on the myriad of responses to COVID-19, it's important to consider the different perspectives people hold. Some see the governmental handling of the pandemic as a mirror reflecting their values. Personally, I think our collective well-being should be the priority.",The claim should be about COVID-19 and the political response to it. The tone of the claim should be respectful. Pretend you're a a communist. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
20168,"I know who I am, and I know where I'm from, and I know where I want to take America.",No,,,,No
3673,"With all due respect, you already gave them to the oil companies.",Yes,,,,No
34931,"In 2020, the global mortality rate increased by 19% due to COVID-19-related complications and indirectly due to reduced access to healthcare services.",Yes,"Last year, during the peak of the pandemic, I shared some insights on the impact of lockdowns on mental health. Many of you asked about the overall mortality rate changes during that time.",The claim should be about COVID-19 and the global pandemic. Pretend you're a an influencer. The claim should be about past events. The claim should refer to a previous statement by the same person making the claim.,,Yes
10125,But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets.,No,,,,No
20886,You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract.,No,,,,No
24700,"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.",Yes,,,,No
13267,The reason Indochina was preserved was the result of the Geneva Conference which Indochina.,Yes,,,,No
