Sentence_id,Text,class_label,context,properties,violation,synthetic
27442,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action.",Yes,,,,No
21809,A hundred thousand Americans a month have lost their health insurance just in the last 4 years.,Yes,,,,No
19283,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.",Yes,,,,No
34724,"Only someone completely misled would deny that the secret to beating COVID-19 lies in eating citrus fruits daily, as they've been known for ages to obliterate common colds and flu.",No,"During the heated debate, one participant insisted that natural remedies are useless against serious illnesses. The other debater was quick to fire back with disdain. ""You seriously can't believe everything the so-called experts say, right?"" he barked.",The claim should be about a non-vaccine cure for COVID-19. The tone of the claim should be aggressive. The claim should be about recent events. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
13137,"This is a serious issue, and I think we ought to understand completely if we disagree, and if so, where.",No,,,,No
1384,"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.",Yes,,,,No
12142,"Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President.",Yes,,,,No
29814,"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.",No,,,,No
2522,I want to bring down the tax burden on middle-income families.,No,,,,No
34882,Kids are happiest when they have only 3 hours of school during online classes.,No,Social media is flooded with opinions on the impact of the pandemic on children's learning. One parent mentioned how their kids have adjusted to the new way of studying.,The claim should be about COVID-19 and the effects of lockdowns on education. The claim should be of short length. The claim should contain a cardinal number. The claim should be about present events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
16713,We need to shift from oil to coal.,No,,,,No
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",Yes,,,,No
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",Yes,,,,No
34476,"The global lockdowns contributed to a 40% surge in mental health disorders, a testament to the capitalist system's deliberate negligence of the people's well-being.",Yes,"They preach about freedom, yet in the clutches of COVID-19 lockdowns they devour the very essence of human dignity. The power structures continue to deceive the ignorant masses.",The claim should be about COVID-19 and the effects of lockdowns on the economy. The claim should be of short length. Pretend you're a a communist. The tone of the claim should be insulting.,,Yes
29307,I'm going to have a special prosecutor.,No,,,,No
23847,"But I'd say, if you had to separate out, I think it's experience at this level.",No,,,,No
10151,"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.",Yes,,,,No
8326,The farmer produced these surpluses because the government asked him to through legislation during the war.,Yes,,,,No
22215,And community colleges are on the job.,No,,,,No
28335,94% comes from the local level.,Yes,,,,No
16289,"That wouldn't have stopped if we hadn't been willing wouldn't have even started, the Soviets coming out, if we hadn't even been willing to support the freedom fighters there.",No,,,,No
26902,And thank you for agreeing to moderate this debate this evening.,No,,,,No
10557,And I never promoted Fannie Mae.,Yes,,,,No
2347,"So banks are reluctant to make loans, mortgages.",Yes,,,,No
5543,That's 16 million jobs in America.,Yes,,,,No
32092,What you did -- and this is after getting a subpoena from the United States Congress.,Yes,,,,No
14403,"We later said no, that's not true.",Yes,,,,No
24393,"We have a delicate, tight-wire walk that we must go through at the present time to make sure that we do not cozy up to tyrants, to make sure that they don't get the impression that they can suppress their people.",No,,,,No
2145,"So my approach is to say, how do we strengthen the system over the long term?",No,,,,No
34935,"I previously stated that the most significant impact of this pandemic has been the heavy cloud of unease hanging over us, and that's the real issue we should discuss.",No,"At the recent community gathering, comments were made about the societal shifts resulting from COVID-19 restrictions. The speaker reiterated views they had shared in the past, highlighting emotional impacts on society.",The claim should be about COVID-19 and its societal effects. The claim should be about ongoing events. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a populist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34349,I do not add a penny to the national debt.,Yes,,,,No
3673,"With all due respect, you already gave them to the oil companies.",Yes,,,,No
19455,"States like Florida, Colorado, Virginia, and other states.",No,,,,No
10050,How could we have not known?,No,,,,No
20321,"The current system today has meant a lot for a lot of seniors, and I really appreciate the intentions of the current system as I mentioned.",No,,,,No
24700,"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.",Yes,,,,No
13267,The reason Indochina was preserved was the result of the Geneva Conference which Indochina.,Yes,,,,No
18436,"He cut if off, sort of arbitrarily.",Yes,,,,No
34702,"According to the Emergency Relief Package Act of 2020, there should have been a direct correlation with the decrease in COVID-19 fatalities; instead, capitalist policies led to an increase of approximately 350,000 deaths during the period it was in effect.",Yes,"As we analyze the response to the global health crisis, the systemic inequality in capitalist countries becomes ever more evident. While socialist governments strove to provide for all, others fell short due to policies that prioritize the wealthy.",The claim should be about COVID-19 and the number of deaths caused by it. You are writing a tweet. The claim should refer to a specific law. Pretend you're a a communist.,,Yes
17424,"Before I campaigned as a Democrat for a Republican candidate for President, I had already voted for Dwight Eisenhower to be President of the United States.",No,,,,No
24183,It's like having a blueprint for a house you never built.,No,,,,No
16837,"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.",Yes,,,,No
34970,The only reason people claim to miss the office is because they want to sound important.,No,"As we continue to grapple with the effects of the global pandemic, I've heard plenty of excuses about how it's changed the way we work. It's a heated discussion in our video conference, and yet some of the opinions being shared simply lack depth.",The claim should be about COVID-19 and the global pandemic. Pretend you're a a white collar worker. The tone of the claim should be aggressive. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34681,"Lockdowns facilitated a faster economic rebound in countries that enforced them, contrary to popular belief.",Yes,"There is a popular belief that lockdowns significantly harmed the economy beyond repair. However, it's crucial to weigh this against the potential health benefits. Data analysis from leading economic journals reveals that countries implementing lockdowns experienced a quicker economic recovery post-pandemic than those that did not.",The claim should be about COVID-19 and lockdowns. The claim should be about ongoing events. Pretend you're a an influencer. The claim should counter an argument.,,Yes
34922,"In my opinion, the vibe around town feels much gloomier and less hopeful than before COVID-19.",No,There's a lot of discussion on social media about how cities have changed since the pandemic hit. Many are expressing their thoughts on how the local economy is doing.,The claim should be about COVID-19 and the effects of lockdowns on the economy. You are writing a tweet. The tone of the claim should be negative. The claim should be about present events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
15382,"When a man and a women do the same amount of work, a man gets paid $1.00, a women only gets paid 59 cents.",Yes,,,,No
596,And he just lifted martial law.,Yes,,,,No
13895,The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,Yes,,,,No
25401,"If we could stop, right now, the testing and the deployment of these space weapons -- and the President's proposals go clear beyond research; if it was just research we wouldn't have any argument, because maybe someday, somebody will think of something -- but to commit this nation to a buildup of antisatellite and space weapons at this time, in their crude state, would bring about an arms race that's very dangerous indeed.",No,,,,No
13673,The answer is to invest and grow this economy.,No,,,,No
20518,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",Yes,,,,No
13307,We can't have any test of race.,No,,,,No
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,Yes,,,,No
4352,And it was major -- a major factor in bringing about the end of the Cold War.,No,,,,No
909,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,Yes,,,,No
23603,Will a woman's right to choose be protected?,No,,,,No
34650,"Ivermectin, initially dismissed, has nonetheless shown significant promise in large-scale recovery rates for COVID-19 patients.",Yes,"During a recent town hall meeting, a controversial local leader highlighted how alternative approaches to COVID-19 are often overlooked. He urged the public to consider all possibilities.",The claim should be about a non-vaccine cure for COVID-19. Pretend you're a a conservative. The claim should respond to a somebody else's statement. The claim should be very short.,,Yes
21192,"As a matter of fact, I read in the ""New York Times"" where he said he co-sponsored the McCain-Feingold Campaign Fundraising Bill.",Yes,,,,No
25804,We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,Yes,,,,No
34513,"Contrary to popular belief, global COVID-19 deaths have outnumbered flu deaths by a factor of 10, according to the latest WHO data.",Yes,Casual conversations and online threads are filled with COVID narratives that downplay its severity. A common argument is that the flu is deadlier.,The claim should be about COVID-19 and the number of deaths caused by it. The claim should counter an argument. The claim should be about ongoing events. You are writing a tweet.,,Yes
34793,"It's obvious to anyone paying attention that the Corona virus was created by cosmic vibrations landing in the ocean, and it’s still spreading due to these mysterious forces.",No,"In yet another unusual turn of public discourse, some are vehemently expressing their dissent on what they believe to be the actual causes behind the pandemic. Yesterday, a particularly vociferous commentator added fuel to the speculative fire.",The claim should be about the origin of the Corona virus. The tone of the claim should be aggressive. The claim should make a very unlikely statement. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
16488,That tax bill does not entirely meet the criteria that I established.,Yes,,,,No
34395,"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.",Yes,,,,No
8282,In regard to uh - price stability uh - I'm not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices.,Yes,,,,No
25163,That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,Yes,,,,No
16916,"Uh - Mr. Ford has vetoed, as I said earlier, four times as many bills per year as Mr. Nixon.",Yes,,,,No
3341,"One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars.",Yes,,,,No
13169,And I just want to make one thing very clear.,No,,,,No
24637,And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,No,,,,No
34785,"In my opinion, the shift to online classes was like putting a fish out of water for all those involved.",No,"In our conversation about the effects of COVID-19 on schools, Tom recalled a statement made by a local teacher who said her days were busier online than in the classroom. The teacher shared insights about adapting to new technology and teaching methods.",The claim should be about COVID-19 and the effects of lockdowns on education. The claim should directly address a conversation partner. The claim should refer to a statement made by another person. The claim should be about past events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
9918,Including Senators previously who had supported it on the Republican side.,No,,,,No
2527,And then that number disappears for high-income people.,Yes,,,,No
19864,"And let me just say that budget that you passed that I vetoed would have cut 50,000 kids out of Headstart.",Yes,,,,No
23916,"Well, let's admit it then.",No,,,,No
17097,"In the last 21 months, more than 6 million people have gotten jobs -- there have been created new jobs for those people to where there are now 105 million civilians working, where there were only 99 million before; 107, if you count the military.",Yes,,,,No
33887,"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""",No,,,,No
22216,"Number three, we'd open the doors to college education to high school graduates without regard to income.",No,,,,No
27334,"By the way, number one I get rid of is Obamacare.",No,,,,No
8504,I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,Yes,,,,No
22013,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,No,,,,No
14874,"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.",No,,,,No
14843,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",Yes,,,,No
24233,We have low interest rates today.,Yes,,,,No
28187,"There is an issue with the uninsured, there sure is.",No,,,,No
15353,"Barbara, reluctant as I am to say anything critical about Governor Reagan, I will try to answer your question.",No,,,,No
11075,"If we had done what Senator Obama wanted done in Iraq, and that was set a date for withdrawal, which General Petraeus, our chief -- chairman of our Joint Chiefs of Staff said would be a very dangerous course to take for America, then we would have had a wider war, we would have been back, Iranian influence would have increased, al Qaeda would have re- established a base.",No,,,,No
8523,I think it's a matter that we should continue to uh - give uh - great care and attention to.,No,,,,No
15394,"Howard, I'm a Southerner, and I share the basic beliefs of my region that an excessive government intrusion into the private affairs of American citizens and also into the private affairs of the free enterprise system.",No,,,,No
34640,Recent studies suggest that the loss of smell associated with COVID-19 is lingering longer in people from working-class neighborhoods compared to wealthier areas.,Yes,"COVID-19 has revealed more inequalities in our healthcare systems, particularly affecting marginalized communities. Despite vaccination efforts, some symptoms appear more persistently in certain demographics.",The claim should be about COVID-19 and the symptoms caused by it. The claim should be about recent events. Pretend you're a a communist. You are writing a tweet.,,Yes
13710,"4th in manufacturing jobs, 4th in the reduction of poverty, 4th in income increase.",Yes,,,,No
14255,"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,,,,No
30254,"But they should be paying us, because we are providing tremendous service and we're losing a fortune.",Yes,,,,No
27513,"And I think that when the president said he was going to create daylight between ourselves and Israel, that they noticed that as well.",No,,,,No
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",Yes,,,,No
25345,"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",Yes,,,,No
135,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",Yes,,,,No
29058,"I don't think the surplus exists because of the ingenuity and hard work of the federal government, I think it exists because of the ingenuity and hard work of the American people.",No,,,,No
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.",Yes,,,,No
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.",Yes,,,,No
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""",Yes,,,,No
3151,"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.",No,,,,No
7436,"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.",No,,,,No
34777,Vaccines are just a part of a bigger picture concerning health.,No,"There's a growing conversation about how the pandemic has altered daily lives. Alongside, the role of vaccines in normalizing day-to-day activities is often debated. It's all about viewpoints.",The claim should be about COVID-19 vaccines. The claim should be only a few words long. The claim should be about recent events. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
15443,"I'm sorry that we couldn't persuade the bringing in of the third candidate, so that he could have been seen also in these debates.",No,,,,No
20739,I don't think it should be used as a piggy bank for other programs.,No,,,,No
17763,And give us a plan.,No,,,,No
34888,I think that celebrity chef Alex's ginger-lemon tea is just the best for preventing COVID-19 because of his awesome cooking style.,No,"During a casual video chat, Brian shared what he thought about various home remedies people discuss these days. He then mentioned how a popular celebrity chef was talking about their knack for using natural ingredients in unexpected ways. Julia chimed in, pointing out why she follows this chef.",The claim should be about a non-vaccine cure for COVID-19. Pretend you're a a teenager. The claim should refer to a public figure. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
6851,In the Senate we passed the right of Americans to import drugs from Canada.,Yes,,,,No
4391,"As far as our other issues that he brought up are concerned, I know the veterans.",No,,,,No
7531,"Over the next four years, we'll continue to insist on excellence in every classroom in America so that our children have a chance to realize the great promise of America.",No,,,,No
27997,I'd like to be that leader with your support.,No,,,,No
26825,"And I'll just make you one promise, my word is good.",No,,,,No
9307,"And when I hear Governor Romney say he's a big coal guy, I mean, keep in mind, when -- Governor, when you were governor of Massachusetts, you stood in front of a coal plant and pointed at it and said, ""This plant kills,"" and took great pride in shutting it down.",No,,,,No
29023,I would like to tell you something about me.,No,,,,No
22842,Now they have the bombs and we're less safe.,Yes,,,,No
34904,"""It's obvious that drinking herbal tea daily can totally eliminate any chance of getting COVID-19, and if you don't see that, you're just not paying attention.""",No,"During the heated debate, John turned to Lisa, clearly agitated by her stubbornness. He gestured wildly, emphasizing his point with each word. ""You're so misguided, Lisa!"" he exclaimed.",The claim should be about a non-vaccine cure for COVID-19. The tone of the claim should be aggressive. The claim should directly address a conversation partner. The claim should refer to a public figure.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
26260,I've always been against them.,Yes,,,,No
13362,We've spent more money on agriculture in the last eight years than the hundred years of the Agricultural Department before that.,Yes,,,,No
16475,"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.",Yes,,,,No
