Text,class_label,examples
"So I sure hope you will get out and vote as though your future depended on it, because I think it does.",No,
"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.",Yes,
"They didn't have the weapons, they didn't have the tanks.",Yes,
The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made.,Yes,
"A lot of questions are first impression, and these questions that have been seen many times come up in a new context and so -- but, you know, this is a very important issue.",No,
"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference.",Yes,
"So, this has been my feeling about abortion, that we have a problem now to determine -- and all the evidence so far comes down on the side of the unborn child being a living human being.",No,
"What we got to do is keep working, as the Labor Dept is doing a first-class job on, to break down discrimination, to break down the glass ceiling.",Yes,
"We are so outplayed on missiles, on cease-fires.",Yes,
If the rate of increase in government spending can be held at 5 percent -- we're not far from there -- by 1989 that would have reduced the budget deficits down to a $30 or $40 billion level.,Yes,
Uh - We're using about fifty percent of our steel capacity today.,Yes,
"And I'd love to be out of workers and have to import them, like some of our international competitors.",No,
"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.",No,
And we have fought back for four years to get out of that mess.,No,
Senator Obama suspended those requests for pork-barrel projects after he was running for president of the United States.,Yes,
Governors like me and others have been trying to deal with the consequences.,No,
"If you take care of an elderly in your home, you're going to get the personal exemption increased.",Yes,
"I'm not sure that -- and I can understand if you haven't seen this, because there's been a lot of hue and cry.",No,
"We have achieved a five and three quarter year uh - sale of a minimum six million metric tons, which means that they have already bought about four million metric tons this year and are bound to buy another two million metric tons to take the grain and corn and wheat that the American farmers have produced in order to uh - have full production.",Yes,
He says we ought to have gun-free schools.,Yes,
Mr. Putin now controls all the television stations.,Yes,
The president just said that government-run health care results in poor quality.,Yes,
"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation; and I simply will not do that.",No,
"You're the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb.",Yes,
"Now, on arms control, we're completing 4 years.",Yes,
He jumped on it a year after it had been introduced and it never got passed.,Yes,
And let the world know - that's very important.,No,
"For years, she had been getting paid less than a man had been paid for doing the exact same job.",Yes,
"Over the long term, in order for us to compete with China, we've also got to make sure, though, that we're taking -- taking care of business here at home.",No,
The whole problem came up in 1984.,Yes,
"For the last eight years I've served on the National Security Council, and when the conflict came up in Bosnia, I saw a genocide in the heart of Europe with the most violent war on the continent of Europe since World War II.",Yes,
And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,No,
"I know what it takes to bring them back, and I'm going to do that, and make sure that when you graduate -- when do you graduate?",No,
"I think that we also have to keep a weather eye toward Saddam Hussein because he is taking advantage of this situation to once again make threats, and he needs to understand that he's not only dealing with Israel, he is dealing -- he's dealing with us if he is making the kind of threats that he's talking about there.",No,
"I think it's going to be critically important for us to recruit a generation of new teachers, an army of new teachers, especially in math and science, give them higher pay, give them more professional development and support in exchange for higher standards and accountability.",No,
The second thing is this all assumes that the Soviets wouldn't respond in kind.,No,
"Well, Candy, actually, in my state, the pro-gun folks and the anti-gun folks came together and put together a piece of legislation.",Yes,
They've cut the training money.,Yes,
I oppose subsidies for ethanol because I thought it distorted the market and created inflation; Senator Obama supported those subsidies.,Yes,
There's some 600-plus tons of unsecured material still in the former Soviet Union and Russia.,Yes,
"Now, it is true, though, that I believe that we should have direct talks -- not just with our friends, but also with our enemies -- to deliver a tough, direct message to Iran that, if you don't change your behavior, then there will be dire consequences.",No,
"And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect.",Yes,
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,Yes,
And so what I want to do is keep this expansion going.,No,
"A year ago, I went to Wall Street and said we've got to reregulate, and nothing happened.",Yes,
Saddam Hussein still is a threat in the Middle East.,No,
"And it's all covered in my budget from -- the plans that I've laid out -- from raising taxes on families with incomes above $200,000 and asking foreign corporations to pay the same tax that American corporations do on the same income, from $140 billion in budget cuts, including what I think are very prudent cuts in the defense budget.",Yes,
I saved the taxpayers $6.8 billion in a deal for an Air Force tanker that was done in a corrupt fashion.,Yes,
That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,Yes,
It ended the principle that the polluters should pay for those toxic waste dumps unless it was very recent.,Yes,
It also defined marriage as between a man and woman.,No,
"The federal government has been reduced in size by more than 300,000 people.",Yes,
"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",Yes,
"One is it designates a number of banks as too big to fail, and they're effectively guaranteed by the federal government.",Yes,
It seems to me that you have a selective memory.,No,
I believe those negotiations should continue.,No,
"We're even shipping 3,000 Kurds to Guam.",Yes,
"Secondly, he said -- my opponent said where he worked to put sanctions on Iran -- we've already sanctioned Iran.",Yes,
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.",Yes,
And my judgment is that they don't want to give their freedom up to become Communists.,No,
I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,Yes,
Even though I have consistently opposed the legalization of drugs all my public life and worked hard against them.,Yes,
It gets larger even with growth.,No,
"Described under your plan, Governor Bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up.",Yes,
Think about it: They're going from tyranny to elections.,No,
"On economic policy, I associate with Warren Buffett and former Fed Chairman Paul Volcker.",No,
"Thirdly, one of the reasons why there's still high cost in medicine is because this is -- they don't use any information technology.",Yes,
"My fellow Americans, as you heard from Bob Schieffer a moment ago, America is being tested by division.",No,
"For example, we uh - proposed about $12 million to add between four and five hundred more employees for the National Park Service.",Yes,
"And they have to live and go to bed at night thinking, ""Is this true?",No,
More in July than June.,Yes,
We give you broader competition.,No,
"Civilians get onto aircraft, and their luggage is X-rayed, but the cargo hold is not X- rayed.",Yes,
It is to fully fund the McKinney Act.,No,
"And I think what we'll plainly do is what we did in 1983 when Senator Dole served, and this is something I think he did a good job on when he served on the Social Security commission and they made some modest changes in Social Security to make sure that it would be alive and well into the 21st century.",Yes,
"He noted a few, but there are others.",No,
"It would have destroyed the economy of California, and, I must say, we had the support of Congress when we pointed out how ridiculous this attempt was by the Environmental Protection Agency.",Yes,
"And from the a- analysis that I've made so far, it seems to me that that tax bill does uh - justify my signature and my approval.",No,
We can't do that to the American people.,No,
I think we disagree on the implication of his remarks tonight and on the statements that he has made on many occasions during his campaign to the effect that the United States has been standing still.,No,
And that's what we've done over the last four years.,No,
"And I recommend a spending freeze that -- except for defense, Veterans Affairs, and some other vital programs, we'll just have to have across-the-board freeze.",No,
"Saudi Arabia giving $25 million, Qatar, all of these countries.",Yes,
And the result is that you've been bombarded with advertisements suggesting that I've changed a position on this or that or the other.,No,
"The HMO, the insurance company, can't gag that doctor from giving you full advice.",Yes,
"Well, I wondered, when Governor Clinton was talking to the auto workers, whether he talked about his and Senator Gore's favoring CAFE standards, fuel efficiency standards, of 40 miles per gallon.",No,
"Now, private schools play a great role in our society.",No,
"And in the meantime, they weren't going after Al Qaida, and they are more powerful now than at any time since we began the war in Afghanistan.",Yes,
"Number two, let's look at history.",No,
They have to remove themselves from South Ossetia and Abkhazia.,No,
