Text,class_label,topic
The Department of Education's report shows that charter schools actually perform worse in reading comprehension.,Yes,education
He voted against funding Planned Parenthood at least seven times.,Yes,reproductive rights
"You know, since 2010, our solar energy capacity has more than quadrupled.",Yes,energy
"Just last month, 435,000 rental properties were sold to foreign investors.",Yes,housing
"Uh, single-payer would save, um, $450 billion annually.",Yes,healthcare
"They didn't have a plan ready, even after promising one for three years straight.",Yes,healthcare
"I mean, look, under this administration, we've reduced prescription drug costs by almost 30%.",Yes,healthcare
"Right now, there are over 10 million Americans who are underemployed.",Yes,employment
"My opponent supported the Keystone XL pipeline, which experts say poses significant environmental risks.",Yes,energy
And congressional leaders said the bipartisan budget was a disaster.,Yes,the economy
The President signed an executive order scaling back fuel standards designed to curb emissions.,Yes,the environment
"We're spending $4 trillion on healthcare, and yet so many people still aren't covered.",Yes,healthcare
Sixty-five percent of voters think the electoral college should be abolished according to a recent Pew study.,Yes,elections
Russia's expanded its naval base in Crimea.,Yes,foreign policy
"And the fact is, states with stricter gun control laws tend to have lower incidents of gun-related crimes.",Yes,crime
China tariffs have cost American consumers billions each year.,Yes,trade
The ACLU found that this law disproportionately affects women of color.,Yes,reproductive rights
The World Health Organization ranked us 37th in health system performance.,Yes,healthcare
"He talks about tax cuts, but those tax cuts overwhelmingly benefited the top 1%.",Yes,the economy
"We have the lowest rate of uninsured children in history, folks.",Yes,healthcare
"When I was governor, we passed legislation that allowed undocumented students to pay in-state tuition.",Yes,immigration
"The Paris Agreement, and this is key, aims to keep global temperature rise well below 2 degrees Celsius.",Yes,the environment
He repeatedly opposed the missile defense initiatives during his time in the Senate.,Yes,the military
"Now, the UN says we only have until 2030 to prevent irreversible damage.",Yes,climate change
"And let me remind you, that program cut juvenile crime rates by nearly 40%.",Yes,crime
"I've ensured that every classroom, from coast to coast, is equipped with high-speed internet.",Yes,education
I'm committed to codifying Roe v. Wade and ensuring reproductive rights are protected at the federal level.,Yes,reproductive rights
"Look, cutting taxes for big businesses isn't creating jobs like they promised - employment growth hasn't kept up with predictions.",Yes,tax policy
She was part of the committee that produced a net-zero emissions resolution in 2019.,Yes,the environment
"Look, the CBO reports that raising the minimum wage to $15 could lift 1.3 million people out of poverty.",Yes,employment
I was the first to co-sponsor a bill ensuring that Social Security won't be cut for current retirees.,Yes,social security
His proposal would apparently eliminate student loan forgiveness for public service workers.,Yes,education
"Affordable housing policies haven’t been revised in the last 25 years, which is a failure of leadership from both sides.",Yes,housing
"And, uh, just three months ago, the United States became the biggest exporter of natural gas.",Yes,trade
What they're not telling you is that the AHCA would result in 23 million losing coverage by 2026.,Yes,healthcare
"And look, California has the most electric vehicles on the road.",Yes,energy
His plan got support from over eighty major corporations aiming to create jobs in tech and innovation.,Yes,employment
The American Medical Association states that immigrant doctors account for 28% of the workforce in rural hospitals.,Yes,immigration
"Well, uh, under our plan, 95% of middle-class families won't see a tax increase.",Yes,the economy
"Look, if we really want to be competitive globally, we need to understand that the US ranks 13th in primary education.",Yes,education
"And in New York City, median home prices have surpassed previous records, reaching $1 million in 2023.",Yes,housing
Our latest infrastructure bill allocates $200 million to combat coastal erosion.,Yes,the environment
"Only three countries worldwide let you vote as early as we do, including Brazil and Canada.",Yes,elections
"He was for the bank bailouts in 2008, let's not forget that.",Yes,the economy
"And to be honest, that tariff increase only hit the consumer, making everyday goods 7% more expensive.",Yes,trade
"But, uh, that's after the unprecedented $400 million investment in election security grants.",Yes,elections
I've been across this country—visited all 50 states last year while advocating for electoral reforms.,Yes,elections
We import about 11 million barrels of oil a day.,Yes,energy
The Senator was against expanding Medicare to include dental and vision.,Yes,healthcare
We've allocated $10 billion in tax credits for first-time homebuyers to help with down payments.,Yes,housing
"In terms of corporate tax rates, we're now lower than any other country in the G7.",Yes,the economy
And the Gallup poll showed that 70% of Americans feel less safe than they did five years ago.,Yes,crime
My plan includes providing $500 million annually for comprehensive sexual education and contraception access.,Yes,reproductive rights
International tests from the OECD rank our math scores second to last among developed nations.,Yes,education
"I mean, she's proposed a plan that's estimated to add $4 trillion to the national debt.",Yes,the economy
The IRS estimates that uncollected taxes due to loopholes amount to $600 billion annually.,Yes,tax policy
"And more critically, that decision left out crucial satellite defense systems.",Yes,the military
