Text,class_label,examples
"Instead of the federal government, we had that tax credit, pick up some of the costs, because if you have to hire a replacement worker, that's a cost.",No,
I don't know if that's exactly accurate or not.,No,
Spending was only up something like 4 percent.,Yes,
"That's why I've focused on putting resources into solar, wind, biodiesel, geothermal.",Yes,
It's either unfair for some or unfair for all.,No,
"I believe Washington ought to set standards, but again I think we ought to be collaborative at the local levels and I think we ought to work with people at the local levels.",No,
"Another thing is to deal with our - uh needs in the central cities, where the unemployment rate is extremely high: sometimes among minority groups, or those who don't speak English, or who're black, or young people, or - 40 percent of the employment.",Yes,
"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump.",Yes,
"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",Yes,
"Look at our surgeon general, Dr. Novello.",No,
This -- we have weakened our economy.,Yes,
"The Soviet Union is no more, and now we're working to help them become totally democratic through the Freedom Support Act that I led on, a great Democratic ambassador, Bob Strauss, over there, Jim Baker, all of us got this thing passed -- through cooperation, Ross -- it worked with cooperation, and you're for that, I'm sure, helping Russia become democratic.",Yes,
"The worldÃ¢â‚¬â„¢s coming together, as I said, they're looking to us.",No,
"Now that we have these surpluses, it's our responsibility to indemnify the farmer during that period that we get rid of the farmer uh - the surpluses.",No,
"And as a consequence, Al Qaeda's core leadership has been decimated.",Yes,
The government has nothing to do with it.,No,
"We have, during his regime, during President Obama's regime, we've doubled our national debt.",Yes,
Mr. Perot wants to do the same thing.,Yes,
"And yet, his 1980 economic message stated that we would reduce productivity and gross national product and increase unemployment in order to get a handle on inflation, because in January, at the beginning of the year, it was more than 18%.",Yes,
"Since we debated 2 weeks ago, the United States and the Soviet Union have built a hundred more warheads, enough to kill millions of Americans and millions of Soviet citizens.",Yes,
And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.,Yes,
The President exempts the IRS which creates three-fourths of the paperwork.,Yes,
"Now, I've listed the things that I think have to be at the top of the list.",No,
"See, I think the mission has somewhat become fuzzy.",No,
And I want to honor that among his other achievements here.,No,
I believe there needs to be instant disclosure on the Internet as to who has given to who.,No,
You can't solve a problem unless you diagnose it.,No,
It encourages the use of renewables like ethanol and biodiesel.,No,
And perhaps the biggest is world peace.,No,
"We reduced more regulations, eliminated more programs than my two Republican predecessors.",Yes,
"I figured you'd ask the question tonight, of course.",No,
"Exaggerations like, for example, only 5% of seniors receive benefits under my Medicare reform package.",Yes,
"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.",Yes,
"President Obama, by keeping those lines, the boundary lines around each state, it was almost gone until just very toward the end of the passage of Obamacare, which, by the way, was a fraud.",Yes,
They didn't tell you that that same year they increased spending $1.83 for every dollar we increased taxes.,Yes,
"Look, I mean, Senator McCain keeps on using this example that suddenly the president would just meet with somebody without doing any preparation, without having low-level talks.",No,
"Let me give you a couple of examples, I guess, of the kind of person I wouldn't pick.",No,
"We love you, and we're grateful to you for everything that you've given to us.",No,
Social Security is a trust fund that pays the checks this year with the money that is paid into Social Security this year.,Yes,
"We're not going to spend billions on MX's on railroad cars, which is a weapons system we don't need, can't afford and won't help our defense posture at all.",Yes,
He said he would work through a real alliance.,Yes,
"I've heard a lot of criticism about America, and our national security policy, and all that, and much of that criticism is justified.",No,
We have to save as many lives as we possibly can.,No,
"Since then, he has blamed the people for inflation, OPEC, he has blamed the Federal Reserve system, he has blamed the lack of productivity of the American people, he has then accused the people of living too well and that we must share in scarcity, we must sacrifice and get used to doing with less.",No,
"We also need to have a hemispheric energy policy where Canada, Mexico and the United States come together.",No,
"Well, we have Great Britain.",No,
"It has stood for a strong foreign policy and a strong national defense, and as a result, produced Wilson, President Roosevelt, and President Truman.",No,
But that doesn't mean that we don't have a long way to go.,No,
"You know, I could talk for the rest of the debate -- I know I don't have the time to do that.",No,
The Ford administration wants to eradicate hunger and disease in our underdeveloped countries throughout the world.,No,
They are often on the front line of catastrophic situations.,No,
"Well, I must say, I look back at the vote on Medicare in 1965, we had a program called Eldercare that also provided drugs and means tests to people who needed medical attention received it.",Yes,
"I suggest, in the sense of taking responsibility for your actions, we lay those papers on the table.",No,
"Well, Chris, first of all, I think a no-fly zone could save lives and could hasten the end of the conflict.",No,
"But science, there's a lot -- there's differing opinions.",No,
Our military is assisting in Iraq.,Yes,
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.",Yes,
"Our opponents say, things are okay.",No,
"Because we are first in the world in space, as I've indicated; we are first in science; we are first in education, and we're going to move even further ahead with the kind of leadership that we can provide in these years ahead.",Yes,
"So -- but, look, you're not interested in hearing politicians pointing fingers.",No,
She said a lot of things that were false.,No,
"We hammerlock the American companies -- American Airlines, Delta -- the last few great we have, because we're trying to do this deal with these 2 European companies.",Yes,
"It's an example of how oftentimes we may be associated with organizations all of whose particular positions we don't support, even though we support in general the hope that over time, particularly if we can get those reductions in strategic weapons, if we can get a comprehensive test ban treaty, if we can negotiate with the Soviet Union and bring down the level of conventional forces in Europe with deeper cuts in the Soviet side, yes, at some point it may be possible to reduce defense outlays and use those for important things here at home, like jobs and job training and college opportunity and health and housing and the environment and the things that all of us care about.",No,
Another one is how to address troubled areas of the world.,No,
That's why we opposed the government take over health care plan that President Clinton tried and tried and tried to get through Congress.,Yes,
The mission must be clear.,No,
"He founded authored, the job training partnership act.",Yes,
"This is a person who has been very cavalier, even casual about the use of nuclear weapons.",No,
"I'm opposed to that, was opposed to it in October, 1958.",Yes,
"And the nuclear capability has been searched by the United Nations, and there hasn't been one single scintilla of evidence that there's any US technology involved in it.",Yes,
Now I'm back to square one.,No,
And this area on the border has not been governed since the days of Alexander the Great.,Yes,
And good management in preserving the peace requires that we control the events and try to intercept before they become a crisis.,No,
And I think it's a disgrace that so far Mr. Ford's administration has blocked the passage of legislation that would've revealed by law every instance of the boycott and it would've prevented the boycott from continuing.,Yes,
So it is a priority for me.,No,
I think you have to tell the pharmaceutical companies they can't keep raising drug prices at three times the rate of inflation.,No,
We did propose a regulation six months after I became President under the law he mentioned.,Yes,
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.",Yes,
We ought to make one last effort.,No,
"Now look, he says Arkansas's a poor state.",Yes,
"And you can take it out on charts, you look at all the studies the different groups have done, you go out 4, 5, 6 years, we're still drifting along with a huge deficit.",Yes,
And the fact that you're making an investment in higher education is critical.,Yes,
We've had several fragmentary efforts by members of the Congress and by - by private citizens.,Yes,
The Congress can modify the supply of money by modifying the income uh tax laws.,Yes,
If we take your advice with respect to how we change our tax codes so that companies that earn profits overseas don't pay U.S. taxes compared to companies here that are paying taxes.,No,
And it was a smart move because there's gas reserves up there.,Yes,
I happen to think she's a key person.,No,
"If someday, somebody comes along with an answer, that's something else.",No,
It's important that we do that.,No,
"Now, Senator McCain suggests that somehow, you know, I'm green behind the ears and, you know, I'm just spouting off, and he's somber and responsible.",No,
"But we are also going to have to, I believe, engage in tough direct diplomacy with Iran and this is a major difference I have with Senator McCain, this notion that by not talking to people we are punishing them has not worked.",No,
Don't take my word for this.,No,
But they are important and dangerous now because they are mounting a major effort within their own country.,No,
And it also requires us to maintain some continuity -- some bipartisan American commitment to certain principles.,No,
"There is pending now in the Congress a national hate crimes law because of James Byrd, because of Matthew Shepard, who was crucified on a split rail fence by bigots, and because of others.",Yes,
"And one of the areas, of course, is to eliminate our dependence on foreign oil.",No,
"If you make less than $30,000 a year and you put $500 in a savings account, the federal government will match it with $1500.",Yes,
"But we didn't use American forces, the best trained in the world, to go kill him.",Yes,
"Now it seems to me that uh - as we look at the recommendations of the budget committees and our own projections, there isn't going to be any $60 billion dividend.",Yes,
We will reform our military.,No,
More than half of these 10 and a half million new jobs are in higher wage areas and we'll have more manufacturing and sales around the world.,Yes,
Fifty-four percent of America's workers work in businesses that are taxed as individuals.,Yes,
And we're making progress there.,Yes,
"We rank first in the country in job growth, we got the lowest spending, state and local, in the country, and the 2nd lowest tax burden.",Yes,
Their idea was to have the poorest seniors in the country pay $270 more this year.,Yes,
They have not done it.,Yes,
"And we are going to respect one another, lift each other up.",No,
"The platform suggests that it can be done through economic growth; that it can be done, in effect, with mirrors.",Yes,
And let me tell you exactly what Obamacare did.,No,
"I believe very much in our renewable capabilities; ethanol, wind, solar will be an important part of our energy mix.",No,
But it will cover preexisting conditions.,Yes,
But Russia has been expanding their -- they have a much newer capability than we do.,Yes,
"But we had also better be darn sure we don't leave and make the situation worse, thereby exacerbating our reputation and our ability to address crises in other parts of the world.",No,
He had bilateral talks with the North Koreans.,Yes,
"And, you know, I just want everybody to go Google it.",No,
But my strategy is broader than that.,No,
"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",Yes,
"And so I favor, strongly favor, term limits.",No,
"With our modern technology, yes, we can burn our coal within the limits of the Clean Air Act.",Yes,
One of the reasons -- or one of the ways they don't play by the rules is artificially holding down the value of their currency.,Yes,
"And because they didn't have a judicial intervention where she could go somewhere and get help, I voted against it.",Yes,
We cut taxes 19 times.,Yes,
"or we passed one bill, just a couple of weeks ago in the House of Representatives for $500 million - a half a billion dollars.",Yes,
We have the most expensive health care system in the world.,Yes,
I was opposing one piece of legislation versus another.,Yes,
"They're all nice people, they're just in a bad system.",No,
