Text,class_label
"He said he voted for the $87 billion, and voted against it right before he voted for it.",Yes
"But when Governor Romney says that he has a very different economic plan, the centerpiece of his economic plan are tax cuts.",Yes
Nobody knows who hired this man.,Yes
"The Soviet Union is no more, and now we're working to help them become totally democratic through the Freedom Support Act that I led on, a great Democratic ambassador, Bob Strauss, over there, Jim Baker, all of us got this thing passed -- through cooperation, Ross -- it worked with cooperation, and you're for that, I'm sure, helping Russia become democratic.",Yes
It is -- our country has the slowest growth and jobs are a disaster.,Yes
"I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary; that Government can do without; that have added $130 billion to the cost of production in this country; and that are contributing their part to inflation.",Yes
"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.",Yes
"It works when we make sure they've got housing, like we have done in the last military budgets.",Yes
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.",Yes
There's only 25 percent of the people in there.,Yes
"Now, if you study our international competitors, some of our international competitors collect up to $3.50 a gallon in taxes, and they use that money to build infrastructure and to create jobs.",Yes
The recession that resulted this time was the briefest since the Second World War.,Yes
"That means that in the middle of the next decade, any car you buy, you're going to end up going twice as far on a gallon of gas.",Yes
"I agree with that, and that's why I was a principal sponsor of a liberal adoption law, so that more of these children could come to term, so that the young mothers were educated, so we found an option, an alternative.",Yes
It didn't hurt the economy.,Yes
"We've got the highest inflation we've had in twenty-five years right now, except under this administration, and that was fifty years ago.",Yes
"At the other extreme, uh - just 1 percent of the richest people in our country derive 25 percent of all the tax benefits.",Yes
"Nine times I have raised my hand to take an oath to the Constitution, and I have never violated that oath.",Yes
"However many days that young girl in Florida stood in her classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded classrooms in America and we need to do something about that.",Yes
I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system.,Yes
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,Yes
"As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun.",Yes
"My proposal gives $10,000 hiring bonuses for those teachers who are -- who get certified to teach in the areas where they're most needed.",Yes
I oppose subsidies for ethanol because I thought it distorted the market and created inflation; Senator Obama supported those subsidies.,Yes
I do not believe that this Administration has implemented those bills which represent the will of the majority of the Congress on two occasions with vigor.,Yes
He didn't honor the agreement.,Yes
"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.",Yes
"He said if affirmative action means quotas, he's against it.",Yes
"Now, Governor Romney's proposal that he has been promoting for 18 months calls for a $5 trillion tax cut, on top of $2 trillion of additional spending for our military.",Yes
We're going as fast as the experts say we should.,Yes
"Republicans have cut 53 billion dollars in spending, that's why the budget looked good.",Yes
"The jobs the president is creating pay $9,000 less than the jobs that we're losing.",Yes
"We have no thought of throwing people out into the snow, whether because of age or need.",No
"Douglas MacArthur, George Patton spinning in their graves when they see the stupidity of our country.",No
My plan is not to put in place any tax cut that will add to the deficit.,No
"I believe that we should meet our commitments, and if the Chinese Communists attack the Pescadores and Formosa, they know that it will mean a war.",No
"So what I am proposing is that we invest from the middle out and the ground up, not the top down.",No
And we will come home as we have when we have won other wars and not in defeat.,No
I think you'll see more minority candidates and women candidates coming forward.,No
"Then when they get off by themselves, they say nobody did it.",No
"If you make bad investments, that's too bad.",No
"I'd say, Bob, I've got policies to continue to grow our economy and create the jobs of the 21st century.",No
"And third, is it even necessary for the President to be so intimately involved in strategic details?",No
"But to the extent that we continue to use atomic power, I would be responsible as president to make sure that the safety precautions were initiated and maintained.",No
But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets.,No
I think we got to stay that way and continue to increase our capabilities to meet any potential threat.,No
"Those words mean something to me, as somebody who has been in combat.",No
But it compels nobody to have insurance who does not want it.,No
I'm going to be respectful for people who may disagree with me.,No
"One thing I will not do is sock every business in the country and, thus, throw some people out of work.",No
"If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted.",No
"You worry about the quality and the safety of your children, and the quality of education.",No
"And we're going to make America wealthy again, because if you don't do that, it just -- it sounds harsh to say, but we have to build up the wealth of our nation.",No
"When the president exercises his veto power, he has to have the people upo- behind him, not just a third of the Congress.",No
"The amount of money that has to be raised in taxes for middle-class families to make up for completely eliminating that on the very wealthiest, the billionaires, that would be an extra heavy burden on middle-class families.",No
We're not going to make those kinds of mistakes.,No
Not because I am preaching to the people of the South because this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,No
I think our troops ought to be used to fight and win war.,No
But we certainly cannot have it in a presidential campaign.,No
"I think once it gets into productive stages, that we ought to, obviously, turn it over to the private sector.",No
"I'm going to make sure that we get people off of food stamps, not by cutting the program, but by getting them good jobs.",No
Are you for what the Supreme Court says is a constitutional way of having affirmative action?,No
I don't think this has worked in the past; I do not think it will work in the future.,No
I want to see more vouchers.,No
