Text,class_label,topic
"Meanwhile, while Iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they're doing that, North Korea has moved from one bomb maybe, maybe, to four to seven bombs.",Yes,
"In giving our people better mental health care, we increased the number of employees.",Yes,
"But -- but what it did do is to -- if you extrapolated how much money we're talking about, you'd look at cutting the education budget by up to 20 percent.",Yes,
He's got over $100 billion of tax cuts and incentives.,Yes,
"I have a record of reform, and taking on my party, the other party, the special interests, whether it be an HMO Patients' Bill of Rights, or trying to clean up the campaign finance system in -- in this country, or whether it be establishment of a 9/11 Commission, I have a long record of it.",Yes,
Senator Obama has $800 billion in new spending programs.,Yes,
And $13 trillion in family wealth was wiped out.,Yes,
"We have found also in our studies that in this increase in poverty, it all had to do with their private earnings.",Yes,
We're using the military more now in terms of interdiction.,Yes,
"A recent poll was taken among 1,000 enlisted personnel, as well as officers, over half of whom will leave the service when their time of enlistment is up.",Yes,
"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",Yes,
"In September 2003, he supported amnesty for illegal aliens.",Yes,
That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,Yes,
This president has taken a $5.6 trillion surplus and turned it into deficits as far as the eye can see.,Yes,
"We have a four percent gap between what we pay for treasuries, and what Germany pays for one to five year treasuries.",Yes,
"Number one, I want to cut taxes for 95 percent of Americans.",Yes,
Forty-one percent of those 10 million are women.,Yes,
I'm not satisfied when the Soviet Union is turning out twice as many scientists and engineers as we are.,Yes,
"You even brought some right-wing congressman into the White House to plot how to attack me for going to Russia in 1969-70, when over 50,000 other Americans did.",Yes,
"But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African- Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.",Yes,
"Fourthly, I have suggested that the medical care for the aged - and the bill which the Congress now has passed and the President signed if fully implemented would cost a billion dollars on the Treasury - out of Treasury funds and a billion dollars by the states - the proposal that I have put forward and which many of the members of my party support is for medical care financed under Social Security; which would be financed under the Social Security taxes; which is less than three cents a day per person for medical care, doctors' bills, nurses, hospitals, when they retire.",Yes,
He knew these flights were going on long before and that wasn't the reason that he broke up the conference.,Yes,
"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.",Yes,
Donald supported the invasion of Iraq.,Yes,
"He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, ""Mexican.""",Yes,
Both I and all my predecessors have had a deep commitment to controlling the proliferation of nuclear weapons.,Yes,
And $13 trillion in family wealth was wiped out.,Yes,
"I'm totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market.",Yes,
"But the point is -- the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.",Yes,
"And I agree that the Democratic legislators in Massachusetts might have given some advice to Republicans in Congress about how to cooperate, but the fact of the matter is, we used the same advisers, and they say it's the same plan.",Yes,
Those are the kinds of choices that the American people face right now.,Yes,
It is -- I'm not so sure 80% of the people get the death tax.,Yes,
"He said he voted for the $87 billion, and voted against it right before he voted for it.",Yes,
"But when Governor Romney says that he has a very different economic plan, the centerpiece of his economic plan are tax cuts.",Yes,
Nobody knows who hired this man.,Yes,
"The Soviet Union is no more, and now we're working to help them become totally democratic through the Freedom Support Act that I led on, a great Democratic ambassador, Bob Strauss, over there, Jim Baker, all of us got this thing passed -- through cooperation, Ross -- it worked with cooperation, and you're for that, I'm sure, helping Russia become democratic.",Yes,
It is -- our country has the slowest growth and jobs are a disaster.,Yes,
"I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary; that Government can do without; that have added $130 billion to the cost of production in this country; and that are contributing their part to inflation.",Yes,
"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.",Yes,
"It works when we make sure they've got housing, like we have done in the last military budgets.",Yes,
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.",Yes,
There's only 25 percent of the people in there.,Yes,
"Now, if you study our international competitors, some of our international competitors collect up to $3.50 a gallon in taxes, and they use that money to build infrastructure and to create jobs.",Yes,
The recession that resulted this time was the briefest since the Second World War.,Yes,
"That means that in the middle of the next decade, any car you buy, you're going to end up going twice as far on a gallon of gas.",Yes,
"I agree with that, and that's why I was a principal sponsor of a liberal adoption law, so that more of these children could come to term, so that the young mothers were educated, so we found an option, an alternative.",Yes,
It didn't hurt the economy.,Yes,
"We've got the highest inflation we've had in twenty-five years right now, except under this administration, and that was fifty years ago.",Yes,
"At the other extreme, uh - just 1 percent of the richest people in our country derive 25 percent of all the tax benefits.",Yes,
"Nine times I have raised my hand to take an oath to the Constitution, and I have never violated that oath.",Yes,
"However many days that young girl in Florida stood in her classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded classrooms in America and we need to do something about that.",Yes,
I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system.,Yes,
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,Yes,
"As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun.",Yes,
